+----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
|    |   discount_factor |      fcf |   workforce_expense |   net_income |   year |   growth_rate |   pv_income |   net_present_value |   price_per_token |
|----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------|
|  0 |             1     |  31394   |             9418.2  |      21975.8 |   2022 |          0    |     21975.8 |              441008 |            54.701 |
|  1 |             0.904 |  32963.7 |             9889.11 |      23074.6 |   2023 |          0.05 |     20864.5 |              441008 |            54.701 |
|  2 |             0.818 |  34611.9 |            10383.6  |      24228.3 |   2024 |          0.05 |     19809.4 |              441008 |            54.701 |
|  3 |             0.739 |  36342.5 |            10902.7  |      25439.7 |   2025 |          0.05 |     18807.7 |              441008 |            54.701 |
|  4 |             0.668 |  38159.6 |            11447.9  |      26711.7 |   2026 |          0.05 |     17856.6 |              441008 |            54.701 |
|  5 |             0.604 |  40067.6 |            12020.3  |      28047.3 |   2027 |          0.05 |     16953.7 |              441008 |            54.701 |
|  6 |             0.838 | 387306   |                0    |     387306   |      0 |          0    |    324740   |              441008 |            54.701 |
+----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
fcf: 	31394.0 && 32963.7 && 34611.88 && 36342.48 && 38159.6 && 40067.58 && 387305.51
workforce_expense: 	9418.2 && 9889.11 && 10383.56 && 10902.74 && 11447.88 && 12020.28 && 0.0
net_income: 	21975.8 && 23074.59 && 24228.32 && 25439.74 && 26711.72 && 28047.31 && 387305.51
pv_income: 	21975.8 && 20864.52 && 19809.44 && 18807.71 && 17856.64 && 16953.66 && 324740.42
net_present_value: 	441008.203
price_per_token: 	54.701
