+----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
|    |   discount_factor |      fcf |   workforce_expense |   net_income |   year |   growth_rate |   pv_income |   net_present_value |   price_per_token |
|----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------|
|  0 |             1     |  1376    |             412.8   |       963.2  |   2022 |          0    |     963.2   |             19792.5 |           120.328 |
|  1 |             0.907 |  1444.8  |             433.44  |      1011.36 |   2023 |          0.05 |     917.065 |             19792.5 |           120.328 |
|  2 |             0.822 |  1517.04 |             455.112 |      1061.93 |   2024 |          0.05 |     873.139 |             19792.5 |           120.328 |
|  3 |             0.746 |  1592.89 |             477.868 |      1115.02 |   2025 |          0.05 |     831.318 |             19792.5 |           120.328 |
|  4 |             0.676 |  1672.54 |             501.761 |      1170.78 |   2026 |          0.05 |     791.499 |             19792.5 |           120.328 |
|  5 |             0.613 |  1756.16 |             526.849 |      1229.31 |   2027 |          0.05 |     753.588 |             19792.5 |           120.328 |
|  6 |             0.838 | 17487.7  |               0     |     17487.7  |      0 |          0    |   14662.7   |             19792.5 |           120.328 |
+----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
fcf: 	1376.0 && 1444.8 && 1517.04 && 1592.89 && 1672.54 && 1756.16 && 17487.68
workforce_expense: 	412.8 && 433.44 && 455.11 && 477.87 && 501.76 && 526.85 && 0.0
net_income: 	963.2 && 1011.36 && 1061.93 && 1115.02 && 1170.78 && 1229.31 && 17487.68
pv_income: 	963.2 && 917.06 && 873.14 && 831.32 && 791.5 && 753.59 && 14662.73
net_present_value: 	19792.538
price_per_token: 	120.328
