+----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
|    |   discount_factor |      fcf |   workforce_expense |   net_income |   year |   growth_rate |   pv_income |   net_present_value |   price_per_token |
|----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------|
|  0 |             1     |  22474   |             6742.2  |      15731.8 |   2022 |          0    |     15731.8 |              328496 |           169.616 |
|  1 |             0.908 |  23597.7 |             7079.31 |      16518.4 |   2023 |          0.05 |     15006.1 |              328496 |           169.616 |
|  2 |             0.825 |  24777.6 |             7433.28 |      17344.3 |   2024 |          0.05 |     14313.9 |              328496 |           169.616 |
|  3 |             0.75  |  26016.5 |             7804.94 |      18211.5 |   2025 |          0.05 |     13653.6 |              328496 |           169.616 |
|  4 |             0.681 |  27317.3 |             8195.19 |      19122.1 |   2026 |          0.05 |     13023.8 |              328496 |           169.616 |
|  5 |             0.619 |  28683.2 |             8604.95 |      20078.2 |   2027 |          0.05 |     12423   |              328496 |           169.616 |
|  6 |             0.838 | 291419   |                0    |     291419   |      0 |          0    |    244344   |              328496 |           169.616 |
+----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
fcf: 	22474.0 && 23597.7 && 24777.58 && 26016.46 && 27317.29 && 28683.15 && 291419.27
workforce_expense: 	6742.2 && 7079.31 && 7433.28 && 7804.94 && 8195.19 && 8604.95 && 0.0
net_income: 	15731.8 && 16518.39 && 17344.31 && 18211.53 && 19122.1 && 20078.21 && 291419.27
pv_income: 	15731.8 && 15006.1 && 14313.88 && 13653.59 && 13023.76 && 12422.99 && 244343.58
net_present_value: 	328495.712
price_per_token: 	169.616
