+----+-------------------+---------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
|    |   discount_factor |     fcf |   workforce_expense |   net_income |   year |   growth_rate |   pv_income |   net_present_value |   price_per_token |
|----+-------------------+---------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------|
|  0 |             1     |  61.311 |              12.262 |       49.049 |   2022 |          0    |      49.049 |             289.093 |             0.736 |
|  1 |             0.8   |  64.376 |              12.875 |       51.501 |   2023 |          0.05 |      41.201 |             289.093 |             0.736 |
|  2 |             0.64  |  67.595 |              13.519 |       54.076 |   2024 |          0.05 |      34.609 |             289.093 |             0.736 |
|  3 |             0.512 |  70.975 |              14.195 |       56.78  |   2025 |          0.05 |      29.071 |             289.093 |             0.736 |
|  4 |             0.41  |  74.524 |              14.905 |       59.619 |   2026 |          0.05 |      24.42  |             289.093 |             0.736 |
|  5 |             0.328 |  78.25  |              15.65  |       62.6   |   2027 |          0.05 |      20.513 |             289.093 |             0.736 |
|  6 |             0.262 | 344.2   |               0     |      344.2   |      0 |          0    |      90.23  |             289.093 |             0.736 |
+----+-------------------+---------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
fcf: 	61.31 && 64.38 && 67.6 && 70.97 && 74.52 && 78.25 && 344.2
workforce_expense: 	12.26 && 12.88 && 13.52 && 14.2 && 14.9 && 15.65 && 0.0
net_income: 	49.05 && 51.5 && 54.08 && 56.78 && 59.62 && 62.6 && 344.2
pv_income: 	49.05 && 41.2 && 34.61 && 29.07 && 24.42 && 20.51 && 90.23
net_present_value: 	289.093
price_per_token: 	0.736
