+----+-------------------+---------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
|    |   discount_factor |     fcf |   workforce_expense |   net_income |   year |   growth_rate |   pv_income |   net_present_value |   price_per_token |
|----+-------------------+---------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------|
|  0 |             1     | 108.686 |              21.737 |       86.949 |   2022 |          0    |      86.949 |             512.496 |              1.12 |
|  1 |             0.8   | 114.12  |              22.824 |       91.296 |   2023 |          0.05 |      73.037 |             512.496 |              1.12 |
|  2 |             0.64  | 119.826 |              23.965 |       95.861 |   2024 |          0.05 |      61.351 |             512.496 |              1.12 |
|  3 |             0.512 | 125.818 |              25.164 |      100.654 |   2025 |          0.05 |      51.535 |             512.496 |              1.12 |
|  4 |             0.41  | 132.109 |              26.422 |      105.687 |   2026 |          0.05 |      43.289 |             512.496 |              1.12 |
|  5 |             0.328 | 138.714 |              27.743 |      110.971 |   2027 |          0.05 |      36.363 |             512.496 |              1.12 |
|  6 |             0.262 | 610.242 |               0     |      610.242 |      0 |          0    |     159.971 |             512.496 |              1.12 |
+----+-------------------+---------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
fcf: 	108.69 && 114.12 && 119.83 && 125.82 && 132.11 && 138.71 && 610.24
workforce_expense: 	21.74 && 22.82 && 23.96 && 25.16 && 26.42 && 27.74 && 0.0
net_income: 	86.95 && 91.3 && 95.86 && 100.65 && 105.69 && 110.97 && 610.24
pv_income: 	86.95 && 73.04 && 61.35 && 51.54 && 43.29 && 36.36 && 159.97
net_present_value: 	512.496
price_per_token: 	1.12
