+----+-------------------+--------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
|    |   discount_factor |    fcf |   workforce_expense |   net_income |   year |   growth_rate |   pv_income |   net_present_value |   price_per_token |
|----+-------------------+--------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------|
|  0 |             1     | 13.246 |               2.649 |       10.597 |   2022 |          0    |      10.597 |              62.438 |             9.091 |
|  1 |             0.8   | 13.909 |               2.782 |       11.127 |   2023 |          0.05 |       8.901 |              62.438 |             9.091 |
|  2 |             0.64  | 14.604 |               2.921 |       11.683 |   2024 |          0.05 |       7.477 |              62.438 |             9.091 |
|  3 |             0.512 | 15.334 |               3.067 |       12.267 |   2025 |          0.05 |       6.281 |              62.438 |             9.091 |
|  4 |             0.41  | 16.101 |               3.22  |       12.881 |   2026 |          0.05 |       5.276 |              62.438 |             9.091 |
|  5 |             0.328 | 16.906 |               3.381 |       13.525 |   2027 |          0.05 |       4.432 |              62.438 |             9.091 |
|  6 |             0.262 | 74.286 |               0     |       74.286 |      0 |          0    |      19.474 |              62.438 |             9.091 |
+----+-------------------+--------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
fcf: 	13.25 && 13.91 && 14.6 && 15.33 && 16.1 && 16.91 && 74.29
workforce_expense: 	2.65 && 2.78 && 2.92 && 3.07 && 3.22 && 3.38 && 0.0
net_income: 	10.6 && 11.13 && 11.68 && 12.27 && 12.88 && 13.52 && 74.29
pv_income: 	10.6 && 8.9 && 7.48 && 6.28 && 5.28 && 4.43 && 19.47
net_present_value: 	62.438
price_per_token: 	9.091
