+----+-------------------+------------------+---------------------+-----------------+--------+---------------+-------------+---------------------+-------------------+
|    |   discount_factor |              fcf |   workforce_expense |      net_income |   year |   growth_rate |   pv_income |   net_present_value |   price_per_token |
|----+-------------------+------------------+---------------------+-----------------+--------+---------------+-------------+---------------------+-------------------|
|  0 |             1     | 111530           |             33459   | 78071           |   2022 |          0    |     78071   |         1.18013e+06 |           535.061 |
|  1 |             0.905 | 117106           |             35131.9 | 81974.6         |   2023 |          0.05 |     74205.7 |         1.18013e+06 |           535.061 |
|  2 |             0.819 | 122962           |             36888.5 | 86073.3         |   2024 |          0.05 |     70531.8 |         1.18013e+06 |           535.061 |
|  3 |             0.742 | 129110           |             38733   | 90376.9         |   2025 |          0.05 |     67039.8 |         1.18013e+06 |           535.061 |
|  4 |             0.671 | 135565           |             40669.6 | 94895.8         |   2026 |          0.05 |     63720.6 |         1.18013e+06 |           535.061 |
|  5 |             0.608 | 142344           |             42703.1 | 99640.6         |   2027 |          0.05 |     60565.8 |         1.18013e+06 |           535.061 |
|  6 |             0.55  |      1.39212e+06 |                 0   |     1.39212e+06 |      0 |          0    |    765996   |         1.18013e+06 |           535.061 |
+----+-------------------+------------------+---------------------+-----------------+--------+---------------+-------------+---------------------+-------------------+
fcf: 	111530.0 && 117106.5 && 122961.82 && 129109.92 && 135565.41 && 142343.68 && 1392120.06
workforce_expense: 	33459.0 && 35131.95 && 36888.55 && 38732.98 && 40669.62 && 42703.1 && 0.0
net_income: 	78071.0 && 81974.55 && 86073.28 && 90376.94 && 94895.79 && 99640.58 && 1392120.06
pv_income: 	78071.0 && 74205.71 && 70531.78 && 67039.76 && 63720.62 && 60565.82 && 765995.62
net_present_value: 	1180130.304
price_per_token: 	535.061
