+----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
|    |   discount_factor |      fcf |   workforce_expense |   net_income |   year |   growth_rate |   pv_income |   net_present_value |   price_per_token |
|----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------|
|  0 |             1     |  5882    |             1764.6  |      4117.4  |   2022 |          0    |     4117.4  |             62529.2 |           111.859 |
|  1 |             0.906 |  6176.1  |             1852.83 |      4323.27 |   2023 |          0.05 |     3915.12 |             62529.2 |           111.859 |
|  2 |             0.82  |  6484.9  |             1945.47 |      4539.43 |   2024 |          0.05 |     3722.77 |             62529.2 |           111.859 |
|  3 |             0.743 |  6809.15 |             2042.74 |      4766.4  |   2025 |          0.05 |     3539.88 |             62529.2 |           111.859 |
|  4 |             0.673 |  7149.61 |             2144.88 |      5004.73 |   2026 |          0.05 |     3365.97 |             62529.2 |           111.859 |
|  5 |             0.609 |  7507.09 |             2252.13 |      5254.96 |   2027 |          0.05 |     3200.61 |             62529.2 |           111.859 |
|  6 |             0.552 | 73731.3  |                0    |     73731.3  |      0 |          0    |    40667.5  |             62529.2 |           111.859 |
+----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
fcf: 	5882.0 && 6176.1 && 6484.9 && 6809.15 && 7149.61 && 7507.09 && 73731.34
workforce_expense: 	1764.6 && 1852.83 && 1945.47 && 2042.74 && 2144.88 && 2252.13 && 0.0
net_income: 	4117.4 && 4323.27 && 4539.43 && 4766.4 && 5004.73 && 5254.96 && 73731.34
pv_income: 	4117.4 && 3915.12 && 3722.77 && 3539.88 && 3365.97 && 3200.61 && 40667.48
net_present_value: 	62529.234
price_per_token: 	111.859
