+----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
|    |   discount_factor |      fcf |   workforce_expense |   net_income |   year |   growth_rate |   pv_income |   net_present_value |   price_per_token |
|----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------|
|  0 |             1     |  16148   |             4844.4  |      11303.6 |   2022 |          0    |    11303.6  |              220544 |            58.146 |
|  1 |             0.901 |  16955.4 |             5086.62 |      11868.8 |   2023 |          0.05 |    10695.1  |              220544 |            58.146 |
|  2 |             0.812 |  17803.2 |             5340.95 |      12462.2 |   2024 |          0.05 |    10119.3  |              220544 |            58.146 |
|  3 |             0.732 |  18693.3 |             5608    |      13085.3 |   2025 |          0.05 |     9574.49 |              220544 |            58.146 |
|  4 |             0.659 |  19628   |             5888.4  |      13739.6 |   2026 |          0.05 |     9059.03 |              220544 |            58.146 |
|  5 |             0.594 |  20609.4 |             6182.82 |      14426.6 |   2027 |          0.05 |     8571.33 |              220544 |            58.146 |
|  6 |             0.838 | 192282   |                0    |     192282   |      0 |          0    |   161221    |              220544 |            58.146 |
+----+-------------------+----------+---------------------+--------------+--------+---------------+-------------+---------------------+-------------------+
fcf: 	16148.0 && 16955.4 && 17803.17 && 18693.33 && 19628.0 && 20609.4 && 192282.38
workforce_expense: 	4844.4 && 5086.62 && 5340.95 && 5608.0 && 5888.4 && 6182.82 && 0.0
net_income: 	11303.6 && 11868.78 && 12462.22 && 13085.33 && 13739.6 && 14426.58 && 192282.38
pv_income: 	11303.6 && 10695.06 && 10119.27 && 9574.49 && 9059.03 && 8571.33 && 161221.2
net_present_value: 	220543.974
price_per_token: 	58.146
