date,fee
2020-05-18,282.11576820788883
2020-05-19,309.578747357345
2020-05-20,270.18737957628196
2020-05-21,226.593621081129
2020-05-22,215.53466862439325
2020-05-23,192.8779258589537
2020-05-24,155.35598091915273
2020-05-25,250.43194430991167
2020-05-26,213.55017882283903
2020-05-27,205.7850614794816
2020-05-28,196.98353607901632
2020-05-29,203.8145787066662
2020-05-30,238.0591320158693
2020-05-31,189.0581398824096
2020-06-01,204.44987489214046
2020-06-02,154.9907294814207
2020-06-03,132.2999452885659
2020-06-04,139.89532410873997
2020-06-05,161.35225172366302
2020-06-06,155.20925038721907
2020-06-07,138.88472719003732
2020-06-08,120.52836433569009
2020-06-09,126.48946752015378
2020-06-10,116.31471500530789
2020-06-11,128.030052887179
2020-06-12,108.22213089669174
2020-06-13,101.62386603424363
2020-06-14,91.46604152658324
2020-06-15,111.2489059906573
2020-06-16,89.01673433617455
2020-06-17,135.00496960379797
2020-06-18,94.1811789181704
2020-06-19,107.67402264520815
2020-06-20,89.04623219544887
2020-06-21,92.0872173556196
2020-06-22,106.50510846565173
2020-06-23,98.08850524172446
2020-06-24,282.45801333226717
2020-06-25,113.27652954147777
2020-06-26,170.76772723979082
2020-06-27,131.95344509990943
2020-06-28,112.16097503661881
2020-06-29,105.99278519429018
2020-06-30,81.07348848237812
2020-07-01,122.72398838717534
2020-07-02,109.18907497732901
2020-07-03,111.18731206205383
2020-07-04,87.97446855791442
2020-07-05,97.32583722939549
2020-07-06,129.64153862192552
2020-07-07,120.28548247567436
2020-07-08,128.09184877047332
2020-07-09,91.60940861449436
2020-07-10,516.103261776548
2020-07-11,105.97138217196928
2020-07-12,110.1043820508835
2020-07-13,108.1367866804497
2020-07-14,115.66634883560889
2020-07-15,116.97606359759347
2020-07-16,143.57807163835346
2020-07-17,176.10799840159842
2020-07-18,76.46143877512088
2020-07-19,105.00350707153869
2020-07-20,101.9712577408928
2020-07-21,102.21029647408635
2020-07-22,125.75346946179356
2020-07-23,104.96444470151732
2020-07-24,122.07115947244884
2020-07-25,130.4664197943732
2020-07-26,117.292126935847
2020-07-27,138.61235122310487
2020-07-28,157.50379248320706
2020-07-29,130.7845633187545
2020-07-30,129.86471568359107
2020-07-31,150.57556453754776
2020-08-01,123.17912338566461
2020-08-02,138.69750253784468
2020-08-03,159.47811433797284
2020-08-04,147.5880839860586
2020-08-05,110.86411836312378
2020-08-06,117.92161396345797
2020-08-07,147.49629453419735
2020-08-08,127.08170653414606
2020-08-09,148.2435228879358
2020-08-10,124.52802583768803
2020-08-11,119.40247716606268
2020-08-12,213.69840214721225
2020-08-13,226.4026579289831
2020-08-14,142.8382835869124
2020-08-15,128.97051085999627
2020-08-16,139.68557199793057
2020-08-17,219.34422734295373
2020-08-18,137.676538112061
2020-08-19,142.99571767992492
2020-08-20,101.64045937711452
2020-08-21,145.6116616479793
2020-08-22,98.76602241570025
2020-08-23,99.27579982687888
2020-08-24,102.93285109938604
2020-08-25,86.20388690911687
2020-08-26,99.85104634625907
2020-08-27,111.69374849727654
2020-08-28,112.63243201083091
2020-08-29,88.17724478347058
2020-08-30,101.34292502443132
2020-08-31,102.47456902319144
2020-09-01,126.47630263379375
2020-09-02,141.81009590061694
2020-09-03,102.94163309354956
2020-09-04,111.77333564774597
2020-09-05,71.07951403394664
2020-09-06,94.53485470853003
2020-09-07,88.57949413289865
2020-09-08,88.24223700318616
2020-09-09,94.76659903245674
2020-09-10,93.18133514307449
2020-09-11,94.71022643831301
2020-09-12,94.99111483683613
2020-09-13,67.21952872539367
2020-09-14,105.7642362590965
2020-09-15,118.43877153264322
2020-09-16,93.9453360654597
2020-09-17,115.1691289955271
2020-09-18,113.71098767161217
2020-09-19,93.79136595577214
2020-09-20,97.4643362710553
2020-09-21,120.92725479962175
2020-09-22,125.58807145401572
2020-09-23,163.78256559598609
2020-09-24,184.07562603357397
2020-09-25,176.01233832810644
2020-09-26,160.52079611501233
2020-09-27,201.92506037843398
2020-09-28,235.3046803018446
2020-09-29,411.44742299864816
2020-09-30,433.37151655396343
2020-10-01,390.7409415848219
2020-10-02,239.86793388348408
2020-10-03,197.70703388584838
2020-10-04,224.90469995733415
2020-10-05,237.15703148034288
2020-10-06,257.59082374856223
2020-10-07,217.93695897059402
2020-10-08,163.5974890300044
2020-10-09,167.51570866398808
2020-10-10,144.4705079238645
2020-10-11,120.84394839799197
2020-10-12,149.75974357226465
2020-10-13,151.40274998289146
2020-10-14,164.66463060977108
2020-10-15,159.23626352329984
2020-10-16,145.81842409486825
2020-10-17,131.3634008898804
2020-10-18,125.22590086144876
2020-10-19,251.4370582134959
2020-10-20,312.2830678122115
2020-10-21,171.89200972667322
2020-10-22,228.37963125695018
2020-10-23,228.32160064912853
2020-10-24,217.04092882193194
2020-10-25,185.81031042775305
2020-10-26,126.9222071137185
2020-10-27,190.8236714668066
2020-10-28,205.29128555925362
2020-10-29,243.7895164355018
2020-10-30,161.74332352667003
2020-10-31,80.72103560568522
2020-11-01,157.72982657190818
2020-11-02,193.29665115970184
2020-11-03,176.34608562015615
2020-11-04,183.7143863628904
2020-11-05,152.95590193020925
2020-11-06,199.10816095621306
2020-11-07,189.89310932479324
2020-11-08,185.43345512202836
2020-11-09,194.53079649688345
2020-11-10,177.47651009316766
2020-11-11,177.66611395607507
2020-11-12,79.69795604682919
2020-11-13,88.9823252803101
2020-11-14,93.77491205432491
2020-11-15,69.4520256363469
2020-11-16,99.019908377725
2020-11-17,147.20671923609535
2020-11-18,163.3999335092221
2020-11-19,138.28284259141938
2020-11-20,137.85917357289932
2020-11-21,211.27869411666708
2020-11-22,146.22571630720643
2020-11-23,157.1976864599068
2020-11-24,368.3003092774503
2020-11-25,153.2670239845173
2020-11-26,161.2807909503569
2020-11-27,102.45288520644964
2020-11-28,122.1518016677913
2020-11-29,81.10043000272685
2020-11-30,139.57565428492978
2020-12-01,730.488938134757
2020-12-02,1089.99337815551
2020-12-03,286.27792235925074
2020-12-04,81.02149576113175
2020-12-05,104.42821127131538
2020-12-06,317.2605658303381
2020-12-07,100.10557549324065
2020-12-08,74.30591110527152
2020-12-09,153.10608623099762
2020-12-10,135.7549775437129
2020-12-11,154.49132682706593
2020-12-12,92.64588460223005
2020-12-13,154.8081219921727
2020-12-14,171.59321990145096
2020-12-15,215.25408059626307
2020-12-16,220.3130679683079
2020-12-17,228.94866476970844
2020-12-18,241.82298710585385
2020-12-19,204.99309183132115
2020-12-20,129.66039387992475
2020-12-21,233.19943323143355
2020-12-22,243.93767191948658
2020-12-23,64.39422664099897
2020-12-24,123.76953862861315
2020-12-25,123.35843289797695
2020-12-26,73.863264563723
2020-12-27,99.43154678500923
2020-12-28,47.7686512610253
2020-12-29,59.966447637685874
2020-12-30,62.04958171459412
2020-12-31,63.86019308596658
2021-01-01,67.77884629502405
2021-01-02,56.15841568861976
2021-01-03,74.48408638849764
2021-01-04,111.15971703707217
2021-01-05,109.01855471455264
2021-01-06,130.92622997331821
2021-01-07,118.91152854082848
2021-01-08,140.14908250575354
2021-01-09,269.17673633679817
2021-01-10,193.22859130331562
2021-01-11,139.24443371360834
2021-01-12,120.92587582498918
2021-01-13,167.45898339831368
2021-01-14,160.23506472106047
2021-01-15,130.20764707394807
2021-01-16,122.08964430470905
2021-01-17,91.52708025759493
2021-01-18,124.73083349058899
2021-01-19,111.10201033472657
2021-01-20,106.55760018645893
2021-01-21,192.62795900524185
2021-01-22,597.1805832405009
2021-01-23,181.2991930372147
2021-01-24,78.04254886197606
2021-01-25,85.03257642319318
2021-01-26,100.89801225094352
2021-01-27,116.48202850081572
2021-01-28,152.69283808561119
2021-01-29,116.15741849740556
2021-01-30,709.7382970502392
2021-01-31,94.96780190698718
2021-02-01,122.87750343822637
2021-02-02,90.18000730441662
2021-02-03,152.47412793828698
2021-02-04,117.40511534727344
2021-02-05,142.06971678792317
2021-02-06,122.4941661943757
2021-02-07,87.69197638284915
2021-02-08,132.44869261864338
2021-02-09,156.3368168070855
2021-02-10,141.3870797326026
2021-02-11,162.49150344929828
2021-02-12,151.72919556788247
2021-02-13,167.42627327616148
2021-02-14,196.27579347315373
2021-02-15,112.60057671274667
2021-02-16,196.466520111695
2021-02-17,161.13554150295025
2021-02-18,189.03029398315294
2021-02-19,162.5870488201791
2021-02-20,197.51103188805746
2021-02-21,164.70570604544443
2021-02-22,149.5238252623226
2021-02-23,122.50063512115996
2021-02-24,287.2585140529654
2021-02-25,225.2196030218751
2021-02-26,110.62843544901197
2021-02-27,115.40799843398824
2021-02-28,82.05242024789852
2021-03-01,99.88471765578987
2021-03-02,93.68770847133352
2021-03-03,118.38148626612406
2021-03-04,172.99926082444856
2021-03-05,145.35246256760217
2021-03-06,129.2233078354887
2021-03-07,98.58817820132967
2021-03-08,117.09998579806066
2021-03-09,102.34649398340771
2021-03-10,127.04466711881358
2021-03-11,113.7586669488758
2021-03-12,131.96649354938268
2021-03-13,680.9278951116967
2021-03-14,266.74352837877
2021-03-15,176.85388666143237
2021-03-16,107.03678774785224
2021-03-17,112.62640720273247
2021-03-18,134.00438756162734
2021-03-19,147.62119992156377
2021-03-20,445.43526622240347
2021-03-21,119.42702442566286
2021-03-22,129.2409456469665
2021-03-23,134.6025036183202
2021-03-24,133.7399751972019
2021-03-25,302.8581324932334
2021-03-26,924.5331854535762
2021-03-27,1102.4729189109635
2021-03-28,1311.3780139709777
2021-03-29,2245.6164167334778
2021-03-30,2731.129041108624
2021-03-31,1808.9053799000458
2021-04-01,2069.0528018817545
2021-04-02,2313.801459204633
2021-04-03,1244.733102262876
2021-04-04,1395.114075587464
2021-04-05,1502.8223993973968
2021-04-06,2032.8145754348964
2021-04-07,1459.0515279161405
2021-04-08,1875.575195299167
2021-04-09,2796.5982819944247
2021-04-10,2239.207798312439
2021-04-11,1483.5110514206542
2021-04-12,1913.4133252753475
2021-04-13,2642.605564374122
2021-04-14,1966.8447215012986
2021-04-15,1758.2956198603354
2021-04-16,2616.935480801827
2021-04-17,1944.4803775608093
2021-04-18,2444.250078984243
2021-04-19,2379.4883017848933
2021-04-20,1751.3888463373303
2021-04-21,2067.1765549111237
2021-04-22,1491.0848275775322
2021-04-23,1539.2669115057065
2021-04-24,1393.732488595187
2021-04-25,1523.1882487579726
2021-04-26,1392.3633865803927
2021-04-27,1597.274506830754
2021-04-28,1423.5665609905773
2021-04-29,1991.9323697772677
2021-04-30,1844.8571084710888
2021-05-01,1569.0458948815867
2021-05-02,1858.4856100799786
2021-05-03,1754.316780812003
2021-05-04,2281.051194956837
2021-05-05,2655.2365245710102
2021-05-06,3370.307809544038
2021-05-07,1984.0193136925013
2021-05-08,1656.6835144126621
2021-05-09,2626.237508659173
2021-05-10,3051.6694085356744
2021-05-11,2334.331326929847
2021-05-12,3299.7870511199458
2021-05-13,1910.4721772652197
2021-05-14,1815.5679348012288
2021-05-15,1509.9503843859463
2021-05-16,1996.703970493776
2021-05-17,1809.3330560320585
2021-05-18,2121.8183951800897
2021-05-19,885.863143100808
2021-05-20,1203.6474534869346
2021-05-21,1240.5405312467813
2021-05-22,1133.2340404432257
2021-05-23,964.7885870188691
2021-05-24,1224.0064168910978
2021-05-25,990.8915779251694
2021-05-26,1120.6777091799395
2021-05-27,1156.7913598767182
2021-05-28,869.7235995448839
2021-05-29,840.4851981710644
2021-05-30,746.8884974786305
2021-05-31,823.5106126458719
2021-06-01,819.8002053252651
2021-06-02,1214.9290648181752
2021-06-03,1051.2039006374891
2021-06-04,1139.4760847283821
2021-06-05,1019.9096184558981
2021-06-06,1009.3776314429158
2021-06-07,1011.0403904748399
2021-06-08,890.010265829015
2021-06-09,1387.2567681652358
2021-06-10,985.1180671061541
2021-06-11,781.9092599103308
2021-06-12,740.6551938106247
2021-06-13,920.3360029124141
2021-06-14,1314.6300885233322
2021-06-15,850.0436023420813
2021-06-16,728.8331044001154
2021-06-17,704.7556431191165
2021-06-18,859.7212915605003
2021-06-19,701.6148151504743
2021-06-20,768.498053901538
2021-06-21,663.1086014070781
2021-06-22,531.0350578345976
2021-06-23,594.7879971721012
2021-06-24,584.3047518558028
2021-06-25,561.0593894082284
2021-06-26,1618.6570689690316
2021-06-27,636.2009891002434
2021-06-28,888.2543358020246
2021-06-29,771.9946854709809
2021-06-30,754.0552750313288
2021-07-01,756.2980478454948
2021-07-02,618.3183781303229
2021-07-03,661.0871172610106
2021-07-04,884.6256774284583
2021-07-05,726.3063635905215
2021-07-06,571.9353633017338
2021-07-07,600.8100967425833
2021-07-08,630.7604483738504
2021-07-09,991.3309050093835
2021-07-10,1145.2372254703298
2021-07-11,390.2435008642648
2021-07-12,899.9782110961598
2021-07-13,1495.0820247143731
2021-07-14,1647.0626750739063
2021-07-15,1418.3669161524522
2021-07-16,1775.3160979744002
2021-07-17,1569.468334228588
2021-07-18,2703.3155060948916
2021-07-19,3458.689895828482
2021-07-20,1481.3501186922874
2021-07-21,1481.4182652260067
2021-07-22,1968.4735626967793
2021-07-23,1939.56811094555
2021-07-24,1744.6186688394248
2021-07-25,1867.7726888759319
2021-07-26,1933.2268889630693
2021-07-27,1948.9533089230288
