prices,market_caps,total_volumes,date
3.0699042904861527,3784930.471196115,192774.82789195803,2021-01-10 01:00:00
3.115388408129906,3862957.123893132,254034.94848089752,2021-01-11 01:00:00
3.429838507128112,4122921.383748278,270215.7374303182,2021-01-12 01:00:00
3.4722120835983996,4313811.229945352,208760.70083155506,2021-01-13 01:00:00
5.741028536377057,6779044.057393857,711352.871751449,2021-01-14 01:00:00
4.5633359612604725,5542546.3264953755,622927.9434276929,2021-01-15 01:00:00
3.856275761202114,4892961.813369615,276026.23563275626,2021-01-16 01:00:00
4.0877374972470815,5515031.828365333,325217.62894269155,2021-01-17 01:00:00
4.18219624893996,5356264.201492995,293495.5266514936,2021-01-18 01:00:00
5.750845698146936,7263254.376743883,709320.1315077812,2021-01-19 01:00:00
6.010976581602023,7781884.372508979,666268.8397277187,2021-01-20 01:00:00
5.9347464905703164,7759344.392114263,569592.7639186496,2021-01-21 01:00:00
5.138535919231289,6685587.7571641905,166290.28795237927,2021-01-22 01:00:00
5.187897335242013,6761821.014210939,261752.1763816543,2021-01-23 01:00:00
6.044002848872489,7925308.8030667445,320624.5285555128,2021-01-24 01:00:00
6.203555521601682,8276267.0355703,243938.00372383086,2021-01-25 01:00:00
6.142055827517379,8488838.243457388,238288.80618318132,2021-01-26 01:00:00
6.560866214385513,9049804.708646135,501204.6642196805,2021-01-27 01:00:00
8.624831974477464,11767439.437522994,943561.0545692976,2021-01-28 01:00:00
7.643685176607493,10600878.686363334,431862.53479027376,2021-01-29 01:00:00
7.707396942631038,10574449.739767244,480133.19104221504,2021-01-30 01:00:00
9.071797834879094,12434588.055342047,1080437.7289032757,2021-01-31 01:00:00
11.479720887108185,15299155.063778577,2631698.1854400965,2021-02-01 01:00:00
15.224238941786247,22100810.34917772,2311562.005039644,2021-02-02 01:00:00
12.52452443329368,17680796.001444567,1602569.9523804763,2021-02-03 01:00:00
14.819350138647767,22849439.454114433,1308786.3200776246,2021-02-04 01:00:00
16.03344288141773,24377781.79645912,1303322.2395272932,2021-02-05 01:00:00
15.771102611329097,25945657.677187636,1289040.2473150855,2021-02-06 01:00:00
13.79715677254678,21584247.17460354,1083418.4388060947,2021-02-07 01:00:00
15.359402288231339,25821695.507717762,1306473.6283736278,2021-02-08 01:00:00
13.20598066706747,20485579.356593695,807610.7922886787,2021-02-09 01:00:00
14.051493944882973,22489312.161494337,888299.3803337056,2021-02-10 01:00:00
15.82658531419007,26075314.341987904,1699831.3734205093,2021-02-11 01:00:00
19.639633798879988,31208849.72703059,3222035.7445163284,2021-02-12 01:00:00
22.7631185915254,36126288.01775437,2089742.6792913487,2021-02-13 01:00:00
29.73789188140507,48361374.004928574,2197323.267138562,2021-02-14 01:00:00
29.113105976002156,47726747.62031734,2252414.845813418,2021-02-15 01:00:00
26.304637868774485,43874557.40547333,2688743.6712243864,2021-02-16 01:00:00
23.72783490540602,39189456.37707583,755750.0500402477,2021-02-17 01:00:00
21.072144861441796,34679701.78622512,1288168.8077143484,2021-02-18 01:00:00
21.517712143120864,35155327.27199069,765577.3367939501,2021-02-19 01:00:00
17.265350546818446,28593553.71480252,920603.8695364165,2021-02-20 01:00:00
16.02246025575794,26637356.73227221,1233232.4291275628,2021-02-21 01:00:00
17.755929931308756,29682041.551272392,687011.4848320942,2021-02-22 01:00:00
15.920774848022075,26853858.52702377,431746.72816607956,2021-02-23 01:00:00
14.529828227393242,24692915.78924392,591016.7464561914,2021-02-24 01:00:00
13.677256497035149,23184382.726895552,569762.7832855524,2021-02-25 01:00:00
12.782835409754572,22020679.34524662,975592.0354625634,2021-02-26 01:00:00
11.542250483410784,19841143.654834844,292752.5821063901,2021-02-27 01:00:00
10.323714979952799,17701781.756814677,307337.6920240307,2021-02-28 01:00:00
10.001955095323902,17401212.25492919,403254.1007911632,2021-03-01 01:00:00
12.604230762954922,21891392.756305315,592449.2976654489,2021-03-02 01:00:00
9.848821071617673,17316226.33226203,506342.85556212155,2021-03-03 01:00:00
11.68495135404174,20371937.480148155,580116.9704235528,2021-03-04 01:00:00
9.856168702105489,17408870.464176808,371699.8081486402,2021-03-05 01:00:00
10.1639598188736,17711788.358556293,429514.49298604624,2021-03-06 01:00:00
11.823919896941549,19665554.52356075,411823.97243003,2021-03-07 01:00:00
11.925915843568603,20495380.23955629,1082980.520115216,2021-03-08 01:00:00
12.511229801946625,21603616.799575876,319946.3137616737,2021-03-09 01:00:00
11.93392673581918,20358445.495144457,367056.6345881815,2021-03-10 01:00:00
12.535874817330294,21919698.860894762,800764.9116684424,2021-03-11 01:00:00
11.36547226483731,19897317.393422395,496793.92537076323,2021-03-12 01:00:00
10.650114255943672,18558680.596266396,349173.2736699875,2021-03-13 01:00:00
11.179955711767757,19482269.996499058,388595.81408244965,2021-03-14 01:00:00
11.303449027463808,19818916.1864577,481806.9557895007,2021-03-15 01:00:00
10.400825293760473,18253549.946568668,368243.32596212864,2021-03-16 01:00:00
12.824595107142871,22234641.412233673,1004447.8030903421,2021-03-17 01:00:00
13.043692363867562,22706205.14800222,707861.1693810782,2021-03-18 01:00:00
12.722559796255974,22219328.80050946,816241.6723549509,2021-03-19 01:00:00
13.996765757053273,24440226.226834398,500568.74337561475,2021-03-20 01:00:00
14.76231458027699,25716131.07003266,656331.528921282,2021-03-21 01:00:00
13.182611289330836,22548310.083710913,503201.4762429609,2021-03-22 01:00:00
12.339045762057518,21656278.177605715,370041.62885481585,2021-03-23 01:00:00
11.653415811217828,20088226.477222472,503138.79212515836,2021-03-24 01:00:00
10.558799187164214,18423219.826770604,562198.7967552395,2021-03-25 01:00:00
10.539507434781411,18590006.5109385,178568.49310575717,2021-03-26 01:00:00
10.903153646385983,19019394.34257099,465745.76253504585,2021-03-27 01:00:00
9.34356702254008,16282166.06188395,354219.60920940764,2021-03-28 01:00:00
9.748283472722852,16957995.47226666,495383.35350722447,2021-03-29 02:00:00
10.259008825986287,17877421.4314601,470548.6164423068,2021-03-30 02:00:00
9.792249931394531,17280633.88423378,243604.66273169962,2021-03-31 02:00:00
10.286926950610615,18002366.90363337,137043.28960401658,2021-04-01 02:00:00
10.854100492286614,18928964.364794128,459486.63503829826,2021-04-02 02:00:00
13.044199508096193,22809019.477915566,530001.7285282987,2021-04-03 02:00:00
11.790029094214521,20562868.69642639,437246.57581817976,2021-04-04 02:00:00
11.346037995541318,20012885.45456458,225157.31544188524,2021-04-05 02:00:00
10.873236197985479,18947778.399684276,598955.4773555233,2021-04-06 02:00:00
11.04889823453239,19258061.942654856,290087.14001971093,2021-04-07 02:00:00
10.04775604815581,17732368.97083129,243667.07042654333,2021-04-08 02:00:00
10.422724982152332,18162714.36458492,288309.48907385516,2021-04-09 02:00:00
10.34916651059797,17967274.085297,320960.7886414495,2021-04-10 02:00:00
11.128574783374315,19793780.940653987,550195.6239081697,2021-04-11 02:00:00
10.329152467098313,17981301.637481216,294839.62782603526,2021-04-12 02:00:00
10.23174461021318,17825231.505739655,552848.5957599997,2021-04-13 02:00:00
15.570008583796596,27132407.220365427,1657965.8504389995,2021-04-14 02:00:00
17.443995979964868,30115817.043479744,1110735.3949411316,2021-04-15 02:00:00
17.49161551172284,30481013.061227262,1194514.8464462636,2021-04-16 02:00:00
15.496357885941153,27014056.861890223,362516.82722698606,2021-04-17 02:00:00
16.569584601110215,29092167.790157907,615967.2007277177,2021-04-18 02:00:00
14.589691869815697,25417003.453724373,562694.6131561159,2021-04-19 02:00:00
11.602825216322481,20364056.95252298,828380.9395432125,2021-04-20 02:00:00
11.596099699004082,19982053.80041937,480859.21767725114,2021-04-21 02:00:00
12.266358937038797,21389764.18745816,436514.0360240948,2021-04-22 02:00:00
11.512132270200642,20176758.121607672,279350.2446804188,2021-04-23 02:00:00
11.730589740667222,20132805.334314983,391211.92305705335,2021-04-24 02:00:00
10.109633870160474,17743948.0627643,343114.6697462395,2021-04-25 02:00:00
9.56257114435244,16527889.056460764,510429.92233040463,2021-04-26 02:00:00
13.821629505245168,23962174.420159075,2384337.3969065687,2021-04-27 02:00:00
14.163478842929177,24785703.402976353,901196.3425200579,2021-04-28 02:00:00
12.783299992969454,22257729.454552855,576177.9709061945,2021-04-29 02:00:00
11.935817440993,20825388.413341273,457273.9247937793,2021-04-30 02:00:00
12.76496262327836,22131415.941477545,790458.8448687549,2021-05-01 02:00:00
14.403999363579576,25120088.831087682,581814.0849009325,2021-05-02 02:00:00
12.965137063527692,22601910.903589174,917559.9012770375,2021-05-03 02:00:00
13.46924292769708,23651045.13683643,395366.2313227471,2021-05-04 02:00:00
11.88620230175105,20756754.009749305,513251.2421379866,2021-05-05 02:00:00
14.629995745121644,25363951.84301311,1018102.7877818594,2021-05-06 02:00:00
13.976335286274493,24413299.530073065,615554.0434012619,2021-05-07 02:00:00
12.263109202534435,21155793.752223663,540826.7211371401,2021-05-08 02:00:00
14.410526438244547,25068290.800254364,590366.4523440918,2021-05-09 02:00:00
14.33752380037386,25041844.700727277,1285916.412952819,2021-05-10 02:00:00
16.09870939998074,24438477.887445755,463374.95876700385,2021-05-11 02:00:00
17.856239595623062,30806667.290470414,1024497.9521708594,2021-05-12 02:00:00
17.18912925468632,30256990.423431117,1859202.7556613092,2021-05-13 02:00:00
15.637915327353895,26863056.932382826,1087694.6696015818,2021-05-14 02:00:00
18.420145126572088,32099075.343638398,1188971.2264664576,2021-05-15 02:00:00
16.56903952681764,28989038.872752137,435200.82399501896,2021-05-16 02:00:00
15.020016739312577,26028484.687637344,619059.4497277365,2021-05-17 02:00:00
14.311242301258043,24402657.205094855,378118.80590430246,2021-05-18 02:00:00
14.803088623065845,25897977.839655884,646767.1053012786,2021-05-19 02:00:00
11.115967708208665,18993627.548726045,600134.1747155684,2021-05-20 02:00:00
11.95070067541441,21016758.13864137,472359.54990742524,2021-05-21 02:00:00
9.91095952052342,17244667.967947368,856116.5878512328,2021-05-22 02:00:00
8.983348609559561,15846048.120423008,306460.5677847861,2021-05-23 02:00:00
7.256982562111884,12612845.532747665,237092.75909776264,2021-05-24 02:00:00
8.538444967281052,15152727.199028725,428423.5552306999,2021-05-25 02:00:00
8.152008179549403,14158831.638445904,431083.1712007193,2021-05-26 02:00:00
10.696257699628688,18562534.144899424,786135.3635050976,2021-05-27 02:00:00
9.817044949375749,17007912.115720823,126100.39954985282,2021-05-28 02:00:00
7.52804507568826,13001470.961020717,338426.4476195928,2021-05-29 02:00:00
7.506243141936815,13080432.456154995,297530.7524074505,2021-05-30 02:00:00
8.666029432325889,15132468.939799996,296937.7535839263,2021-05-31 02:00:00
8.594243224656278,14844010.31684215,205892.6530466829,2021-06-01 02:00:00
7.602815764959765,13248720.592933826,372851.4248254114,2021-06-02 02:00:00
7.473606172696523,13018339.732111732,184572.89183466494,2021-06-03 02:00:00
7.920373540350344,13715416.600233987,226671.76953253656,2021-06-04 02:00:00
7.331922927975331,12775445.354584413,211301.31038925017,2021-06-05 02:00:00
