prices,market_caps,total_volumes,date
48154.87716006788,1735916631.3087232,472633235.4939718,2021-04-29 02:00:00
46845.35690090778,1691722812.4130886,372790791.2365401,2021-04-30 02:00:00
48905.81250534752,1766137392.3189132,365681507.5071058,2021-05-01 02:00:00
49781.479499079935,1798822370.5392404,331337627.05729586,2021-05-02 02:00:00
48386.611793869575,1745677441.956469,299017146.5734386,2021-05-03 02:00:00
53497.41463739713,1933337926.4469972,497425847.2781887,2021-05-04 02:00:00
50214.73494761386,1839740925.5417569,522721843.87208307,2021-05-05 02:00:00
54653.80780501693,1975763501.887408,463158366.1533541,2021-05-06 02:00:00
52838.196667960125,1906410105.1336997,548390868.0781838,2021-05-07 02:00:00
53808.56357731458,1944415568.9848547,534206250.1684843,2021-05-08 02:00:00
54258.80332500195,1948683316.3174007,436784409.903077,2021-05-09 02:00:00
53394.22709903171,1920523621.3180094,342939052.2383185,2021-05-10 02:00:00
61649.66072086718,2192144857.314991,1005281248.0847725,2021-05-11 02:00:00
82070.75751880453,2927390093.8725586,3200636122.445165,2021-05-12 02:00:00
67183.85091835374,2594861733.717324,2604175804.252142,2021-05-13 02:00:00
66564.66785060665,2379553342.171277,1469943384.2306256,2021-05-14 02:00:00
77849.84415581604,2815999103.3215003,1150014820.2169456,2021-05-15 02:00:00
66514.70746695036,2403164232.005224,881513836.7975292,2021-05-16 02:00:00
65580.26240282423,2365210480.0992637,800282892.33429,2021-05-17 02:00:00
64202.91421209942,2340120716.0206223,915650714.646012,2021-05-18 02:00:00
73384.4368857363,2630544886.1908436,1164793202.9751403,2021-05-19 02:00:00
46709.87388509536,1716697107.6891308,1531645836.442485,2021-05-20 02:00:00
51577.812852751624,1845117705.9411173,1048714216.209132,2021-05-21 02:00:00
43737.59813007145,1562308501.818695,840098193.7583358,2021-05-22 02:00:00
38642.087692231755,1397513746.313507,533436314.3713666,2021-05-23 02:00:00
33003.00641373952,1178888622.6687152,909603925.6528661,2021-05-24 02:00:00
48184.206501618886,1749399291.1749651,1356675718.7429194,2021-05-25 02:00:00
46787.7540530521,1688152410.6565566,868892995.2315477,2021-05-26 02:00:00
50026.96766808553,1796409789.0981967,686929911.6841968,2021-05-27 02:00:00
47087.18991056708,1696385624.0140154,443808874.1718082,2021-05-28 02:00:00
41140.195520777146,1486489459.9747236,474339643.94104576,2021-05-29 02:00:00
39399.976650115044,1437994328.6143875,352293532.2952651,2021-05-30 02:00:00
41941.05084685992,1513847438.5543554,368372598.14762497,2021-05-31 02:00:00
46995.11748575081,1702887212.9949644,486962239.0824554,2021-06-01 02:00:00
45181.548975194855,1634669077.3328738,361039921.26419795,2021-06-02 02:00:00
45387.96722806322,1637517751.9830961,330292630.44406503,2021-06-03 02:00:00
45925.470727683365,1666594097.6583815,335380921.14800525,2021-06-04 02:00:00
42709.65031802198,1540826290.2198956,390685540.370386,2021-06-05 02:00:00
42272.652861174065,1514902551.24298,340699158.8706737,2021-06-06 02:00:00
43056.31672292583,1553440676.1604147,371447541.29919356,2021-06-07 02:00:00
40098.13477378052,1460368915.8778539,316038023.3982032,2021-06-08 02:00:00
