prices,market_caps,total_volumes,date
56.16320272616065,45070668.05283284,59594.22364882614,2020-10-03 02:00:00
56.16320272616065,45070668.05283284,59594.22364882614,2020-10-04 02:00:00
52.82558085893141,86139601.44055389,550436.6090250197,2020-10-05 02:00:00
52.72514144810093,227116927.15284133,606806.7363130674,2020-10-06 02:00:00
41.50793637014118,191067037.73710826,475801.6433217217,2020-10-07 02:00:00
40.22615793318809,195003355.36382556,433938.8620481529,2020-10-08 02:00:00
45.81571752692413,230709820.92233473,321161.06475665816,2020-10-09 02:00:00
49.15233938493442,251925220.52375868,228945.1797495118,2020-10-10 02:00:00
51.0679121323292,267411768.19204232,254556.31822041015,2020-10-11 02:00:00
50.06787619063228,263383093.49792576,84424.35673118482,2020-10-12 02:00:00
51.359807713618125,279854065.8056605,415040.60863374406,2020-10-13 02:00:00
51.10142495936032,465820519.720775,510329.8352632166,2020-10-14 02:00:00
52.87052903846091,479114697.8023418,234461.18069737047,2020-10-15 02:00:00
44.371854554510364,410093109.8676123,53486835.83131729,2020-10-16 02:00:00
39.441899330698675,372197770.2466164,50121625.43873075,2020-10-17 02:00:00
41.18673187443862,389702732.12229544,41308058.18603734,2020-10-18 02:00:00
40.81557679070928,386783462.0804946,38641161.88441911,2020-10-19 02:00:00
36.01996183692261,349516717.1027491,69822174.11508474,2020-10-20 02:00:00
32.12202916295761,338764358.45730394,91892011.99124086,2020-10-21 02:00:00
35.03645570459612,372534273.5622525,65818932.88655497,2020-10-22 02:00:00
38.11763958042806,407048755.61526936,86589661.22818348,2020-10-23 02:00:00
41.55540875741451,445445648.50904155,63841253.359127924,2020-10-24 02:00:00
39.405547814521604,423701956.11560315,73904433.58717021,2020-10-25 02:00:00
37.91293836709255,409503425.20637655,33730787.72390673,2020-10-26 01:00:00
36.01102832249737,393954743.2894516,62040993.150852084,2020-10-27 01:00:00
34.87947525299302,384993994.5507907,70898043.24189831,2020-10-28 01:00:00
32.4075068414532,361862194.10782766,74411181.25223425,2020-10-29 01:00:00
