	date	revenue	cqgr	growth
563	2020-12-31	6.813093302551196	0.13716457177882635	
473	2021-03-31	18.603395894596655	0.13716457177882635	1.730535906154481
382	2021-06-30	23.2400660461736	0.13716457177882635	0.24923783688996592
290	2021-09-30	19.873133199749308	0.13716457177882635	-0.14487621677730322
198	2021-12-31	35.321741916077805	0.13716457177882635	0.7773615041499031
108	2022-03-31	12.485870410726962	0.13716457177882635	-0.6465103436746527
17	2022-06-30	14.732764998429747	0.13716457177882635	0.17995498221512984
