gvkey,fqtr,fyearq,datadate,tic,atq,dlcq,piq,tcorq
153616,1,2020,2020/03/31,EFSI,898.8770,0.0000,2.9170,10.7970
153616,2,2020,2020/06/30,EFSI,1022.9010,0.0000,3.4130,11.5540
153616,3,2020,2020/09/30,EFSI,1073.2600,0.0000,4.1180,12.2080
153616,4,2020,2020/12/31,EFSI,1130.1520,0.0000,2.8600,12.2410
153616,1,2021,2021/03/31,EFSI,1184.9570,0.0000,3.4410,12.3670
153616,2,2021,2021/06/30,EFSI,1219.1440,0.0000,3.6180,13.1150
153616,3,2021,2021/09/30,EFSI,1252.7530,0.0000,3.4570,13.6630
153616,4,2021,2021/12/31,EFSI,1303.0380,0.0000,2.2710,14.8270
153616,1,2022,2022/03/31,EFSI,1374.2950,0.0000,3.9190,14.7520
153895,1,2020,2020/03/31,OPHC,141.3680,0.0000,-0.3080,1.5760
153895,2,2020,2020/06/30,OPHC,180.8230,0.0000,-0.3470,1.6590
153895,3,2020,2020/09/30,OPHC,208.6040,0.0000,-0.4960,1.8350
153895,4,2020,2020/12/31,OPHC,235.1120,0.0000,0.3690,1.9340
153895,1,2021,2021/03/31,OPHC,252.5760,0.0000,0.3480,2.1410
153895,2,2021,2021/06/30,OPHC,294.1440,0.0000,0.4440,2.5920
153895,3,2021,2021/09/30,OPHC,335.0730,0.0000,0.9170,3.3970
153895,4,2021,2021/12/31,OPHC,351.8780,0.0000,1.3600,4.0330
153895,1,2022,2022/03/31,OPHC,387.1740,0.0000,1.1450,4.1130
154499,1,2020,2020/03/31,BORT,513.0530,0.0000,1.3000,6.5610
154499,2,2020,2020/06/30,BORT,576.7040,0.0000,1.4700,6.3480
154499,3,2020,2020/09/30,BORT,586.7240,0.0000,1.3160,6.6270
154499,4,2020,2020/12/31,BORT,596.5950,0.0000,1.6880,6.9120
154499,1,2021,2021/03/31,BORT,641.0840,0.0000,2.4950,6.7480
154499,2,2021,2021/06/30,BORT,645.3410,0.0000,1.9920,6.4750
154499,3,2021,2021/09/30,BORT,655.1080,0.0000,2.2270,6.8680
154499,1,2022,2022/03/31,BORT,700.5380,0.0000,1.9430,6.7100
156016,1,2020,2020/03/31,SCBH,1132.8530,0.0000,,
156016,2,2020,2020/06/30,SCBH,1288.4540,0.0000,,
157307,1,2020,2020/03/31,ISBA,1815.9040,28.1710,3.2670,19.1280
157307,2,2020,2020/06/30,ISBA,1913.2270,31.2680,4.7450,19.1150
157307,3,2020,2020/09/30,ISBA,1971.6970,33.3490,5.0910,19.7600
157307,4,2020,2020/12/31,ISBA,1957.3780,128.7470,-1.2310,20.5920
157307,1,2021,2021/03/31,ISBA,2015.4320,51.9670,6.4390,18.8220
157307,2,2021,2021/06/30,ISBA,2031.4070,62.2740,5.5020,17.9550
157307,3,2021,2021/09/30,ISBA,2082.7010,67.5190,5.6020,18.5090
157307,4,2021,2021/12/31,ISBA,2032.1580,50.1620,5.8040,18.6490
157307,1,2022,2022/03/31,ISBA,2060.9330,61.3530,5.6690,18.3090
157498,1,2020,2020/03/31,PCB,1799.9370,0.0000,5.1290,23.6860
157498,2,2020,2020/06/30,PCB,2020.7770,0.0000,4.7300,21.8910
157498,3,2020,2020/09/30,PCB,2021.1870,0.0000,4.9130,21.8920
157498,4,2020,2020/12/31,PCB,1922.8530,70.0000,8.2390,24.0320
157498,1,2021,2021/03/31,PCB,2050.6720,0.0000,12.1540,22.1150
157498,2,2021,2021/06/30,PCB,2060.0030,0.0000,13.9420,25.2020
157498,3,2021,2021/09/30,PCB,2104.6990,0.0000,15.6360,26.7560
157498,4,2021,2021/12/31,PCB,2149.7350,10.0000,15.2270,25.8330
157498,1,2022,2022/03/31,PCB,2199.7420,0.0000,14.3990,26.1800
158313,1,2020,2020/03/31,BKOR,492.4360,17.0000,0.1680,5.9760
158313,2,2020,2020/06/30,BKOR,547.7540,10.0000,1.5190,6.5120
158313,3,2020,2020/09/30,BKOR,549.6460,10.0000,1.0750,6.5460
158313,4,2020,2020/12/31,BKOR,540.6300,8.0000,1.2110,6.2620
158313,1,2021,2021/03/31,BKOR,576.5730,5.0000,2.5970,6.9250
158313,2,2021,2021/06/30,BKOR,569.3380,0.8160,2.1330,6.4540
158313,3,2021,2021/09/30,BKOR,562.8930,0.7500,2.5540,6.5680
158313,4,2021,2021/12/31,BKOR,586.9210,0.6830,2.5080,7.3360
158313,1,2022,2022/03/31,BKOR,618.6830,0.6170,2.0760,6.6690
158587,1,2020,2020/03/31,TBBK,5458.1080,140.0420,17.5130,68.0650
158587,2,2020,2020/06/30,TBBK,6214.0370,0.0420,27.0700,72.2650
158587,3,2020,2020/09/30,TBBK,6169.3020,0.0420,31.0250,76.8300
158587,4,2020,2020/12/31,TBBK,6276.8410,0.0420,32.6760,78.2390
158587,1,2021,2021/03/31,TBBK,7747.3410,0.0420,35.1260,80.9970
158587,2,2021,2021/06/30,TBBK,6550.6070,0.0420,36.9980,82.8410
158587,3,2021,2021/09/30,TBBK,6268.4630,300.0420,36.4840,80.0880
158587,4,2021,2021/12/31,TBBK,6843.2390,0.0420,35.5570,82.9380
158587,1,2022,2022/03/31,TBBK,7082.6600,0.0420,38.1060,80.9660
160423,1,2020,2020/03/31,BWFG,2053.6250,0.0000,1.5140,21.1680
160423,2,2020,2020/06/30,BWFG,2043.6350,0.0000,1.4930,19.9000
160423,3,2020,2020/09/30,BWFG,2193.0220,0.0000,3.7810,19.5360
160423,4,2020,2020/12/31,BWFG,2253.7470,176.8260,0.5130,19.7670
160423,1,2021,2021/03/31,BWFG,2244.4670,0.0000,7.2690,20.7330
160423,2,2021,2021/06/30,BWFG,2269.8250,0.0000,7.9860,21.5310
160423,3,2021,2021/09/30,BWFG,2226.6880,0.0000,8.6570,22.0510
160423,4,2021,2021/12/31,BWFG,2456.2640,52.2550,9.9490,22.7180
160423,1,2022,2022/03/31,BWFG,2496.8770,0.0000,10.3140,23.2600
160753,1,2020,2020/03/31,AVBH,1205.1300,0.0000,3.3820,13.5860
160753,2,2020,2020/06/30,AVBH,1413.4680,0.0000,2.7020,13.2630
160753,3,2020,2020/09/30,AVBH,1443.7700,0.0000,2.8580,12.9740
160753,4,2020,2020/12/31,AVBH,1430.6260,0.0000,3.7650,13.7080
160753,1,2021,2021/03/31,AVBH,1535.6830,0.0000,3.5040,13.5740
160753,2,2021,2021/06/30,AVBH,1604.2730,0.0000,5.1200,13.9180
160753,3,2021,2021/09/30,AVBH,1828.0210,0.0000,4.9820,14.6320
160753,4,2021,2021/12/31,AVBH,2162.4780,0.0000,3.5480,17.3390
160753,1,2022,2022/03/31,AVBH,2110.0910,0.0000,5.9290,17.2840
160776,1,2020,2020/03/31,SBNY,53074.7160,520.0000,151.6540,493.9940
160776,2,2020,2020/06/30,SBNY,60349.8080,150.0000,154.9160,494.4460
160776,3,2020,2020/09/30,SBNY,63760.3130,0.0000,199.6980,502.0820
160776,4,2020,2020/12/31,SBNY,73888.3440,1950.0000,225.9240,512.7660
160776,1,2021,2021/03/31,SBNY,85382.1940,0.0000,241.9450,524.2430
160776,2,2021,2021/06/30,SBNY,96887.8010,0.0000,300.2610,560.1770
160776,3,2021,2021/09/30,SBNY,107850.7390,0.0000,327.0160,587.0880
160776,4,2021,2021/12/31,SBNY,118445.4270,2455.5070,378.5520,639.7650
160776,1,2022,2022/03/31,SBNY,121847.3020,0.0000,411.8880,677.3850
160788,1,2020,2020/03/31,TDCB,183.7660,0.0000,,
160788,2,2020,2020/06/30,TDCB,202.1780,0.0000,,
160788,3,2020,2020/09/30,TDCB,203.4090,0.0000,,
160788,4,2020,2020/12/31,TDCB,209.6260,4.7050,2.1290,10.3820
160788,1,2021,2021/03/31,TDCB,223.8830,0.0000,,
160788,2,2021,2021/06/30,TDCB,230.5760,0.0000,,
160788,3,2021,2021/09/30,TDCB,239.2990,0.0000,,
160788,4,2021,2021/12/31,TDCB,241.5610,0.0000,2.7100,9.9640
160788,1,2022,2022/03/31,TDCB,261.6230,0.0000,,
160906,1,2020,2020/03/31,FSWA,107.5860,0.0000,,
160906,2,2020,2020/06/30,FSWA,146.6880,0.0000,,
160906,3,2020,2020/09/30,FSWA,152.8040,0.0000,,
160906,4,2020,2020/12/31,FSWA,149.5350,0.0000,-0.2060,5.3480
160906,1,2021,2021/03/31,FSWA,174.6380,,,
160906,2,2021,2021/06/30,FSWA,165.2430,,,
160906,3,2021,2021/09/30,FSWA,154.1290,,,
160906,4,2021,2021/12/31,FSWA,139.9450,,,
160906,1,2022,2022/03/31,FSWA,149.4510,,,
161023,1,2020,2020/03/31,BCML,2168.8140,0.0000,3.9840,25.0680
161023,2,2020,2020/06/30,BCML,2189.8310,0.0000,4.3180,24.1140
161023,3,2020,2020/09/30,BCML,2271.7310,0.0000,4.3840,23.0500
161023,4,2020,2020/12/31,BCML,2195.6660,0.0000,5.5430,23.7350
161023,1,2021,2021/03/31,BCML,2288.2030,0.0000,6.2360,22.5090
161023,2,2021,2021/06/30,BCML,2334.4720,0.0000,7.3330,22.4460
161023,3,2021,2021/09/30,BCML,2363.8160,0.0000,7.3930,23.9720
161023,4,2021,2021/12/31,BCML,2350.6970,0.0000,7.5180,23.9500
161023,1,2022,2022/03/31,BCML,2756.0120,0.0000,8.4240,29.2040
161793,1,2020,2020/03/31,FDVA,536.2900,0.0000,0.9510,7.8180
161793,2,2020,2020/06/30,FDVA,697.7490,0.0000,1.8530,9.2890
161793,3,2020,2020/09/30,FDVA,751.5790,0.0000,3.1910,11.5010
161793,4,2020,2020/12/31,FDVA,767.0450,15.7500,3.0880,11.3220
161793,1,2021,2021/03/31,FDVA,871.0450,0.0000,3.0580,10.6060
161793,2,2021,2021/06/30,FDVA,837.0700,0.0000,3.2410,9.9140
161793,3,2021,2021/09/30,FDVA,846.6020,0.0000,3.6530,10.3130
161793,4,2021,2021/12/31,FDVA,876.6730,9.0360,3.3040,10.4420
161793,1,2022,2022/03/31,FDVA,863.1210,,3.4480,10.1210
161853,3,2020,2020/03/31,KRNY,6773.8330,1081.7060,9.4790,62.7430
161853,4,2020,2020/06/30,KRNY,6758.1750,870.7360,18.3870,62.3340
161853,1,2021,2020/09/30,KRNY,7310.2090,775.0000,14.2630,68.9940
161853,2,2021,2020/12/31,KRNY,7335.1530,590.0000,22.5620,64.7340
161853,3,2021,2021/03/31,KRNY,7357.9940,590.0000,22.1550,63.7610
161853,4,2021,2021/06/30,KRNY,7283.7350,410.0000,25.5160,60.8550
161853,1,2022,2021/09/30,KRNY,7183.6880,445.0000,26.9870,61.0050
161853,2,2022,2021/12/31,KRNY,7186.2230,410.0000,25.5700,60.0450
161853,3,2022,2022/03/31,KRNY,7389.8910,575.0000,24.2150,57.7890
161924,2,2020,2020/03/31,PBIP,1267.2340,87.2680,3.4960,11.3540
161924,3,2020,2020/06/30,PBIP,1187.8120,27.2520,4.3210,10.2210
161924,4,2020,2020/09/30,PBIP,1223.3530,53.1850,0.3090,10.4470
161924,1,2021,2020/12/31,PBIP,1193.2670,44.0720,2.1230,10.2150
161924,2,2021,2021/03/31,PBIP,1204.0320,44.9830,1.9490,10.0480
161924,3,2021,2021/06/30,PBIP,1125.0520,63.7650,2.6250,9.8390
161924,4,2021,2021/09/30,PBIP,1100.4680,65.4770,2.3520,9.9590
161924,1,2022,2021/12/31,PBIP,1084.1720,58.6190,2.0920,9.6090
161924,2,2022,2022/03/31,PBIP,1008.9690,94.9960,-8.3810,9.0800
161940,1,2020,2020/03/31,PVBK,334.1370,0.0000,0.8510,3.6950
161940,2,2020,2020/06/30,PVBK,424.2680,0.0000,1.0350,3.8470
161940,3,2020,2020/09/30,PVBK,420.1890,0.0000,1.3860,4.0460
161940,4,2020,2020/12/31,PVBK,464.8370,0.0000,1.3280,4.3080
161940,1,2021,2021/03/31,PVBK,466.8340,0.0000,,
161940,2,2021,2021/06/30,PVBK,477.2320,0.0000,,
161940,3,2021,2021/09/30,PVBK,473.3840,0.0000,,
161940,4,2021,2021/12/31,PVBK,499.6200,0.0000,5.4560,17.6760
161940,1,2022,2022/03/31,PVBK,482.2840,0.0000,,
161942,1,2020,2020/03/31,BFIN,1450.2820,0.0000,3.2680,16.0510
161942,2,2020,2020/06/30,BFIN,1593.1290,4.0000,3.1970,14.3570
161942,3,2020,2020/09/30,BFIN,1604.9430,4.0000,2.6610,13.7490
161942,4,2020,2020/12/31,BFIN,1596.8420,4.0000,3.6340,14.0840
161942,1,2021,2021/03/31,BFIN,1620.3850,4.0000,1.9860,12.5060
161942,2,2021,2021/06/30,BFIN,1656.6220,5.0000,2.6380,12.9230
161942,3,2021,2021/09/30,BFIN,1660.1420,5.0000,2.2440,13.1220
161942,4,2021,2021/12/31,BFIN,1700.6820,5.0000,2.8900,13.7040
161942,1,2022,2022/03/31,BFIN,1660.1520,5.0000,1.6540,12.8620
162293,1,2020,2020/03/31,INBK,4168.1460,0.0000,6.2820,42.4140
162293,2,2020,2020/06/30,INBK,4324.6000,0.0000,3.6640,39.1950
162293,3,2020,2020/09/30,INBK,4333.6240,0.0000,9.8060,45.1470
162293,4,2020,2020/12/31,INBK,4246.1560,110.0000,14.1460,46.3000
162293,1,2021,2021/03/31,INBK,4188.5700,0.0000,12.3070,41.6550
162293,2,2021,2021/06/30,INBK,4204.6420,0.0000,15.4730,42.3390
162293,3,2021,2021/09/30,INBK,4252.2920,0.0000,14.3100,40.8470
162293,4,2021,2021/12/31,INBK,4210.9940,110.0000,14.4820,41.8860
162293,1,2022,2022/03/31,INBK,4225.3970,0.0000,12.9990,42.8540
162307,1,2020,2020/03/31,BCAL,852.0520,0.0000,2.7380,10.2860
162307,2,2020,2020/06/30,BCAL,1545.7400,0.0000,3.7270,13.1210
162307,3,2020,2020/09/30,BCAL,1575.2860,0.0000,3.1560,15.7490
162307,4,2020,2020/12/31,BCAL,1579.0480,10.0000,-2.8530,14.9550
162307,1,2021,2021/03/31,BCAL,1673.1690,0.0000,2.0100,14.1490
162307,2,2021,2021/06/30,BCAL,1778.0810,0.0000,2.3490,18.0330
162307,3,2021,2021/09/30,BCAL,1784.1860,0.0000,5.0340,18.4650
162307,4,2021,2021/12/31,BCAL,2259.8660,0.0000,4.7930,21.6400
162307,1,2022,2022/03/31,BCAL,2297.8560,0.0000,1.9960,20.0190
162560,3,2020,2020/03/31,AX,12159.9190,0.0000,79.8680,216.6050
162560,4,2020,2020/06/30,AX,13851.9000,75.0000,67.9300,172.8450
162560,1,2021,2020/09/30,AX,13382.2380,0.0000,75.8360,185.7440
162560,2,2021,2020/12/31,AX,14393.2670,0.0000,78.5130,184.0970
162560,3,2021,2021/03/31,AX,14827.8740,0.0000,76.0490,179.5610
162560,4,2021,2021/06/30,AX,14265.5650,236.0000,75.3450,173.7220
162560,1,2022,2021/09/30,AX,14906.7500,0.0000,84.9130,185.0120
162560,2,2022,2021/12/31,AX,15547.9470,0.0000,86.3360,187.8630
162560,3,2022,2022/03/31,AX,16080.9500,0.0000,86.9930,188.9550
162649,1,2020,2020/03/31,TECTP,417.6080,0.0000,3.1070,13.2160
162649,2,2020,2020/06/30,TECTP,529.8750,0.0000,2.7010,11.2990
162649,3,2020,2020/09/30,TECTP,516.3170,0.0000,3.6310,13.0480
162649,4,2020,2020/12/31,TECTP,513.4260,0.0000,4.4830,16.9490
162649,1,2021,2021/03/31,TECTP,538.4290,0.0000,5.5580,15.6310
162649,2,2021,2021/06/30,TECTP,557.4220,0.0000,4.7870,14.5150
162649,3,2021,2021/09/30,TECTP,574.6320,0.0000,6.5660,18.1330
162649,4,2021,2021/12/31,TECTP,585.0110,0.0000,4.9260,17.7290
162649,1,2022,2022/03/31,TECTP,567.3650,0.0000,5.3300,17.5080
162825,3,2020,2020/03/31,HFBL,460.4980,0.2590,1.2410,5.7010
162825,4,2020,2020/06/30,HFBL,518.2200,0.1930,1.3050,6.1030
162825,1,2021,2020/09/30,HFBL,541.6250,0.1250,1.5700,6.6900
162825,2,2021,2020/12/31,HFBL,535.3940,0.0570,1.7930,6.8870
162825,3,2021,2021/03/31,HFBL,563.2600,0.0350,1.8130,6.4090
162825,4,2021,2021/06/30,HFBL,565.7310,0.0350,1.6340,5.7110
162825,1,2022,2021/09/30,HFBL,566.8150,0.0350,1.7050,5.7900
162825,2,2022,2021/12/31,HFBL,571.2850,0.0360,1.4760,5.7220
162825,3,2022,2022/03/31,HFBL,574.5970,0.8410,1.5460,5.5280
163069,3,2020,2020/03/31,KFFB,330.9800,0.0000,0.2980,3.2860
163069,4,2020,2020/06/30,KFFB,321.1360,28.3420,-13.1810,3.1930
163069,1,2021,2020/09/30,KFFB,327.6840,0.0000,0.3510,3.1570
163069,2,2021,2020/12/31,KFFB,330.6800,0.0000,0.4590,3.1250
163069,3,2021,2021/03/31,KFFB,332.6320,0.0000,0.6110,3.1220
163069,4,2021,2021/06/30,KFFB,338.0630,23.8070,0.7510,3.3430
163069,1,2022,2021/09/30,KFFB,336.9090,0.0000,0.7520,3.2020
163069,2,2022,2021/12/31,KFFB,339.5680,0.0000,0.5390,2.8810
163069,3,2022,2022/03/31,KFFB,333.8980,0.0000,0.4670,2.6550
163667,1,2020,2020/03/31,OTTW,307.0750,1.0000,0.1010,3.5040
163667,2,2020,2020/06/30,OTTW,312.2240,0.0000,1.0680,4.1080
163667,3,2020,2020/09/30,OTTW,310.6120,0.0000,1.0900,4.1410
163667,4,2020,2020/12/31,OTTW,307.5850,6.0000,0.9610,3.9060
163667,1,2021,2021/03/31,OTTW,323.4190,0.0000,0.7730,3.5380
163667,2,2021,2021/06/30,OTTW,330.4890,0.0000,1.0240,3.9630
163667,3,2021,2021/09/30,OTTW,343.2260,0.0000,1.1340,3.9360
163667,4,2021,2021/12/31,OTTW,342.6810,0.0000,1.1530,3.9270
163667,1,2022,2022/03/31,OTTW,348.7950,0.0000,1.2150,3.6810
163920,1,2020,2020/03/31,WAL,29158.2270,330.9800,102.4720,312.2530
163920,2,2020,2020/06/30,WAL,31906.3960,35.4360,112.8710,339.3500
163920,3,2020,2020/09/30,WAL,33335.5060,29.6880,166.5910,325.4490
163920,4,2020,2020/12/31,WAL,36461.0000,21.0000,240.5660,355.3480
163920,1,2021,2021/03/31,WAL,43397.0000,20.9000,234.4000,353.8000
163920,2,2021,2021/06/30,WAL,49069.0000,57.6000,276.2000,534.5000
163920,3,2021,2021/09/30,WAL,52775.1000,445.9000,302.4000,580.9000
163920,4,2021,2021/12/31,WAL,55982.6000,726.9000,310.0000,585.4000
163920,1,2022,2022/03/31,WAL,60576.1000,70.3000,298.2000,583.9000
164364,1,2020,2020/03/31,ISBC,26677.5440,5648.5800,54.1590,270.5570
164364,2,2020,2020/06/30,ISBC,27194.1480,4816.5880,58.8290,256.2990
164364,3,2020,2020/09/30,ISBC,26606.9770,4491.8040,89.1520,260.6350
164364,4,2020,2020/12/31,ISBC,26023.1590,1513.0000,94.4010,283.5150
164364,1,2021,2021/03/31,ISBC,25822.8890,3765.9770,99.3490,239.8960
164364,2,2021,2021/06/30,ISBC,26802.1110,4246.9140,109.0360,244.6420
164364,3,2021,2021/09/30,ISBC,27317.7940,3750.9100,91.5430,248.1280
164364,4,2021,2021/12/31,ISBC,27806.6180,2350.0000,128.4850,249.9290
164365,1,2020,2020/03/31,WSBF,2056.6760,52.1800,7.9970,50.9160
164365,2,2020,2020/06/30,WSBF,2217.5730,129.1020,27.9640,86.7650
164365,3,2020,2020/09/30,WSBF,2220.8220,82.1260,35.1460,95.3070
164365,4,2020,2020/12/31,WSBF,2184.5870,38.0740,37.0090,89.5130
164365,1,2021,2021/03/31,WSBF,2198.0110,20.5050,28.2210,74.1680
164365,2,2021,2021/06/30,WSBF,2201.9530,0.0000,23.7740,69.8680
164365,3,2021,2021/09/30,WSBF,2234.1110,5.0000,24.4270,70.4420
164365,4,2021,2021/12/31,WSBF,2215.8580,7.1270,15.6840,58.6000
164365,1,2022,2022/03/31,WSBF,2004.6140,11.4780,6.8230,44.8480
164395,1,2020,2020/03/31,OPBK,1209.5930,0.0000,4.4620,16.6410
164395,2,2020,2020/06/30,OPBK,1288.0110,0.0000,3.3880,14.9820
164395,3,2020,2020/09/30,OPBK,1339.8210,10.0000,5.0540,16.0370
164395,4,2020,2020/12/31,OPBK,1366.8260,5.0000,5.3300,16.7670
164395,1,2021,2021/03/31,OPBK,1455.3340,5.0000,7.1350,16.5980
164395,2,2021,2021/06/30,OPBK,1604.9600,0.0000,9.1290,17.5690
164395,3,2021,2021/09/30,OPBK,1679.9110,0.0000,11.4960,20.8970
164395,4,2021,2021/12/31,OPBK,1726.6910,2.1800,12.8960,25.1110
164395,1,2022,2022/03/31,OPBK,1863.9450,0.0000,11.5030,22.1600
164633,1,2020,2020/03/31,HOMB,15531.7320,126.8840,-2.4200,195.1020
164633,2,2020,2020/06/30,HOMB,16895.4060,162.8580,82.0770,196.6210
164633,3,2020,2020/09/30,HOMB,16549.7580,158.4470,90.3770,196.5840
164633,4,2020,2020/12/31,HOMB,16398.8040,168.9310,107.6690,199.4410
164633,1,2021,2021/03/31,HOMB,17240.2410,234.0910,120.4980,207.7080
164633,2,2021,2021/06/30,HOMB,17627.1920,221.7380,104.1420,185.6010
164633,3,2021,2021/09/30,HOMB,17765.0560,212.2360,98.2010,186.2690
164633,4,2021,2021/12/31,HOMB,18052.1380,140.8860,93.9340,182.9430
164633,1,2022,2022/03/31,HOMB,18617.9950,151.1510,84.9210,175.5720
164724,1,2020,2020/03/31,MNSB,1329.7420,0.0000,4.2210,16.5300
164724,2,2020,2020/06/30,MNSB,1528.8670,0.0000,-0.8910,16.2220
164724,3,2020,2020/09/30,MNSB,1630.1880,0.0000,6.4710,18.4440
164724,4,2020,2020/12/31,MNSB,1643.1650,0.0000,9.7590,18.3270
164724,1,2021,2021/03/31,MNSB,1743.0290,0.0000,6.7920,17.7800
164724,2,2021,2021/06/30,MNSB,1707.6950,0.0000,8.7520,17.4290
164724,3,2021,2021/09/30,MNSB,1657.1990,0.0000,5.9380,17.2710
164724,4,2021,2021/12/31,MNSB,1647.4020,0.0000,6.4740,17.8230
164724,1,2022,2022/03/31,MNSB,1761.7480,0.0000,6.5960,18.5100
164934,1,2020,2020/03/31,LFGP,563.2650,9.3850,1.8520,7.6940
164934,2,2020,2020/06/30,LFGP,620.1150,12.6130,1.6820,8.1200
164934,3,2020,2020/09/30,LFGP,648.0010,15.5250,2.0060,8.2580
164934,4,2020,2020/12/31,LFGP,684.7070,9.1490,1.7520,7.9060
164934,1,2021,2021/03/31,LFGP,693.9160,,1.9610,8.4630
164934,2,2021,2021/06/30,LFGP,714.4250,,2.2840,8.7640
164934,3,2021,2021/09/30,LFGP,729.1880,,2.1680,8.7090
164934,4,2021,2021/12/31,LFGP,771.1430,2.4300,2.0600,8.6770
164934,1,2022,2022/03/31,LFGP,759.1220,,2.2000,8.6660
165284,1,2020,2020/03/31,FBIZ,2196.3740,0.0000,4.1360,29.7900
165284,2,2020,2020/06/30,FBIZ,2468.8140,0.0000,1.3950,29.0790
165284,3,2020,2020/09/30,FBIZ,2601.8470,0.0000,5.4360,29.6840
165284,4,2020,2020/12/31,FBIZ,2567.8370,210.0000,7.3380,32.5700
165284,1,2021,2021/03/31,FBIZ,2620.7180,0.0000,12.7960,31.0010
165284,2,2021,2021/06/30,FBIZ,2865.6690,0.0000,10.7470,30.8920
165284,3,2021,2021/09/30,FBIZ,2584.4100,0.0000,12.0180,31.0290
165284,4,2021,2021/12/31,FBIZ,2652.9050,173.5000,11.4690,31.1440
165284,1,2022,2022/03/31,FBIZ,2724.0820,0.0000,10.8440,31.6210
165465,2,2020,2020/03/31,MGYR,658.1600,0.0000,0.4260,6.9040
165465,3,2020,2020/06/30,MGYR,758.4120,0.0000,0.7220,7.1640
165465,4,2020,2020/09/30,MGYR,753.9970,7.1300,1.1720,7.3310
165465,1,2021,2020/12/31,MGYR,741.7840,0.0000,1.9060,8.2280
165465,2,2021,2021/03/31,MGYR,758.7790,2.0000,2.1580,8.0590
165465,3,2021,2021/06/30,MGYR,842.3300,0.0000,2.3440,7.8190
165465,4,2021,2021/09/30,MGYR,773.9900,10.7310,2.3170,7.8310
165465,1,2022,2021/12/31,MGYR,780.6540,0.0000,2.3670,7.6590
165465,2,2022,2022/03/31,MGYR,806.6650,0.0000,2.3690,7.4750
165513,3,2020,2020/03/31,EQFN,367.6290,0.2000,0.4600,4.9040
165513,4,2020,2020/06/30,EQFN,395.3560,0.0000,0.8210,5.7710
165513,1,2021,2020/09/30,EQFN,402.1720,0.0000,1.4160,6.0020
165513,2,2021,2020/12/31,EQFN,412.1260,0.2000,1.4610,6.1280
165513,3,2021,2021/03/31,EQFN,427.9680,0.0000,1.2110,5.2700
165513,4,2021,2021/06/30,EQFN,422.5790,0.0000,1.2710,5.6600
165513,1,2022,2021/09/30,EQFN,431.9850,0.0000,2.1530,6.4550
165513,2,2022,2021/12/31,EQFN,434.8420,0.0000,0.9670,5.3330
165513,3,2022,2022/03/31,EQFN,456.6670,0.0000,1.2230,5.2220
165630,1,2020,2020/03/31,SSBI,721.6450,20.8000,3.4320,9.3500
165630,2,2020,2020/06/30,SSBI,850.6590,10.0000,3.1520,9.5090
165630,3,2020,2020/09/30,SSBI,833.8080,12.8000,4.1940,10.3570
165630,4,2020,2020/12/31,SSBI,865.8540,5.0000,4.1600,10.7830
165630,1,2021,2021/03/31,SSBI,886.1430,5.0000,4.7100,11.0960
165630,2,2021,2021/06/30,SSBI,901.6430,0.0000,5.5340,11.6300
165630,3,2021,2021/09/30,SSBI,922.5920,0.0000,5.3960,11.9610
165630,4,2021,2021/12/31,SSBI,958.0800,7.5000,5.2400,12.1220
165630,1,2022,2022/03/31,SSBI,982.2870,25.5000,5.4400,12.8280
166197,1,2020,2020/03/31,LSBK,628.3260,0.0000,0.8530,6.7660
166197,2,2020,2020/06/30,LSBK,677.8040,0.0000,1.5860,6.7220
166197,3,2020,2020/09/30,LSBK,682.6630,0.0000,1.4570,6.6790
166197,4,2020,2020/12/31,LSBK,686.2000,7.8000,1.4860,7.1030
166197,1,2021,2021/03/31,LSBK,705.7450,0.0000,1.9870,6.8620
166197,2,2021,2021/06/30,LSBK,710.8810,0.0000,1.2190,6.8550
166197,3,2021,2021/09/30,LSBK,709.3080,2.0000,2.0500,7.1680
166197,4,2021,2021/12/31,LSBK,713.7390,2.0000,2.2190,6.9360
166197,1,2022,2022/03/31,LSBK,707.4520,0.0000,1.2680,6.6610
166556,1,2020,2020/03/31,CFST,548.3220,0.0000,3.1010,7.5860
166556,2,2020,2020/06/30,CFST,756.7390,0.0000,4.0760,8.5710
166556,3,2020,2020/09/30,CFST,831.0030,0.0000,4.1130,9.0580
166556,4,2020,2020/12/31,CFST,871.8950,31.0000,4.4180,10.5930
166556,1,2021,2021/03/31,CFST,957.4790,5.0000,5.7220,11.7100
166556,2,2021,2021/06/30,CFST,988.4810,0.0000,7.8080,13.7160
166556,3,2021,2021/09/30,CFST,1023.2990,0.0000,7.2090,12.7290
166556,4,2021,2021/12/31,CFST,1080.1030,0.0000,7.4790,13.3740
166556,1,2022,2022/03/31,CFST,1102.5400,0.0000,7.9210,14.4740
166723,1,2020,2020/03/31,HBMD,2507.8940,144.3210,2.8870,25.5920
166723,2,2020,2020/06/30,HBMD,2463.4500,46.0000,-27.7490,23.1890
166723,3,2020,2020/09/30,HBMD,2559.1840,241.4730,5.9520,23.0400
166723,4,2020,2020/12/31,HBMD,2537.9910,13.6340,5.5640,23.8570
166723,1,2021,2021/03/31,HBMD,2625.5500,235.3530,8.4150,23.3040
166723,2,2021,2021/06/30,HBMD,2599.5410,218.4360,10.1380,23.7350
166723,3,2021,2021/09/30,HBMD,2527.2580,225.4850,8.7160,23.2850
170396,1,2020,2020/03/31,CUBI,12018.7990,705.0000,11.7280,133.9070
