gvkey,fqtr,fyearq,datadate,tic,atq,dlcq,piq,tcorq
019355,3,2020,2020/09/30,SFNC,21437.3950,313.6940,83.5310,226.8990
019355,4,2020,2020/12/31,SFNC,22359.7520,301.9230,63.9380,220.8530
019355,1,2021,2021/03/31,SFNC,23348.1170,323.0530,81.7830,213.5120
019355,2,2021,2021/06/30,SFNC,23423.1590,187.2150,91.9420,208.1660
019355,3,2021,2021/09/30,SFNC,23225.9300,217.2760,99.3440,207.2280
019355,4,2021,2021/12/31,SFNC,24724.7590,187.2360,59.3930,217.6810
019355,1,2022,2022/03/31,SFNC,24482.2680,196.8280,79.3210,203.9990
019366,1,2020,2020/03/31,SOME,1398.9340,,2.7240,19.0080
019366,2,2020,2020/06/30,SOME,1565.1340,,3.3850,20.2940
019366,3,2020,2020/09/30,SOME,1595.6220,,3.0810,21.8800
019366,4,2020,2020/12/31,SOME,1610.5280,32.6430,3.5870,22.3170
019366,1,2021,2021/03/31,SOME,1751.1810,,4.1340,21.7680
019366,2,2021,2021/06/30,SOME,1777.9580,,4.3050,21.8260
019366,3,2021,2021/09/30,SOME,1857.1720,,5.6740,23.2980
019366,4,2021,2021/12/31,SOME,1867.4260,56.4290,1.4430,19.8730
019366,1,2022,2022/03/31,SOME,1891.8660,,4.3510,20.7910
019428,1,2020,2020/03/31,GSBC,5073.0200,125.7960,17.6190,64.8410
019428,2,2020,2020/06/30,GSBC,5566.6500,192.9030,16.3670,62.1930
019428,3,2020,2020/09/30,GSBC,5443.0100,156.2600,17.1460,63.0650
019428,4,2020,2020/12/31,GSBC,5526.4200,165.6920,21.9600,62.5760
019428,1,2021,2021/03/31,GSBC,5603.7700,143.3020,23.8780,60.3690
019428,2,2021,2021/06/30,GSBC,5577.5820,159.5500,25.3850,60.0370
019428,3,2021,2021/09/30,GSBC,5451.8350,168.9680,25.7380,59.4390
019428,4,2021,2021/12/31,GSBC,5449.9440,138.9550,19.3630,57.1450
019428,1,2022,2022/03/31,GSBC,5374.2760,150.9610,21.3670,55.8420
019570,1,2020,2020/03/31,STBA,9005.4960,479.8840,15.9980,99.9920
019570,2,2020,2020/06/30,STBA,9474.2960,176.7000,-44.8650,95.5620
019570,3,2020,2020/09/30,STBA,9190.5720,125.7060,20.0280,93.3300
019570,4,2020,2020/12/31,STBA,8967.8970,141.4140,29.8780,91.1570
019570,1,2021,2021/03/31,STBA,9328.9790,67.4170,39.1780,92.0170
019570,2,2021,2021/06/30,STBA,9495.8320,68.5870,35.3370,86.9730
019570,3,2021,2021/09/30,STBA,9436.0540,72.5860,33.9290,87.6150
019570,4,2021,2021/12/31,STBA,9488.5290,92.1800,27.2240,87.2380
019570,1,2022,2022/03/31,STBA,9432.2810,70.1120,36.0570,85.3350
019635,1,2020,2020/03/31,EGDW,187.9580,0.0000,0.3140,2.3310
019635,2,2020,2020/06/30,EGDW,228.4580,0.0000,0.4950,2.7860
019635,3,2020,2020/09/30,EGDW,249.1240,0.0000,0.6790,2.8100
019659,1,2020,2020/03/31,TWCF,837.2590,0.0000,,
019659,2,2020,2020/06/30,TWCF,905.0350,0.0000,,
019659,3,2020,2020/09/30,TWCF,872.9880,0.0000,,
019659,4,2020,2020/12/31,TWCF,897.6640,48.0950,9.1630,48.7770
019659,1,2021,2021/03/31,TWCF,880.2070,0.0000,,
019659,2,2021,2021/06/30,TWCF,876.6710,0.0000,,
019659,3,2021,2021/09/30,TWCF,892.5840,0.0000,,
019659,4,2021,2021/12/31,TWCF,907.0270,5.6700,15.0830,46.4130
019659,1,2022,2022/03/31,TWCF,896.8330,0.0000,,
019713,1,2020,2020/03/31,AUB,17847.3760,436.7810,8.0740,198.2960
019713,2,2020,2020/06/30,AUB,19752.3170,77.2160,36.2220,188.4600
019713,3,2020,2020/09/30,AUB,19930.6500,266.2860,72.0080,191.8030
019713,4,2020,2020/12/31,AUB,19628.4490,350.8880,69.9900,194.0870
019713,1,2021,2021/03/31,AUB,19854.6120,273.5220,67.5700,178.5800
019713,2,2021,2021/06/30,AUB,19989.3560,89.7490,104.4560,179.3180
019713,3,2021,2021/09/30,AUB,19935.6570,95.1810,90.9330,176.3070
019713,4,2021,2021/12/31,AUB,20064.7960,117.8700,55.8000,183.8730
019713,1,2022,2022/03/31,AUB,19782.4300,115.0270,52.9630,168.6090
019815,1,2020,2020/03/31,FCBP,1775.6620,110.0000,6.3690,23.1590
019815,2,2020,2020/06/30,FCBP,2223.6030,150.0000,8.1590,22.8990
019815,3,2020,2020/09/30,FCBP,2256.3420,150.0000,11.1410,25.0970
019815,4,2020,2020/12/31,FCBP,2283.1150,145.0000,15.3060,29.0670
019815,1,2021,2021/03/31,FCBP,2500.7440,95.0000,13.9880,27.0460
019817,1,2020,2020/03/31,UVSP,5464.7680,18.4150,0.2320,69.7080
019817,2,2020,2020/06/30,UVSP,6125.3120,210.7800,1.8210,67.9150
019817,3,2020,2020/09/30,UVSP,6382.8310,17.6810,23.1970,72.3600
019817,4,2020,2020/12/31,UVSP,6336.4960,32.9060,31.6470,71.4190
019817,1,2021,2021/03/31,UVSP,6416.6650,26.6760,40.4070,74.6420
019817,2,2021,2021/06/30,UVSP,6356.3050,25.2510,25.7600,72.6170
019817,3,2021,2021/09/30,UVSP,6979.8520,14.1010,26.1730,74.1020
019817,4,2021,2021/12/31,UVSP,7122.4210,20.1060,21.9900,71.4490
019817,1,2022,2022/03/31,UVSP,7107.7400,18.9760,25.1680,71.6380
019860,1,2020,2020/03/31,WTBFA,7353.2890,405.9420,23.7090,83.9620
019860,2,2020,2020/06/30,WTBFA,8826.0550,430.5090,24.5500,86.4300
019860,3,2020,2020/09/30,WTBFA,9243.9850,205.4810,25.5510,89.7770
019860,4,2020,2020/12/31,WTBFA,9813.9630,216.4280,24.0790,90.7840
019860,1,2021,2021/03/31,WTBFA,10108.1890,226.7290,26.4870,90.1270
019860,2,2021,2021/06/30,WTBFA,10280.8640,235.7360,29.5340,92.3190
019860,3,2021,2021/09/30,WTBFA,10583.4470,242.2940,34.9260,93.6510
019860,4,2021,2021/12/31,WTBFA,11089.5670,259.5740,37.0480,100.3890
019860,1,2022,2022/03/31,WTBFA,11084.2100,255.7120,26.4960,88.0690
019873,1,2020,2020/03/31,WASH,5620.9790,0.0000,15.0400,67.0430
019873,2,2020,2020/06/30,WASH,5876.9600,0.0000,26.5870,68.9320
019873,3,2020,2020/09/30,WASH,5849.7920,0.0000,23.4530,66.3020
019873,4,2020,2020/12/31,WASH,5713.1690,517.2220,24.0800,67.1010
019873,1,2021,2021/03/31,WASH,5719.3890,0.0000,26.1320,63.9820
019873,2,2021,2021/06/30,WASH,5851.9800,0.0000,22.3350,59.4010
019873,3,2021,2021/09/30,WASH,6002.6430,0.0000,24.0700,60.3430
019873,4,2021,2021/12/31,WASH,5851.1270,110.0000,25.6500,61.6630
019873,1,2022,2022/03/31,WASH,5847.9990,0.0000,20.9310,55.6960
020019,1,2020,2020/03/31,CVBF,11606.8880,368.9150,53.3050,118.7490
020019,2,2020,2020/06/30,CVBF,13751.2970,468.1560,58.8230,120.1100
020019,3,2020,2020/09/30,CVBF,13818.7110,493.4200,66.8900,119.7790
020019,4,2020,2020/12/31,CVBF,14419.3140,444.4060,70.5020,121.5690
020019,1,2021,2021/03/31,CVBF,14840.4380,511.3460,89.4860,119.2050
020019,2,2021,2021/06/30,CVBF,15539.2880,578.2070,71.6790,117.8640
020019,3,2021,2021/09/30,CVBF,16201.5980,659.5790,69.6830,115.0300
020019,4,2021,2021/12/31,CVBF,15883.6970,644.6690,66.8000,115.9160
020019,1,2022,2022/03/31,CVBF,17539.1370,598.9090,63.3660,125.3640
020109,1,2020,2020/03/31,CCBG,3086.5230,76.5160,5.2920,42.8430
020109,2,2020,2020/06/30,CCBG,3499.5240,63.9580,16.3490,56.7110
020109,3,2020,2020/09/30,CCBG,3587.0410,90.9360,18.4370,61.1310
020109,4,2020,2020/12/31,CCBG,3798.0710,80.6620,12.8060,56.6770
020109,1,2021,2021/03/31,CCBG,3929.8840,55.6870,14.8300,55.2720
020109,2,2021,2021/06/30,CCBG,4011.4590,47.2000,10.9010,53.3090
020109,3,2021,2021/09/30,CCBG,4048.7330,51.4100,14.5440,55.0940
020109,4,2021,2021/12/31,CCBG,4263.8490,34.8690,9.1760,50.2210
020109,1,2022,2022/03/31,CCBG,4310.0450,30.8650,11.2810,51.2560
020277,1,2020,2020/03/31,OPB,8383.1940,0.0000,-81.6170,82.7990
020299,1,2020,2020/03/31,LOB,5276.3160,50.0040,-15.3800,69.3580
020299,2,2020,2020/06/30,LOB,8209.1540,5.0000,5.2510,88.3330
020299,3,2020,2020/09/30,LOB,8093.3810,4.9920,45.4830,106.1920
020299,4,2020,2020/12/31,LOB,7872.3030,14.4880,12.0350,93.7360
020299,1,2021,2021/03/31,LOB,8417.8750,0.0000,43.6080,119.1770
020299,2,2021,2021/06/30,LOB,8243.1860,0.0000,76.1690,113.8570
020299,3,2021,2021/09/30,LOB,8137.3410,0.0000,43.2330,117.8860
020299,4,2021,2021/12/31,LOB,8213.3930,0.0000,47.7780,125.7410
020299,1,2022,2022/03/31,LOB,8619.9660,0.0000,42.8970,125.4940
020628,1,2020,2020/03/31,ISTR,2199.3690,92.9540,0.7570,25.3640
020628,2,2020,2020/06/30,ISTR,2359.3630,84.9080,5.2900,26.3070
020628,3,2020,2020/09/30,ISTR,2323.2450,105.9230,5.5560,25.8870
020628,4,2020,2020/12/31,ISTR,2321.1810,47.6530,5.7360,25.7750
020628,1,2021,2021/03/31,ISTR,2407.9560,8.2740,6.7900,24.6690
020628,2,2021,2021/06/30,ISTR,2672.9070,10.7130,7.1730,26.6170
020628,3,2021,2021/09/30,ISTR,2696.0480,6.5800,-12.6320,28.3390
020628,4,2021,2021/12/31,ISTR,2513.2030,5.7830,8.5780,25.4240
020628,1,2022,2022/03/31,ISTR,2572.7080,1.3050,12.7030,29.7160
020677,1,2020,2020/03/31,FFWM,6513.7080,34.0000,18.6070,73.0130
020677,2,2020,2020/06/30,FFWM,7141.2930,10.0000,25.1120,70.9010
020677,3,2020,2020/09/30,FFWM,6481.9380,10.0000,43.1150,85.3320
020677,4,2020,2020/12/31,FFWM,6957.1600,255.0000,31.9330,69.2920
020677,1,2021,2021/03/31,FFWM,7051.8320,0.0000,31.2660,71.0460
020677,2,2021,2021/06/30,FFWM,7939.1340,0.0000,36.2840,75.4380
020677,3,2021,2021/09/30,FFWM,7735.0630,0.0000,51.8900,92.6690
020677,4,2021,2021/12/31,FFWM,10196.2040,165.9300,32.3450,78.5180
020677,1,2022,2022/03/31,FFWM,10474.7960,153.0000,43.0950,94.5710
021191,1,2020,2020/03/31,MFGI,,,5.1580,28.6100
021191,2,2020,2020/06/30,MFGI,2416.5660,,6.3100,34.8200
021191,3,2020,2020/09/30,MFGI,2614.7040,,8.5420,35.5760
021191,4,2020,2020/12/31,MFGI,2494.8970,15.2160,9.1810,35.6190
021191,1,2021,2021/03/31,MFGI,2747.7470,,13.2350,34.7940
021191,2,2021,2021/06/30,MFGI,2705.1630,,11.6170,31.2710
021191,3,2021,2021/09/30,MFGI,2734.4050,,10.0910,31.3990
021191,4,2021,2021/12/31,MFGI,2822.5490,4.2000,4.2240,28.5510
021191,1,2022,2022/03/31,MFGI,2823.1910,0.0020,10.0440,27.3330
021194,1,2020,2020/03/31,MBKL,,,,
021194,2,2020,2020/06/30,MBKL,,,,
021194,3,2020,2020/09/30,MBKL,,,,
021194,4,2020,2020/12/31,MBKL,485.9670,0.0000,4.4210,20.6650
021194,1,2021,2021/03/31,MBKL,,,,
021194,2,2021,2021/06/30,MBKL,,,,
021194,3,2021,2021/09/30,MBKL,,,,
021194,4,2021,2021/12/31,MBKL,612.5390,0.0000,5.8520,22.5350
021382,1,2020,2020/03/31,STD1,356817.0000,,,
021382,2,2020,2020/06/30,STD1,366145.6460,25737.2250,183.2540,3583.3510
021382,3,2020,2020/09/30,STD1,375286.6400,,,
021382,4,2020,2020/12/31,STD1,392543.4100,21280.6940,580.8510,3910.4830
021382,1,2021,2021/03/31,STD1,396197.7600,,,
021382,2,2021,2021/06/30,STD1,403018.7910,19458.3180,1037.2060,3691.6800
021382,3,2021,2021/09/30,STD1,380351.3400,,,
021382,4,2021,2021/12/31,STD1,388759.4020,15867.3440,1461.1090,3501.2990
021382,1,2022,2022/03/31,STD1,375421.2000,,,
021423,1,2020,2020/03/31,UNIB,390.4630,,,
021423,2,2020,2020/06/30,UNIB,538.9590,,,
021423,3,2020,2020/09/30,UNIB,612.7560,,,
021423,4,2020,2020/12/31,UNIB,557.6770,0.0370,38.9170,136.9910
021423,1,2021,2021/03/31,UNIB,653.0140,0.0000,,
021423,2,2021,2021/06/30,UNIB,653.0140,0.0000,,
021423,3,2021,2021/09/30,UNIB,686.7100,0.0000,,
021423,4,2021,2021/12/31,UNIB,500.3840,0.0000,36.0220,133.1760
021521,1,2020,2020/03/31,CZFS,1464.7290,0.0000,5.4200,17.4440
021521,2,2020,2020/06/30,CZFS,1800.1160,0.0000,6.3920,20.1010
021521,3,2020,2020/09/30,CZFS,1858.3440,0.0000,9.7660,21.7720
021521,4,2020,2020/12/31,CZFS,1891.6740,61.6130,8.7880,22.1370
021521,1,2021,2021/03/31,CZFS,1995.6100,0.0000,10.0790,22.2930
021521,2,2021,2021/06/30,CZFS,2003.3000,0.0000,8.0980,20.7520
021521,3,2021,2021/09/30,CZFS,2047.2030,0.0000,8.6420,20.9600
021521,4,2021,2021/12/31,CZFS,2143.8630,46.5980,8.4980,20.9660
021521,1,2022,2022/03/31,CZFS,2177.8870,0.0000,8.2120,20.2910
021525,1,2020,2020/03/31,CMTV,751.6920,22.9110,2.1800,9.1260
021525,2,2020,2020/06/30,CMTV,822.9810,28.4580,3.4520,9.9150
021525,3,2020,2020/09/30,CMTV,868.8530,30.5980,3.5100,10.0270
021525,4,2020,2020/12/31,CMTV,918.2330,40.2270,3.8650,10.7270
021525,1,2021,2021/03/31,CMTV,937.5220,33.0990,3.7020,10.1890
021525,2,2021,2021/06/30,CMTV,925.4990,24.5170,3.7430,10.0460
021525,3,2021,2021/09/30,CMTV,968.5840,23.3520,4.5620,10.9110
021525,4,2021,2021/12/31,CMTV,1019.1060,32.6100,4.1140,10.3790
021525,1,2022,2022/03/31,CMTV,1005.1910,28.7440,2.9280,9.9370
021593,1,2020,2020/03/31,CIVB,2575.8560,39.6990,9.0090,32.0190
021593,2,2020,2020/06/30,CIVB,2812.1530,23.6080,7.3290,31.4430
021593,3,2020,2020/09/30,CIVB,2817.9930,25.8130,8.8150,31.2320
021593,4,2020,2020/12/31,CIVB,2762.9180,28.9140,11.9790,33.3160
021593,1,2021,2021/03/31,CIVB,3057.3680,29.5130,13.0010,34.8280
021593,2,2021,2021/06/30,CIVB,2924.6430,24.9160,10.3990,32.6870
021593,3,2021,2021/09/30,CIVB,2952.2360,23.3310,11.4050,32.1560
021593,4,2021,2021/12/31,CIVB,3011.9830,25.4950,12.9610,31.5510
021593,1,2022,2022/03/31,CIVB,3184.3570,23.9310,10.0170,32.2590
021616,2,2020,2020/03/31,GWB,12387.8080,64.8090,-778.3480,125.1600
021616,3,2020,2020/06/30,GWB,12934.3280,70.3620,5.8780,108.1880
021616,4,2020,2020/09/30,GWB,12604.4390,140.5060,10.2790,105.0810
021616,1,2021,2020/12/31,GWB,12814.3830,80.3550,52.7080,129.4970
021616,2,2021,2021/03/31,GWB,13013.7390,63.1530,65.9600,126.1910
021616,3,2021,2021/06/30,GWB,13070.2290,80.1670,77.0280,121.9950
021616,4,2021,2021/09/30,GWB,12911.4680,91.2890,66.5730,113.7760
021616,1,2022,2021/12/31,GWB,13351.5600,72.4440,50.0380,117.4320
021633,1,2020,2020/03/31,VBTX,8531.6240,2.4260,3.4500,94.2260
021633,2,2020,2020/06/30,VBTX,8587.8580,1.7720,28.0150,97.7530
021633,3,2020,2020/09/30,VBTX,8702.3750,2.0280,29.1180,87.2320
021633,4,2020,2020/12/31,VBTX,8820.8710,2.2250,27.5030,87.3680
021633,1,2021,2021/03/31,VBTX,9237.5100,2.7770,40.7800,89.7980
021633,2,2021,2021/06/30,VBTX,9349.5250,1.8110,37.2930,88.6380
021633,3,2021,2021/09/30,VBTX,9572.3000,2.4550,46.0300,95.5950
021633,4,2021,2021/12/31,VBTX,9757.2490,4.0690,52.2030,101.0460
021633,1,2022,2022/03/31,VBTX,10453.6800,4.9960,41.5720,95.4740
021752,1,2020,2020/03/31,RCBC,,,,
021752,2,2020,2020/06/30,RCBC,,,,
021752,3,2020,2020/09/30,RCBC,,,,
021752,4,2020,2020/12/31,RCBC,3322.0540,6.0780,44.5930,105.9170
021752,1,2021,2021/03/31,RCBC,,,,
021752,2,2021,2021/06/30,RCBC,,,,
021752,3,2021,2021/09/30,RCBC,,,,
021752,4,2021,2021/12/31,RCBC,3656.7150,8.0000,62.9360,115.8980
021752,1,2022,2022/03/31,RCBC,,,,
021815,1,2020,2020/03/31,TBK,5353.7290,823.6930,-5.0740,82.8530
021815,2,2020,2020/06/30,TBK,5617.4930,431.7320,17.9450,94.3640
021815,3,2020,2020/09/30,TBK,5836.7870,419.1920,29.8330,89.7480
021815,4,2020,2020/12/31,TBK,5935.7910,78.0990,42.0060,112.3090
021815,1,2021,2021/03/31,TBK,6099.6280,152.6680,44.2640,102.6440
021815,2,2021,2021/06/30,TBK,6015.8770,168.6190,35.1860,108.5830
021815,3,2021,2021/09/30,TBK,6024.5350,36.7860,32.2000,108.7860
021815,4,2021,2021/12/31,TBK,5956.2500,154.9750,33.3040,122.0380
021815,1,2022,2022/03/31,TBK,6076.4340,202.8680,32.1350,114.5560
021825,1,2020,2020/03/31,CFG,176719.0000,1059.0000,45.0000,1975.0000
021825,2,2020,2020/06/30,CFG,179874.0000,255.0000,307.0000,1937.0000
021825,3,2020,2020/09/30,CFG,179228.0000,252.0000,375.0000,1933.0000
021825,4,2020,2020/12/31,CFG,183349.0000,1604.0000,571.0000,1827.0000
021825,1,2021,2021/03/31,CFG,187217.0000,70.0000,781.0000,1755.0000
021825,2,2021,2021/06/30,CFG,185104.0000,62.0000,831.0000,1693.0000
021825,3,2021,2021/09/30,CFG,187007.0000,8.0000,681.0000,1733.0000
021825,4,2021,2021/12/31,CFG,188409.0000,2005.0000,684.0000,1795.0000
021825,1,2022,2022/03/31,CFG,192097.0000,25.0000,536.0000,1707.0000
022086,1,2020,2020/03/31,IBOC,12506.4090,693.1140,44.1550,151.9780
022086,2,2020,2020/06/30,IBOC,13324.5220,521.7370,52.5540,146.6290
022086,3,2020,2020/09/30,IBOC,13591.7740,510.4910,53.1070,136.8650
022086,4,2020,2020/12/31,IBOC,14029.4670,420.1380,61.9420,137.2000
022086,1,2021,2021/03/31,IBOC,14921.5330,573.9750,63.8690,130.0300
022086,2,2021,2021/06/30,IBOC,15311.0050,565.1720,118.1160,136.9650
022086,3,2021,2021/09/30,IBOC,15677.4960,424.3970,69.1910,142.9230
022086,4,2021,2021/12/31,IBOC,16046.2360,574.3140,71.1510,141.7200
022086,1,2022,2022/03/31,IBOC,16136.6890,490.0910,67.9590,137.0620
022201,1,2020,2020/03/31,ICBK,1354.9740,33.4000,-5.7350,16.7980
022201,2,2020,2020/06/30,ICBK,1513.9170,30.4000,3.6590,16.4950
022201,3,2020,2020/09/30,ICBK,1492.0550,4.6000,4.5800,16.6770
022201,4,2020,2020/12/31,ICBK,1472.3580,51.0000,6.0930,19.0840
022201,1,2021,2021/03/31,ICBK,1491.3280,47.0000,4.9240,17.4270
022201,2,2021,2021/06/30,ICBK,1517.0720,35.0000,9.2020,18.2420
022201,3,2021,2021/09/30,ICBK,1539.9930,32.0000,5.5410,16.8720
022267,1,2020,2020/03/31,CYFL,323.9190,0.0000,1.4900,4.3660
022267,2,2020,2020/06/30,CYFL,386.8030,0.0000,1.4570,4.4720
022267,3,2020,2020/09/30,CYFL,400.9030,0.0000,1.6470,4.7790
022267,4,2020,2020/12/31,CYFL,400.6190,0.0000,1.7210,4.8780
022267,1,2021,2021/03/31,CYFL,435.5000,0.0000,1.6770,4.6970
022267,2,2021,2021/06/30,CYFL,440.7580,0.0000,1.5140,4.4590
022267,3,2021,2021/09/30,CYFL,454.0150,0.0000,1.6820,4.5340
022267,4,2021,2021/12/31,CYFL,452.2150,0.0000,1.6950,4.3090
022267,1,2022,2022/03/31,CYFL,478.3420,0.0000,1.3720,4.1630
022717,1,2020,2020/03/31,SYBT,3784.5860,42.1130,15.4820,49.4180
022717,2,2020,2020/06/30,SYBT,4334.5330,51.1230,15.7160,49.1280
022717,3,2020,2020/09/30,SYBT,4365.1290,49.6090,16.1240,49.1870
022717,4,2020,2020/12/31,SYBT,4608.6290,71.5910,20.4210,52.0370
022717,1,2021,2021/03/31,SYBT,4794.0750,60.3230,28.1710,53.3620
022717,2,2021,2021/06/30,SYBT,6088.0720,74.8890,5.0480,58.8900
022717,3,2021,2021/09/30,SYBT,6181.1880,95.3140,30.0640,64.5620
022717,4,2021,2021/12/31,SYBT,6646.0250,85.8400,32.1140,66.1120
022717,1,2022,2022/03/31,SYBT,7777.1520,151.0660,9.3870,69.1870
022975,1,2020,2020/03/31,FNWB,1396.9390,100.3770,1.0770,13.6920
022975,2,2020,2020/06/30,FNWB,1478.8590,62.8110,2.4400,15.8030
022975,3,2020,2020/09/30,FNWB,1564.6700,59.6110,5.1110,17.1830
022975,4,2020,2020/12/31,FNWB,1654.3490,59.9770,4.6660,17.7030
022975,1,2021,2021/03/31,FNWB,1736.2930,0.4790,3.5930,17.3370
022975,2,2021,2021/06/30,FNWB,1787.3910,40.4580,3.5140,17.7990
022975,3,2021,2021/09/30,FNWB,1845.1370,10.8100,5.0040,19.7780
022975,4,2021,2021/12/31,FNWB,1921.0810,0.8310,6.0620,21.9850
022975,1,2022,2022/03/31,FNWB,1944.2820,75.0000,3.0580,19.1780
023060,1,2020,2020/03/31,BHWB,977.0050,10.0000,2.5610,13.3620
023060,2,2020,2020/06/30,BHWB,1101.0970,29.0000,3.2670,15.2810
023060,3,2020,2020/09/30,BHWB,1126.3020,29.0000,3.6830,16.3560
023060,4,2020,2020/12/31,BHWB,1141.5990,0.0000,4.3690,15.5760
023060,1,2021,2021/03/31,BHWB,1207.6330,0.0000,4.5420,15.3660
023060,2,2021,2021/06/30,BHWB,1336.7490,0.0000,5.3920,15.4970
023060,3,2021,2021/09/30,BHWB,1317.9940,0.0000,4.2100,15.5100
023060,4,2021,2021/12/31,BHWB,1341.2380,6.5560,3.6400,14.4930
023060,1,2022,2022/03/31,BHWB,1330.6430,0.0000,3.4040,14.2470
023357,1,2020,2020/03/31,QNBC,1232.0100,43.2650,-0.1860,12.7000
023357,2,2020,2020/06/30,QNBC,1390.4790,57.4120,4.9320,12.2220
023357,3,2020,2020/09/30,QNBC,1417.0730,52.4060,4.6920,12.7470
023357,4,2020,2020/12/31,QNBC,1440.2290,58.8380,5.2070,13.0640
023357,1,2021,2021/03/31,QNBC,1570.5190,64.9470,6.3230,13.6970
023357,2,2021,2021/06/30,QNBC,1575.3530,75.0210,4.8200,13.0410
023357,3,2021,2021/09/30,QNBC,1658.5440,71.4260,4.1090,13.4680
023357,4,2021,2021/12/31,QNBC,1673.3400,68.4760,5.2010,13.6130
023357,1,2022,2022/03/31,QNBC,1647.9860,76.7380,4.5340,13.3920
023450,1,2020,2020/03/31,NRIM,1691.2620,0.0000,1.2760,24.5450
023450,2,2020,2020/06/30,NRIM,2016.7050,0.0000,11.9140,36.3900
023450,3,2020,2020/09/30,NRIM,2097.7380,0.0000,15.8490,41.0470
023450,4,2020,2020/12/31,NRIM,2121.7980,0.3120,13.4080,37.9030
023450,1,2021,2021/03/31,NRIM,2351.2430,0.0000,15.5500,36.5760
023450,2,2021,2021/06/30,NRIM,2453.5670,0.0000,11.4150,34.1760
023450,3,2021,2021/09/30,NRIM,2609.9460,0.0000,11.6620,33.9710
023450,4,2021,2021/12/31,NRIM,2724.7190,0.4120,9.3660,32.1800
023450,1,2022,2022/03/31,NRIM,2626.1600,0.0000,9.1760,31.3030
023500,1,2020,2020/03/31,CATY,18296.4590,12.8980,55.9430,198.6180
023500,2,2020,2020/06/30,CATY,19267.0370,85.0000,57.8130,182.6880
023500,3,2020,2020/09/30,CATY,19018.2380,219.4690,58.9840,183.8160
023500,4,2020,2020/12/31,CATY,19043.1340,139.3840,81.2250,177.7250
023500,1,2021,2021/03/31,CATY,19230.1890,0.0000,93.9730,175.2190
023500,2,2021,2021/06/30,CATY,19348.3620,0.0000,99.8770,178.8370
023500,3,2021,2021/09/30,CATY,19860.4400,0.0000,89.4350,180.8400
023500,4,2021,2021/12/31,CATY,20886.7230,0.0000,98.5580,186.7910
023500,1,2022,2022/03/31,CATY,20866.5700,0.0000,98.0830,186.2040
023547,1,2020,2020/03/31,DBIN,2709.4090,0.0000,8.8010,34.0240
023547,2,2020,2020/06/30,DBIN,2944.0540,0.0000,14.6490,39.7080
023547,3,2020,2020/09/30,DBIN,3021.4530,0.0000,9.6650,34.9680
023547,4,2020,2020/12/31,DBIN,3103.1940,8.0000,5.6080,34.2580
023547,1,2021,2021/03/31,DBIN,3263.7810,0.0000,10.8670,33.0980
023547,2,2021,2021/06/30,DBIN,3297.3880,0.0000,12.0750,34.4890
023547,3,2021,2021/09/30,DBIN,3314.2980,0.0000,15.3920,43.6590
023547,4,2021,2021/12/31,DBIN,3393.1290,5.0000,10.3260,33.6320
023547,1,2022,2022/03/31,DBIN,3584.3440,0.0000,11.8230,33.4680
023552,1,2020,2020/03/31,PFHD,1672.0820,30.0000,-1.4140,11.8720
023552,2,2020,2020/06/30,PFHD,2031.7520,25.0770,3.9610,19.4790
023552,3,2020,2020/09/30,PFHD,2076.9230,10.0000,0.7530,20.0630
023552,4,2020,2020/12/31,PFHD,2057.2700,0.0000,7.4220,21.9540
023552,1,2021,2021/03/31,PFHD,2233.5580,0.0000,6.1720,20.8900
023552,2,2021,2021/06/30,PFHD,2561.0180,0.0000,7.7880,21.2430
023552,3,2021,2021/09/30,PFHD,2646.2360,0.0000,7.8960,22.3650
023552,4,2021,2021/12/31,PFHD,2664.1110,0.0000,4.6330,21.2710
023552,1,2022,2022/03/31,PFHD,2867.2250,1.3490,2.9740,22.2950
023554,1,2020,2020/03/31,BBBK,616.7220,11.4140,1.7060,8.5020
023554,2,2020,2020/06/30,BBBK,640.3650,15.0220,1.4560,8.3280
023554,3,2020,2020/09/30,BBBK,652.1130,17.0060,1.7820,8.4110
023554,4,2020,2020/12/31,BBBK,725.6790,15.6760,1.3250,8.8710
023554,1,2021,2021/03/31,BBBK,741.4710,20.6150,1.3520,8.3920
023554,2,2021,2021/06/30,BBBK,757.2160,22.9240,1.3250,8.5120
023554,3,2021,2021/09/30,BBBK,765.6660,23.9210,1.9250,8.8490
023554,4,2021,2021/12/31,BBBK,812.5280,27.9850,1.8670,9.3150
023554,1,2022,2022/03/31,BBBK,813.9220,28.8740,1.2520,8.4260
023698,1,2020,2020/03/31,ALTA,2477.0120,0.0000,14.1500,33.1240
023698,2,2020,2020/06/30,ALTA,3065.6450,83.4900,13.5300,32.0770
023698,3,2020,2020/09/30,ALTA,3175.3610,83.4900,15.0440,33.5640
023698,4,2020,2020/12/31,ALTA,3366.2280,64.5540,14.5230,32.9650
023698,1,2021,2021/03/31,ALTA,3521.7980,0.0000,12.4350,30.3200
023698,2,2021,2021/06/30,ALTA,3540.8050,0.0000,16.7340,32.0550
024232,1,2020,2020/03/31,HWC,31761.6930,2673.2830,-134.5530,361.6180
024232,2,2020,2020/06/30,HWC,33215.4000,1754.8750,-191.6280,340.2850
024232,3,2020,2020/09/30,HWC,33193.3240,1906.8950,98.1580,340.4150
