",",.,..,Time,Uniswap Protocol Revenue,Uniswap Supply-Side Revenue,V2 # Swaps,V2 Agg Fees,V2 Agg Markets,V2 Agg Volume,V2 Fees,V2 Liquidity,V2 New Markets,V2 Protocol Revenue,V2 Supply-Side Revenue,V2 Volume,V3 # Swaps,V3 0.01% Fee,V3 0.01% Liq,V3 0.01% New Markets,V3 0.01% Vol,V3 0.05% Fee,V3 0.05% Liq,V3 0.05% New Markets,V3 0.05% Vol,V3 0.30% Fee,V3 0.30% Liq,V3 0.30% New Markets,V3 0.30% Vol,V3 1.00% Fee,V3 1.00% Liq,V3 1.00% New Markets,V3 1.00% Vol,V3 Agg Fees,V3 Agg Markets,V3 Agg Volume,V3 Fees,V3 Liquidity,V3 New Markets,V3 Protocol Revenue,V3 Supply-Side Revenue,V3 Volume
|,|,|,2022-02-19T00:00:00+00:00,0,2069321.648045685,53926,179154600.9683408,63705,59718200322.78027,601835.8893676938,2481802568.42087,83,0,601835.8893676938,200611963.12256458,29421,8306.22368782817,675977007.6830362,1,83062236.87828168,295143.81715862855,1019155972.5411029,0,590287634.317257,669756.3385261744,1257704174.6338751,10,223252112.84205815,494279.37930535997,276371826.7754518,3,49427937.930535994,362674108.83343524,5878,217237925283.13358,1467485.758677991,3229208981.6334662,14,0,1467485.758677991,946029921.9681329
|,|,|,2022-02-18T00:00:00+00:00,0,3154354.8786825584,65626,178552765.0789731,63622,59517588359.65771,1014770.4682013796,2537582850.6434608,89,0,1014770.4682013796,338256822.7337932,30881,16539.851152287552,693504224.8868929,0,165398511.52287552,504483.3272704148,1057437658.6349062,0,1008966654.5408295,925458.9078295015,1366644101.2233334,1,308486302.60983384,693102.324228975,282295820.9655438,3,69310232.4228975,361206623.0747573,5864,216291895361.16544,2139584.4104811787,3399881805.710676,4,0,2139584.4104811787,1552161701.0964365
|,|,|,2022-02-17T00:00:00+00:00,0,3734445.951972027,67915,177537994.61077175,63533,59179331536.92391,1149913.0434284701,2690188065.511261,107,0,1149913.0434284701,383304347.80949,34401,13447.141149223802,684339412.3242514,0,134471411.49223801,648391.1581488324,1078255130.8558333,4,1296782316.2976646,1270850.8895247902,1490816131.6259863,2,423616963.17493004,651843.7197207104,299351900.48402613,6,65184371.972071044,359067038.66427606,5860,214739733660.069,2584532.908543557,3552762575.290097,12,0,2584532.908543557,1920055062.9369037
|,|,|,2022-02-16T00:00:00+00:00,0,3267689.368019258,71614,176388081.56734326,63426,58796027189.114426,1260887.1210340231,2736263096.8492556,98,0,1260887.1210340231,420295707.011341,28166,18711.071146062324,684599102.6247444,1,187110711.46062326,487838.35763251444,1048253026.4158479,1,975676715.2650288,902750.996622055,1479863990.6392152,1,300916998.8740183,597501.8215846036,301401070.0555128,3,59750182.15846036,356482505.75573254,5848,212819678597.1321,2006802.2469852353,3514117189.73532,6,0,2006802.2469852353,1523454607.7581308
|,|,|,2022-02-15T00:00:00+00:00,0,2965993.8908460047,62734,175127194.44630924,63328,58375731482.10308,951057.6258820139,2591332443.083483,99,0,951057.6258820139,317019208.627338,31278,17622.38206121954,599932819.4325135,0,176223820.6121954,508472.226891742,1022980694.5322046,0,1016944453.7834839,954742.5234062598,1389909069.2096732,7,318247507.8020866,534099.1326047697,287847008.1055033,7,53409913.26047696,354475703.5087473,5842,211296223989.374,2014936.264963991,3300669591.279895,14,0,2014936.264963991,1564825695.458243
|,|,|,2022-02-14T00:00:00+00:00,0,2315682.5247411756,54278,174176136.82042724,63229,58058712273.475746,745790.6757060963,2574390072.626033,104,0,745790.6757060963,248596891.9020321,28806,14568.78235975361,577176993.8490559,2,145687823.59753612,397875.2258914947,1007257268.740731,1,795750451.7829895,802920.2341491376,1352264435.7792215,5,267640078.04971254,354527.6066346932,287422144.6516396,4,35452760.66346932,352460767.2437833,5828,209731398293.91574,1569891.8490350791,3224120843.020648,12,0,1569891.8490350791,1244531114.0937073
|,|,|,2022-02-13T00:00:00+00:00,0,1900766.6553209878,60168,173430346.14472115,63125,57810115381.573715,575480.9828716706,2620990219.5044775,100,0,575480.9828716706,191826994.29055688,26694,7299.524207501085,556021903.7533202,0,72995242.07501085,303668.6383035442,948999901.9669485,2,607337276.6070883,634016.4822703192,1388183850.9136167,3,211338827.42343974,380301.0276679527,293778829.47532845,2,38030102.76679527,350890875.3947482,5816,208486867179.82202,1325285.6724493173,3186984486.109214,7,0,1325285.6724493173,929701448.8723342
|,|,|,2022-02-12T00:00:00+00:00,0,2668331.327256077,70805,172854865.16184947,63025,57618288387.28316,864294.5292011036,2622575924.250956,80,0,864294.5292011036,288098176.40036786,28799,11197.115769887538,554253705.3834299,2,111971157.69887537,460790.2316526118,954638332.5272855,0,921580463.3052237,926503.9415850156,1343519397.7260375,3,308834647.1950052,405545.5090474586,289533647.9078583,2,40554550.904745854,349565589.7222989,5809,207557165730.9497,1804036.7980549736,3141945083.544611,7,0,1804036.7980549736,1382940819.1038501
|,|,|,2022-02-11T00:00:00+00:00,0,3950780.9921423052,73305,171990570.63264835,62945,57330190210.88279,1113917.4903598411,2713335723.1416297,101,0,1113917.4903598411,371305830.119947,34565,16775.200432972808,548790534.2356472,1,167752004.32972807,737829.9691261766,950652680.472801,1,1475659938.2523532,1477164.0082242575,1397202714.6793323,4,492388002.74141914,605094.3239990576,302196331.2708724,3,60509432.399905756,347761552.9242439,5802,206174224911.84586,2836863.5017824643,3198842260.658653,9,0,2836863.5017824643,2196309377.7234063
|,|,|,2022-02-10T00:00:00+00:00,0,4068624.906331095,61046,170876653.1422885,62844,56958884380.76284,1125660.7613720992,2890059367.597657,78,0,1125660.7613720992,375220253.7906997,34387,17125.2206020405,555031850.7369903,0,171252206.020405,705493.104685507,973052980.8539172,0,1410986209.371014,1474009.3612006304,1447213340.247664,5,491336453.73354346,746336.4584708177,318565101.2784422,10,74633645.84708177,344924689.42246145,5793,203977915534.12244,2942964.1449589957,3293863273.117014,15,0,2942964.1449589957,2148208514.9720445
|,|,|,2022-02-09T00:00:00+00:00,0,3193912.634961802,74951,169750992.38091642,62766,56583664126.97214,987835.0099191569,2828293928.976128,139,0,987835.0099191569,329278336.63971895,32180,13285.056467257516,558101735.7669786,2,132850564.67257518,435961.410632405,970436876.9665215,0,871922821.26481,1038992.7180872315,1406008152.4332209,3,346330906.0290772,717838.4398557511,315474232.4731612,4,71783843.98557511,341981725.2775025,5778,201829707019.1504,2206077.6250426453,3250020997.639882,9,0,2206077.6250426453,1422888135.9520376
|,|,|,2022-02-08T00:00:00+00:00,0,3368285.1610795385,65851,168763157.37099725,62627,56254385790.33242,1011699.2330303577,2820637598.958884,93,0,1011699.2330303577,337233077.67678595,32181,13393.371767767148,554266595.2151597,1,133933717.67767148,484097.44879124576,939669785.9484891,0,968194897.5824915,1172098.0646669888,1403071058.89171,1,390699354.88899624,686997.0428231789,320052773.2933787,4,68699704.28231789,339775647.6524598,5769,200406818883.19836,2356585.9280491807,3217060213.3487377,6,0,2356585.9280491807,1561527674.431477
|,|,|,2022-02-07T00:00:00+00:00,0,3329060.7933610883,55196,167751458.1379669,62534,55917152712.65563,931323.0690658474,2762576517.9102945,80,0,931323.0690658474,310441023.0219492,33188,16721.72025741948,556518377.2054657,0,167217202.57419482,478591.766198188,952262518.1949451,0,957183532.396376,1105669.0378794137,1358534956.2229922,3,368556345.9598046,796755.1999602196,307636276.1083181,3,79675519.99602196,337419061.72441065,5763,198845291208.76688,2397737.724295241,3174952127.731721,6,0,2397737.724295241,1572632600.9263973
|,|,|,2022-02-06T00:00:00+00:00,0,2429342.2513533426,54905,166820135.06890106,62454,55606711689.63369,772386.8021527984,2721711891.5179486,71,0,772386.8021527984,257462267.38426614,30765,7543.877357258443,559594328.5068468,0,75438773.57258444,371527.12851883663,945725639.9636416,1,743054257.0376732,771398.2337501101,1336512830.7295566,6,257132744.58337006,506486.20957433886,295015028.5462729,7,50648620.95743389,335021324.0001154,5757,197272658607.84048,1656955.449200544,3136847827.746318,14,0,1656955.449200544,1126274396.1510615
|,|,|,2022-02-05T00:00:00+00:00,0,2618303.2634178954,51252,166047748.26674825,62383,55349249422.24942,697301.0371570878,2703942482.6250854,71,0,697301.0371570878,232433679.05236262,29167,13929.139860278801,560640000.128481,0,139291398.602788,483920.15797303757,915694016.5927868,0,967840315.9460752,961382.2073332298,1323785050.8036592,2,320460735.7777433,461770.7210942614,293849648.3577038,0,46177072.10942614,333364368.5509149,5743,196146384211.68942,1921002.2262608076,3093968715.882631,2,0,1921002.2262608076,1473769522.4360325
|,|,|,2022-02-04T00:00:00+00:00,0,3143819.9026640924,57185,165350447.22959116,62312,55116815743.19706,923135.5284793573,2501131420.3880124,70,0,923135.5284793573,307711842.82645243,31903,19680.182893167606,544039383.8107,0,196801828.9316761,494176.7628913435,815523893.8358029,0,988353525.782687,1169226.4714128526,1162788749.999097,3,389742157.1376176,537600.9569873714,272616290.0532699,3,53760095.69873714,331443366.32465404,5741,194672614689.2534,2220684.374184735,2794968317.6988697,6,0,2220684.374184735,1628657607.5507178
|,|,|,2022-02-03T00:00:00+00:00,0,2656759.2297216486,47743,164427311.70111182,62242,54809103900.370605,707065.3909880721,2541194803.675747,62,0,707065.3909880721,235688463.66269073,26207,12968.975770200097,542108193.1201394,0,129689757.70200098,478751.83282655926,865774047.5654645,0,957503665.6531185,966564.3270819961,1141725635.1447973,1,322188109.02733207,491408.7030548211,266707020.60799813,1,49140870.30548211,329222681.9504693,5735,193043957081.70267,1949693.8387335767,2816314896.4383993,2,0,1949693.8387335767,1458522402.6879337
|,|,|,2022-02-02T00:00:00+00:00,0,2993039.6154476516,52835,163720246.31012374,62180,54573415436.70792,855377.4609346789,2614849809.1596146,57,0,855377.4609346789,285125820.3115596,26038,13045.388035477372,525837460.7372262,2,130453880.35477372,502183.53744149726,863569742.0344876,0,1004367074.8829945,1150807.496793675,1187654232.592924,6,383602498.931225,471625.73224232305,274361429.41372633,1,47162573.22423231,327272988.11173576,5733,191585434679.01474,2137662.1545129726,2851422864.778364,9,0,2137662.1545129726,1565586027.3932257
|,|,|,2022-02-01T00:00:00+00:00,0,2972527.160242986,48185,162864868.84918907,62123,54288289616.396355,867916.5716539461,2556046923.1310983,42,0,867916.5716539461,289305523.8846487,23885,16742.55599857192,522467881.89937615,0,167425559.98571917,535845.339805839,850133472.0041472,1,1071690679.611678,1143230.9833961779,1136971310.9270108,4,381076994.4653926,408791.70938845095,265139284.69353843,5,40879170.9388451,325135325.95722276,5724,190019848651.62152,2104610.5885890396,2774711949.5240726,10,0,2104610.5885890396,1661072405.0016348
|,|,|,2022-01-31T00:00:00+00:00,0,2542490.864988345,40651,161996952.2775351,62081,53998984092.5117,717183.0561860814,2517122150.9811068,55,0,717183.0561860814,239061018.72869378,25758,27122.208914585495,514956517.07016593,1,271222089.14585495,423604.103882994,829030362.5082651,0,847208207.765988,872959.6065789665,1111210916.386246,4,290986535.5263222,501621.8894257177,262887850.26808307,4,50162188.94257177,323030715.36863375,5714,188358776246.61987,1825307.8088022636,2718085646.23276,9,0,1825307.8088022636,1459579021.3807368
|,|,|,2022-01-30T00:00:00+00:00,0,2153103.9162535416,40494,161279769.22134903,62026,53759923073.78301,677924.649686704,2511934150.1502,52,0,677924.649686704,225974883.22890136,23563,17786.20120938624,497735352.0782099,0,177862012.0938624,325049.9510710323,811122189.9590814,0,650099902.1420646,714297.4735222261,1107934875.163843,5,238099157.84074205,418045.6407641929,261185204.55454415,2,41804564.07641929,321205407.55983144,5705,186899197225.23914,1475179.2665668377,2677977621.755678,7,0,1475179.2665668377,1107865636.1530883
|,|,|,2022-01-29T00:00:00+00:00,0,2372407.883871198,44989,160601844.57166234,61974,53533948190.55411,731259.1753012056,2478692363.522993,43,0,731259.1753012056,243753058.43373522,25409,31330.95471515089,469552075.9712955,0,313309547.1515089,398055.4021509781,812990784.7480925,0,796110804.3019562,803330.8514336707,1105423010.0903375,3,267776950.47789022,408431.5002701931,256925890.8812631,3,40843150.02701931,319730228.2932646,5698,185791331589.08606,1641148.7085699928,2644891761.6909885,6,0,1641148.7085699928,1418040451.9583747
|,|,|,2022-01-28T00:00:00+00:00,0,3157111.9753183387,44758,159870585.39636114,61931,53290195132.12038,851160.6451577613,2428929871.2128067,56,0,851160.6451577613,283720215.0525871,27016,47339.54278105941,442579171.6484274,1,473395427.8105941,693934.213101373,832641496.1456405,0,1387868426.202746,1109346.5500122504,1078639968.4817228,3,369782183.3374168,455331.0242658947,247368905.5189899,5,45533102.426589474,318089079.5846946,5692,184373291137.1277,2305951.330160578,2601229541.7947807,9,0,2305951.330160578,2276579139.7773466
|,|,|,2022-01-27T00:00:00+00:00,0,3516907.60928946,40132,159019424.75120336,61875,53006474917.06779,856991.2858156867,2498690597.8367453,45,0,856991.2858156867,285663761.9385622,32642,26434.250119400876,393458917.07086754,0,264342501.19400877,697758.7693489626,759998525.1357256,0,1395517538.6979253,1294344.4947571794,1056410441.1282583,2,431448164.9190598,641378.8092482304,253613267.58429334,2,64137880.924823046,315783128.25453407,5683,182096711997.35034,2659916.3234737734,2463481150.919145,4,0,2659916.3234737734,2155446085.735817
|,|,|,2022-01-26T00:00:00+00:00,0,4507430.0427454505,52967,158162433.46538767,61830,52720811155.12923,1152921.0939828737,2503046697.3654566,58,0,1152921.0939828737,384307031.32762456,36985,37567.22644038779,371323382.14569676,1,375672264.4038779,854990.6221703193,781688178.911257,0,1709981244.3406386,1698247.8055587,1057321100.9245611,6,566082601.8529,763703.2945931695,226209724.05001444,10,76370329.45931694,313123211.93106025,5679,179941265911.6145,3354508.9487625766,2436542386.0315294,17,0,3354508.9487625766,2728106440.0567336
|,|,|,2022-01-25T00:00:00+00:00,0,3310246.0786519945,45326,157009512.3714048,61772,52336504123.801605,876091.3304911333,2625027444.950357,64,0,876091.3304911333,292030443.49704444,35812,20372.285588344857,330023690.2244419,0,203722855.88344857,534002.2572488332,770761635.3447734,0,1068004514.4976665,1112167.2474518374,914236688.9376583,2,370722415.8172791,767612.9578718458,196308042.58493245,4,76761295.78718458,309768702.9822977,5662,177213159471.55777,2434154.7481608614,2211330057.091806,6,0,2434154.7481608614,1719211081.9855788
|,|,|,2022-01-24T00:00:00+00:00,0,5613329.849199125,50451,156133421.04091367,61708,52044473680.30456,1638850.946913572,2703277256.5299416,28,0,1638850.946913572,546283648.9711907,43992,49575.9694619392,286134586.7847165,0,495759694.61939204,1051858.43347706,788923497.3601062,2,2103716866.95412,2040640.465651141,904501522.4366338,2,680213488.5503803,832404.0336954125,206460494.20221248,3,83240403.36954124,307334548.2341368,5656,175493948389.5722,3974478.9022855526,2186020100.783669,7,0,3974478.9022855526,3362930453.4934335
|,|,|,2022-01-23T00:00:00+00:00,0,3342971.9239285234,45694,154494570.0940001,61680,51498190031.33337,874306.9627645614,2622401136.3984647,32,0,874306.9627645614,291435654.2548538,31887,23167.65866186524,276062807.14952177,0,231676586.61865237,886028.9765793509,802592383.67712,1,1772057953.158702,981169.0060461973,878627244.4693943,4,327056335.3487324,578299.3198765487,201656548.67335817,1,57829931.98765487,303360069.3318513,5649,172131017936.07877,2468664.9611639623,2158938983.969394,6,0,2468664.9611639623,2388620807.1137414
|,|,|,2022-01-22T00:00:00+00:00,0,6693686.831899517,58802,153620263.13123554,61648,51206754377.078514,2164510.487815209,2668725181.1881394,18,0,2164510.487815209,721503495.938403,51259,54685.21173652503,268332931.59017256,0,546852117.3652503,775207.0549303833,763748559.4215461,2,1550414109.8607666,2565753.16745046,911048978.4415641,1,855251055.81682,1133530.9099669391,224428363.80175388,3,113353090.99669392,300891404.3706873,5643,169742397128.96503,4529176.344084308,2167558833.255037,6,0,4529176.344084308,3065870374.039531
|,|,|,2022-01-21T00:00:00+00:00,0,8823442.69066313,59194,151455752.64342034,61630,50485250881.140114,2411553.0807374464,3042983308.102175,21,0,2411553.0807374464,803851026.9124821,53274,50871.72909599569,286500140.50882417,0,508717290.9599569,1354095.9183233196,771632652.9181172,0,2708191836.6466393,3632062.318419791,1034845548.7310785,2,1210687439.4732637,1374859.6440865768,249948348.5530577,3,137485964.4086577,296362228.02660304,5637,166676526754.9255,6411889.609925684,2342926690.7110777,5,0,6411889.609925684,4565082531.488518
|,|,|,2022-01-20T00:00:00+00:00,0,4543094.668484907,57949,149044199.5626829,61609,49681399854.22763,1272780.002310177,3155023665.8643126,60,0,1272780.002310177,424260000.770059,41748,16611.271732719943,292341982.1031459,0,166112717.32719943,595103.5221423451,805931873.9678005,1,1190207044.2846901,1567879.2071269508,1114470637.0630157,5,522626402.3756503,1090720.6651727138,261228443.85783198,4,109072066.51727138,289950338.41667736,5632,162111444223.43698,3270314.66617473,2473972936.991794,10,0,3270314.66617473,1988018230.5048113
|,|,|,2022-01-19T00:00:00+00:00,0,4000497.7404115763,58951,147771419.5603727,61549,49257139853.457565,1161469.889447646,3221284672.961059,69,0,1161469.889447646,387156629.81588197,34685,14602.252037818398,263916328.79551437,1,146022520.37818396,536865.0262820661,833482878.9139196,0,1073730052.5641323,1245455.2037572765,1146374002.454327,6,415151734.58575886,1042105.3688867693,269328408.38837796,3,104210536.88867693,286680023.7505026,5622,160123425992.93216,2839027.8509639306,2513101618.552139,10,0,2839027.8509639306,1739114844.416752
|,|,|,2022-01-18T00:00:00+00:00,0,4077241.374014734,54929,146609949.67092505,61480,48869983223.641685,1198283.0489236934,3264847782.5770535,69,0,1198283.0489236934,399427682.97456443,33069,14637.239758348449,262013673.75718912,1,146372397.5834845,529295.1216099007,845124985.5294732,0,1058590243.2198015,1224716.7061697496,1171017219.9457457,5,408238902.0565832,1110309.257553042,269873594.65169996,6,111030925.75530419,283840995.8995387,5612,158384311148.5154,2878958.3250910407,2548029473.884108,12,0,2878958.3250910407,1724232468.6151733
