",",.,..,Time,Uniswap Protocol Revenue,Uniswap Supply-Side Revenue,V2 # Swaps,V2 Agg Fees,V2 Agg Markets,V2 Agg Volume,V2 Fees,V2 Liquidity,V2 New Markets,V2 Protocol Revenue,V2 Supply-Side Revenue,V2 Volume,V3 # Swaps,V3 0.01% Fee,V3 0.01% Liq,V3 0.01% New Markets,V3 0.01% Vol,V3 0.05% Fee,V3 0.05% Liq,V3 0.05% New Markets,V3 0.05% Vol,V3 0.30% Fee,V3 0.30% Liq,V3 0.30% New Markets,V3 0.30% Vol,V3 1.00% Fee,V3 1.00% Liq,V3 1.00% New Markets,V3 1.00% Vol,V3 Agg Fees,V3 Agg Markets,V3 Agg Volume,V3 Fees,V3 Liquidity,V3 New Markets,V3 Protocol Revenue,V3 Supply-Side Revenue,V3 Volume
|,|,|,2022-04-12T00:00:00+00:00,0,2900338.8618224002,65792,216960490.44146925,70102,72320163480.48976,677966.4778687708,2359455363.628843,146,0,677966.4778687708,225988825.95625696,33376,19954.637817507402,556488230.6987606,1,199546378.17507404,694240.8631344567,1102389458.2614353,0,1388481726.2689135,1008150.4419147336,1456166860.6711965,5,336050147.3049112,500026.4410869318,238278108.66055563,4,50002644.108693175,479478577.7056849,6432,300101387264.36414,2222372.3839536295,3353322658.2919483,10,0,2222372.3839536295,1974080895.8575919
|,|,|,2022-04-11T00:00:00+00:00,0,4190519.1535429833,70938,216282523.9636005,69956,72094174654.5335,840963.5169645037,2511404173.960135,164,0,840963.5169645037,280321172.3215012,41746,22593.586076980868,562154301.1675985,2,225935860.76980868,911585.5233903482,1120488042.1608868,1,1823171046.7806964,1602045.5705376996,1558748076.9348595,3,534015190.1792332,813330.956573451,291776799.3042105,2,81333095.6573451,477256205.32173127,6422,298127306368.50653,3349555.63657848,3533167219.5675554,8,0,3349555.63657848,2664455193.3870835
|,|,|,2022-04-10T00:00:00+00:00,0,1898622.4488026474,61374,215441560.446636,69792,71813853482.21199,599076.0392395782,2543070818.241268,159,0,599076.0392395782,199692013.0798594,27277,5616.303657800332,573771966.3315786,0,56163036.57800332,278078.2863722923,1112687813.269802,1,556156572.7445847,658907.8039842792,1585866588.0203273,5,219635934.6614264,356944.01554869727,264850677.35962668,5,35694401.55486973,473906649.68515277,6414,295462851175.11945,1299546.4095630692,3537177044.9813347,11,0,1299546.4095630692,867649945.5388842
|,|,|,2022-04-09T00:00:00+00:00,0,2008682.396745596,60088,214842484.4073964,69633,71614161469.13214,648329.4540557511,2509266180.505664,127,0,648329.4540557511,216109818.01858371,26768,8427.302638701321,574204961.0626245,0,84273026.38701323,315543.7293756132,1120741496.7697062,0,631087458.7512264,564559.744291906,1573248207.0262187,0,188186581.43063533,471822.16638362437,259798834.3225181,4,47182216.63836244,472607103.2755897,6403,294595201229.58057,1360352.9426898449,3527993499.1810675,4,0,1360352.9426898449,950729283.2072374
|,|,|,2022-04-08T00:00:00+00:00,0,3313884.2519535623,58084,214194154.95334065,69506,71398051651.11356,888284.8259698084,2600561369.064771,123,0,888284.8259698084,296094941.9899361,32170,18234.34581994164,576342588.4221095,0,182343458.1994164,612592.007470315,1108102773.8515828,0,1225184014.94063,1226757.3270374862,1571491344.7794309,6,408919109.01249546,568015.7456560107,263915325.23373196,7,56801574.56560107,471246750.33289987,6399,293644471946.3733,2425599.4259837535,3519852032.2868547,13,0,2425599.4259837535,1873248156.718143
|,|,|,2022-04-07T00:00:00+00:00,0,3095133.4947371054,60371,213305870.12737086,69383,71101956709.12361,1032809.382656734,2504692837.941434,135,0,1032809.382656734,344269794.2189113,31317,7909.559774845668,570448514.9841874,0,79095597.74845667,530105.6637373533,1135347997.851146,0,1060211327.4747064,1054539.9069203087,1552121019.3930664,5,351513302.3067696,469768.98164786387,256515999.19124067,1,46976898.16478639,468821150.9069161,6386,291771223789.65515,2062324.1120803717,3514433531.4196405,6,0,2062324.1120803717,1537797125.694719
|,|,|,2022-04-06T00:00:00+00:00,0,4307623.342592982,74605,212273060.7447141,69248,70757686914.90471,1134257.3660047774,2638933975.2062283,146,0,1134257.3660047774,378085788.66825914,38278,16112.673152432099,566279623.3700039,0,161126731.524321,779550.9732052935,1132284911.8336132,1,1559101946.410587,1750597.5332907485,1660329895.395228,0,583532511.0969162,627104.7969397298,302229185.5108326,5,62710479.69397298,466758826.79483575,6380,290233426663.96045,3173365.976588204,3661123616.109678,6,0,3173365.976588204,2366471668.725797
|,|,|,2022-04-05T00:00:00+00:00,0,3042631.8370380974,74963,211138803.37870935,69102,70379601126.23645,1074908.5131187018,2710198847.166925,168,0,1074908.5131187018,358302837.7062339,30319,8081.743906586061,559728938.0304251,0,80817439.06586061,503429.0891589544,1123438497.5877497,1,1006858178.3179089,1012423.2099538499,1664374395.13716,3,337474403.31795,443789.28090000513,311860495.8929554,1,44378928.09000052,463585460.8182475,6374,287866954995.2347,1967723.3239193957,3659402326.64829,5,0,1967723.3239193957,1469528948.79172
|,|,|,2022-04-04T00:00:00+00:00,0,3693372.673223754,90467,210063894.86559063,68934,70021298288.53021,1526043.8643643227,2725697247.205559,186,0,1526043.8643643227,508681288.12144095,33225,13188.359779367775,549931750.6094121,2,131883597.79367775,490394.6636959589,1098929480.4358306,2,980789327.3919178,1055276.181499733,1668557783.6244392,2,351758727.16657764,608469.6038843715,313951864.99705523,2,60846960.388437144,461617737.49432814,6369,286397426046.44293,2167328.808859431,3631370879.666737,8,0,2167328.808859431,1525278612.7406104
|,|,|,2022-04-03T00:00:00+00:00,0,3059543.871732535,81599,208537851.0012263,68748,69512617000.40877,1196664.848535577,2673327307.3074536,158,0,1196664.848535577,398888282.8451923,33448,7574.611778295087,548537882.0436562,2,75746117.78295088,358920.20689996646,1086393121.1741998,0,717840413.799933,953265.4425997041,1625992714.05174,4,317755147.5332347,543118.7619189922,299000668.722418,6,54311876.19189922,459450408.6854687,6361,284872147433.70233,1862879.0231969578,3559924385.992014,12,0,1862879.0231969578,1165653555.3080177
|,|,|,2022-04-02T00:00:00+00:00,0,3883360.809620104,84583,207341186.15269074,68590,69113728717.56358,1413352.8859875053,2635807073.952923,133,0,1413352.8859875053,471117628.6625018,38565,10987.446331181867,546010802.7839899,1,109874463.31181867,482238.14016038924,1091250324.324595,0,964476280.3207785,1208204.8236289604,1628157130.802085,3,402734941.2096535,768577.5135120668,297725109.27313644,3,76857751.35120668,457587529.66227174,6349,283706493878.3943,2470007.9236325985,3563143367.1838064,7,0,2470007.9236325985,1553943436.1934574
|,|,|,2022-04-01T00:00:00+00:00,0,3717680.04075329,75477,205927833.26670322,68457,68642611088.90108,1006217.1006119839,2552761812.2359357,109,0,1006217.1006119839,335405700.20399463,41458,18903.820244081446,539657833.2115277,0,189038202.44081444,497116.4867080172,1076056916.1512952,0,994232973.4160343,1282503.5690898579,1585610035.6740499,5,427501189.6966193,912939.0640993499,284683462.9202842,6,91293906.409935,455117521.7386391,6342,282152550442.20087,2711462.9401413063,3486008247.9571567,11,0,2711462.9401413063,1702066271.963403
|,|,|,2022-03-31T00:00:00+00:00,0,3431866.932419115,73586,204921616.16609123,68348,68307205388.69708,964891.1786477913,2559221765.5958104,132,0,964891.1786477913,321630392.8825971,40114,16694.078399324655,541930096.8498596,0,166940783.99324656,490422.5910375048,1059751434.7341069,0,980845182.0750096,1212978.4073770796,1617325806.8360424,9,404326135.7923598,746880.6769574151,287026635.2268949,9,74688067.6957415,452406058.79849786,6331,280450484170.2374,2466975.753771324,3506033973.646904,18,0,2466975.753771324,1626800169.5563574
|,|,|,2022-03-30T00:00:00+00:00,0,3242848.7166267144,77771,203956724.98744345,68216,67985574995.81448,782665.211209645,2573472257.7493773,127,0,782665.211209645,260888403.73654833,40033,15731.968544987947,542218306.5829937,1,157319685.44987947,467315.2719994243,1072737104.0119561,0,934630543.9988487,1182212.8066039376,1628662991.84284,7,394070935.5346459,794923.4582687195,293755368.87600565,2,79492345.82687196,449939083.0447265,6313,278823684000.6811,2460183.5054170694,3537373771.3137956,10,0,2460183.5054170694,1565513510.810246
|,|,|,2022-03-29T00:00:00+00:00,0,3854678.7097015628,82778,203174059.77623382,68089,67724686592.077934,940474.4486877724,2521810347.973447,162,0,940474.4486877724,313491482.89592415,46592,17695.834027848192,533385129.82660156,2,176958340.27848193,524200.6964742722,1074986475.1602309,0,1048401392.9485444,1395072.3650678217,1583860759.019975,8,465024121.6892739,977235.3654438484,277395669.5283198,8,97723536.54438484,447478899.53930944,6303,277258170489.87085,2914204.2610137905,3469628033.535127,18,0,2914204.2610137905,1788107391.460685
|,|,|,2022-03-28T00:00:00+00:00,0,4308728.265490824,74880,202233585.32754603,67927,67411195109.182014,871192.6156888332,2502610451.112853,157,0,871192.6156888332,290397538.56294435,55233,19355.486724757237,538621136.6576817,0,193554867.24757236,505019.17009855254,1061906542.9911575,1,1010038340.1971052,1320602.8106896803,1569155647.2108338,8,440200936.8965601,1592558.1822890008,284566192.9792791,3,159255818.22890007,444564695.27829564,6285,275470063098.41016,3437535.649801991,3454249519.838952,12,0,3437535.649801991,1803049962.5701377
|,|,|,2022-03-27T00:00:00+00:00,0,2519173.0611084225,64960,201362392.7118572,67770,67120797570.61907,591874.3638788142,2425168783.5673137,108,0,591874.3638788142,197291454.62627137,36067,8046.826030794756,537111020.3383107,0,80468260.30794755,346234.0047339476,1062160504.3236383,1,692468009.4678952,971317.9431627402,1525643788.1599934,6,323772647.7209134,601699.9233021257,272811122.89962006,4,60169992.33021256,441127159.62849367,6273,273667013135.84003,1927298.6972296082,3397726435.7215624,11,0,1927298.6972296082,1156878909.8269687
|,|,|,2022-03-26T00:00:00+00:00,0,1884475.9142460665,55893,200770518.34797838,67662,66923506115.9928,510228.18574286264,2397668387.231152,89,0,510228.18574286264,170076061.91428754,30783,6824.601209075916,537742751.6401638,2,68246012.09075916,273854.2800656504,1061033547.326192,0,547708560.1313008,530407.7773891455,1493776844.342034,1,176802592.4630485,563161.0698393321,275910266.72102606,3,56316106.98393321,439199860.93126404,6262,272510134226.01306,1374247.728503204,3368463410.029416,6,0,1374247.728503204,849073271.6690416
|,|,|,2022-03-25T00:00:00+00:00,0,3053951.4963097945,61432,200260290.16223553,67573,66753430054.07851,585829.178191923,2397826228.538103,103,0,585829.178191923,195276392.73064098,41314,17221.18139889301,536702240.41395956,1,172211813.98893014,530678.2678987872,1066455569.8449209,3,1061356535.7975744,1261755.6982435957,1486110712.497628,1,420585232.74786526,658467.1705765957,267962584.98975354,2,65846717.057659574,437825613.2027609,6256,271661060954.344,2468122.318117872,3357231107.746262,7,0,2468122.318117872,1720000299.5920293
|,|,|,2022-03-24T00:00:00+00:00,0,3309849.1537964176,58884,199674460.9840436,67470,66558153661.34787,554242.1249029452,2360494145.919767,125,0,554242.1249029452,184747374.96764842,42661,29844.955058225143,536831125.0494319,1,298449550.5822514,536304.2204910392,1046500802.8289298,1,1072608440.9820784,1566505.1389748792,1482439777.1745048,2,522168379.658293,622952.714369329,276868811.1395043,3,62295271.43693291,435357490.88464296,6249,269941060654.75198,2755607.0288934726,3342640516.192371,7,0,2755607.0288934726,1955521642.659556
|,|,|,2022-03-23T00:00:00+00:00,0,2564250.405620669,59718,199120218.85914066,67345,66373406286.38022,561791.0715756613,2338214250.49377,144,0,561791.0715756613,187263690.52522042,37270,15419.971003857776,563221680.1803297,1,154199710.03857777,378241.5161296978,996558925.0997113,1,756483032.2593956,1098913.4612247995,1471152715.4156919,3,366304487.0749331,509884.38568665256,254798317.50833857,4,50988438.56866526,432601883.8557495,6242,267985539012.0924,2002459.3340450076,3285731638.2040715,9,0,2002459.3340450076,1327975667.9415717
|,|,|,2022-03-22T00:00:00+00:00,0,2887583.476467178,63739,198558427.787565,67201,66186142595.855,605866.71932148,2293240988.201208,164,0,605866.71932148,201955573.10716,39618,18253.36724703662,576604197.1120385,0,182533672.47036618,458924.6256289488,1053221436.514405,3,917849251.2578976,1227686.1882646403,1442977861.8404362,7,409228729.42154676,576852.5760050724,250471138.64120564,6,57685257.600507244,430599424.5217045,6233,266657563344.15085,2281716.757145698,3323274634.1080856,16,0,2281716.757145698,1567296910.7503178
|,|,|,2022-03-21T00:00:00+00:00,0,2444702.514708966,63209,197952561.06824353,67037,65984187022.74784,507620.0624618754,2282694162.227725,159,0,507620.0624618754,169206687.48729178,35880,15493.42584919204,610576055.098906,1,154934258.49192038,375716.0172688732,996578684.6114683,1,751432034.5377465,970030.3775238222,1412458651.5034485,5,323343459.1746074,575842.6316052029,243810645.7840876,3,57584263.16052029,428317707.7645588,6217,265090266433.40054,1937082.4522470904,3263424036.9979105,10,0,1937082.4522470904,1287294015.3647945
|,|,|,2022-03-20T00:00:00+00:00,0,2495761.794914142,59119,197444941.00578165,66878,65814980335.26055,516216.9768589481,2321969723.273303,110,0,516216.9768589481,172072325.61964938,39358,9977.350082265562,608729587.5059222,0,99773500.82265563,358238.1237082013,1069583229.544883,1,716476247.4164026,1104280.8849079069,1424338774.5016205,1,368093628.3026356,507048.45935682056,249453208.5468883,6,50704845.93568206,426380625.3123117,6207,263802972418.03574,1979544.818055194,3352104800.0993137,8,0,1979544.818055194,1235048222.4773757
|,|,|,2022-03-19T00:00:00+00:00,0,2805459.313764537,62007,196928724.0289227,66768,65642908009.6409,517705.54728986725,2303985862.587117,107,0,517705.54728986725,172568515.76328906,41991,13022.254263167915,610242129.1762748,2,130222542.63167915,322121.09541252814,1070001906.4679943,2,644242190.8250563,1141062.896372281,1428303606.5601401,9,380354298.79076034,811547.5204266928,248406679.02241394,5,81154752.04266927,424401080.4942565,6199,262567924195.55835,2287753.76647467,3356954321.2268233,18,0,2287753.76647467,1235973784.290165
|,|,|,2022-03-18T00:00:00+00:00,0,6592407.9776323885,62835,196411018.48163283,66661,65470339493.87761,814154.3445677097,2241487126.468096,98,0,814154.3445677097,271384781.5225699,55033,19973.471305324725,610936196.0788436,0,199734713.05324724,524479.3548301794,1057604693.4384398,0,1048958709.6603588,1230240.6909191401,1396530249.201477,4,410080230.30638003,4003560.116010035,263819658.2695199,9,400356011.60100347,422113326.72778183,6181,261331950411.2682,5778253.633064679,3328890796.988281,13,0,5778253.633064679,2059129664.6209896
|,|,|,2022-03-17T00:00:00+00:00,0,5515890.604412941,64433,195596864.1370651,66563,65198954712.35504,672512.1569869636,2250031375.5284457,126,0,672512.1569869636,224170718.99565452,47671,21891.955249028033,618535529.8591127,1,218919552.49028033,409844.29340271413,1055267902.809869,0,819688586.8054283,551328.8415658211,1364586878.6638079,10,183776280.52194035,3860313.3572084145,249998020.23916897,11,386031335.72084147,416335073.09471714,6168,259272820746.64722,4843378.447425978,3288388331.5719585,22,0,4843378.447425978,1608415755.5384903
|,|,|,2022-03-16T00:00:00+00:00,0,2989421.736143435,61790,194924351.98007816,66437,64974783993.35938,574089.4904161481,2182919844.6610785,139,0,574089.4904161481,191363163.4720494,36011,20322.70638614547,663081042.9654758,0,203227063.8614547,587573.4083490756,1039307535.8969867,0,1175146816.698151,1315745.3291867268,1308102752.5891314,3,438581776.3955756,491690.8018053389,218184846.5476612,5,49169080.18053389,411491694.6472912,6146,257664404991.1087,2415332.2457272867,3228676177.999255,8,0,2415332.2457272867,1866124737.1357152
|,|,|,2022-03-15T00:00:00+00:00,0,2134820.6925829086,68306,194350262.48966202,66298,64783420829.88734,617790.3991298556,2169439713.4214945,153,0,617790.3991298556,205930133.0432852,35547,17744.103595106488,662544464.9460647,0,177441035.95106488,356604.7459529377,1046819313.9193878,2,713209491.9058753,767558.7994440601,1282077840.537966,4,255852933.14802003,375122.64446094894,214740810.39453873,6,37512264.44609489,409076362.4015639,6138,255798280253.973,1517030.293453053,3206182429.7979574,12,0,1517030.293453053,1184015725.4510553
|,|,|,2022-03-14T00:00:00+00:00,0,1921236.5478876967,66087,193732472.09053215,66145,64577490696.84405,487734.06258033775,2142051697.6629076,176,0,487734.06258033775,162578020.86011258,33081,16518.409336762066,690973385.7137433,0,165184093.36762065,371316.9593847929,1044499707.5442232,0,742633918.7695858,622740.0206578805,1244156396.3411741,7,207580006.88596016,422927.09592792345,213018863.4928248,2,42292709.59279235,407559332.10811085,6126,254614264528.52194,1433502.485307359,3192648353.0919657,9,0,1433502.485307359,1157690728.615959
|,|,|,2022-03-13T00:00:00+00:00,0,1693650.6705143552,63793,193244738.0279518,65969,64414912675.98394,485416.0502249571,2173557638.7799616,121,0,485416.0502249571,161805350.0749857,31459,14012.214429844546,688774809.7347676,0,140122144.29844546,329481.89810226596,1049788125.8011017,0,658963796.2045319,478330.41472221125,1276269802.6683223,4,159443471.57407042,386410.09303507634,218405949.2872326,5,38641009.30350763,406125829.6228035,6117,253456573799.90598,1208234.6202893981,3233238687.491424,9,0,1208234.6202893981,997170421.3805554
|,|,|,2022-03-12T00:00:00+00:00,0,1267155.3032326705,58787,192759321.97772685,65848,64253107325.90895,427712.32906048605,2169636609.6034994,118,0,427712.32906048605,142570776.35349536,28066,14301.158874893632,688107139.1350387,0,143011588.74893633,208967.31038236874,1037229301.098004,1,417934620.7647375,315706.6755976548,1273615188.9517887,2,105235558.53255159,300467.82931726746,241894066.3329628,1,30046782.931726743,404917595.00251406,6108,252459403378.52542,839442.9741721846,3240845695.517794,4,0,839442.9741721846,696228550.9779521
|,|,|,2022-03-11T00:00:00+00:00,0,2241322.6506533953,62288,192331609.64866638,65730,64110536549.55546,592706.5065168755,2190001792.547471,132,0,592706.5065168755,197568835.50562516,34993,18742.281046418528,702167185.7294961,4,187422810.4641853,431490.046611348,1041970938.0901784,3,862980093.222696,751575.7421703942,1283084520.0744703,9,250525247.39013138,446808.0743083595,245032770.05127823,3,44680807.43083595,404078152.0283419,6104,251763174827.5475,1648616.14413652,3272255413.945423,19,0,1648616.14413652,1345608958.5078485
|,|,|,2022-03-10T00:00:00+00:00,0,2191491.0029719453,60176,191738903.1421495,65598,63912967714.049835,489311.4977469423,2272149454.6468134,128,0,489311.4977469423,163103832.58231407,34619,17301.92778074928,689983644.4684765,0,173019277.80749282,438069.83114491147,1057993785.4956418,0,876139662.2898229,808769.0407946154,1338504942.3917174,6,269589680.2648718,438038.7055047271,255878654.3499822,4,43803870.550472714,402429535.8842054,6085,250417565869.03964,1702179.5052250032,3342361026.7058177,10,0,1702179.5052250032,1362552490.9126604
|,|,|,2022-03-09T00:00:00+00:00,0,2438365.763581405,68853,191249591.64440256,65470,63749863881.46752,612108.6400577035,2172838319.212123,141,0,612108.6400577035,204036213.35256782,36517,16764.86607966866,688697504.823668,0,167648660.7966866,475768.7330313574,1043027986.0820911,0,951537466.0627148,873205.5766001531,1261378108.8602297,5,291068525.5333844,460517.94781252247,238667019.1638627,6,46051794.78125225,400727356.3789804,6075,249055013378.12698,1826257.1235237017,3231770618.9298515,11,0,1826257.1235237017,1456306447.1740382
|,|,|,2022-03-08T00:00:00+00:00,0,2419447.576295835,69679,190637483.00434485,65329,63545827668.11495,583715.7539730403,2143854171.9022284,164,0,583715.7539730403,194571917.9910134,31659,21814.407548504234,685418027.3804353,1,218144075.48504233,523449.3686609775,1030522196.0157654,0,1046898737.3219551,983497.3144011642,1227332874.0886567,6,327832438.1337214,306970.7317121486,224818970.30980113,6,30697073.171214856,398901099.2554567,6064,247598706930.95294,1835731.8223227945,3168092067.7946587,13,0,1835731.8223227945,1623572324.1119337
|,|,|,2022-03-07T00:00:00+00:00,0,2641128.6404527016,60407,190053767.2503718,65165,63351255750.12394,666916.9960786339,2187065909.415044,105,0,666916.9960786339,222305665.35954466,36903,21129.73311143109,685598898.4865066,3,211297331.11431092,490462.6227706044,1025703211.3987628,2,980925245.5412089,1050612.9178781046,1235933114.9801898,3,350204305.95936817,412006.3706139274,243599245.26468548,1,41200637.06139275,397065367.4331339,6051,245975134606.841,1974211.6443740674,3190834470.1301446,9,0,1974211.6443740674,1583627519.6762807
|,|,|,2022-03-06T00:00:00+00:00,0,1819776.5976280074,58390,189386850.25429317,65060,63128950084.76439,512721.1503551457,2258910588.9821806,89,0,512721.1503551457,170907050.1183819,28563,14370.401435495305,675413740.372997,0,143704014.35495305,326145.0952767255,1016539386.7943237,0,652290190.553451,604798.356936628,1277177528.2849536,1,201599452.3122093,361741.59362401307,260789135.6578445,5,36174159.36240131,395091155.7887598,6042,244391507087.1647,1307055.4472728618,3229919791.110119,6,0,1307055.4472728618,1033767816.5830146
|,|,|,2022-03-05T00:00:00+00:00,0,1551047.56640517,67033,188874129.10393804,64971,62958043034.64601,527579.7362665416,2241623991.583534,100,0,527579.7362665416,175859912.0888472,27310,10848.351771073902,674169956.1891487,2,108483517.710739,278357.9947858715,1028518088.3125197,2,556715989.571743,459278.2283343232,1246737802.259422,5,153092742.77810773,274983.2552473598,258268772.67956614,7,27498325.52473598,393784100.34148693,6036,243357739270.5817,1023467.8301386284,3207694619.4406567,16,0,1023467.8301386284,845790575.5853257
|,|,|,2022-03-04T00:00:00+00:00,0,2793275.9774560477,64137,188346549.3676715,64871,62782183122.55716,716135.7571583928,2360598161.881222,108,0,716135.7571583928,238711919.05279762,33757,24902.841418478645,674122448.9511067,1,249028414.18478644,639737.5508978347,1046222827.0491974,0,1279475101.7956693,953832.2623261436,1310052173.6312678,8,317944087.4420479,458667.5656551978,281923914.502297,5,45866756.56551978,392760632.5113483,6020,242511948694.99637,2077140.2202976549,3312321364.1338687,14,0,2077140.2202976549,1892314359.9880235
|,|,|,2022-03-03T00:00:00+00:00,0,2188243.736159306,69049,187630413.6105131,64763,62543471203.504364,634224.21360436,2441849148.7701883,117,0,634224.21360436,211408071.20145336,30190,18842.450493767683,674206282.7114179,0,188424504.93767682,439850.21252427856,1071095650.702257,2,879700425.048557,689275.6618996738,1358978811.5523312,5,229758553.96655792,406051.1976372259,296667680.33379155,7,40605119.76372259,390683492.2910507,6006,240619634335.00836,1554019.522554946,3400948425.2997975,14,0,1554019.522554946,1338488603.7165143
|,|,|,2022-03-02T00:00:00+00:00,0,3135499.9076239984,63980,186996189.39690873,64646,62332063132.30291,674213.0824114616,2462427267.6414747,118,0,674213.0824114616,224737694.13715386,33269,24027.235585971215,666212758.1849382,2,240272355.85971215,674679.0472527529,1057890345.0041931,2,1349358094.505506,1192042.352819238,1364994050.2241273,5,397347450.939746,570538.1895545743,294566560.71505827,3,57053818.955457434,389129472.76849574,5992,239281145731.29184,2461286.825212537,3383663714.128317,12,0,2461286.825212537,2044031720.2604215
|,|,|,2022-03-01T00:00:00+00:00,0,3321821.1619080245,53122,186321976.31449726,64528,62107325438.16576,700530.3802802775,2426478210.739106,91,0,700530.3802802775,233510126.76009247,37660,21995.139377261337,662728085.1084788,1,219951393.77261338,673813.9193301258,1047442929.5408379,1,1347627838.6602516,1127010.8794034668,1337089566.8817852,8,375670293.13448894,798470.843516893,291859601.8552299,11,79847084.3516893,386668185.9432832,5980,237237114011.0314,2621290.7816277468,3339120183.386332,21,0,2621290.7816277468,2023096609.9190433
|,|,|,2022-02-28T00:00:00+00:00,0,2880595.6512062345,45365,185621445.934217,64437,61873815311.40566,613024.5884250243,2262697474.5871477,83,0,613024.5884250243,204341529.4750081,30416,15701.16933242584,658827600.8914574,0,157011693.3242584,727906.0430187861,992381021.8987026,0,1455812086.0375721,1126366.058039121,1153087804.5477445,4,375455352.67970705,397597.7923908774,259580443.63932535,2,39759779.23908774,384046895.1616554,5959,235214017401.11237,2267571.0627812105,3063876870.97723,6,0,2267571.0627812105,2028038911.2806253
|,|,|,2022-02-27T00:00:00+00:00,0,2810223.8421536344,47766,185008421.34579197,64354,61669473781.93066,589570.1583362577,2360233428.5540395,81,0,589570.1583362577,196523386.1120859,32938,9434.134059565311,655466972.5739518,0,94341340.5956531,717582.7634801775,1012252352.0680845,0,1435165526.960355,1078202.2652134823,1191132400.004787,5,359400755.0711608,415434.5210641516,273340296.07856405,4,41543452.10641516,381779324.0988742,5953,233185978489.83176,2220653.683817377,3132192020.7253876,9,0,2220653.683817377,1930451074.733584
|,|,|,2022-02-26T00:00:00+00:00,0,1959868.1518302257,45214,184418851.1874557,64273,61472950395.81857,536676.3090911793,2368810081.887426,67,0,536676.3090911793,178892103.0303931,26758,10835.348840906623,655356739.4366033,1,108353488.40906623,437872.40937871835,1006494057.6180034,2,875744818.7574368,624394.8857752619,1190552126.414549,4,208131628.59175396,350089.19874415954,273087079.9902741,5,35008919.87441596,379558670.4150569,5944,231255527415.09818,1423191.8427390463,3125490003.4594297,12,0,1423191.8427390463,1227238855.6326728
|,|,|,2022-02-25T00:00:00+00:00,0,3036178.8169735973,45904,183882174.87836453,64206,61294058292.78818,682545.2487637285,2262277456.2533135,87,0,682545.2487637285,227515082.92124283,30626,28580.96377494375,656684350.338501,2,285809637.7494375,729952.7597359697,1010035928.2119465,0,1459905519.4719393,1162793.0569064233,1134148659.0753784,3,387597685.63547444,432306.7877925319,259159363.1937193,5,43230678.77925319,378135478.5723178,5932,230028288559.46548,2353633.568209869,3060028300.8195453,10,0,2353633.568209869,2176543521.6361046
|,|,|,2022-02-24T00:00:00+00:00,0,5429937.91395043,66544,183199629.6296008,64119,61066543209.866936,1308907.5541106444,2270416164.9380794,58,0,1308907.5541106444,436302518.03688145,52789,43996.17956779323,656037575.2616673,0,439961795.6779323,1126362.884144313,970744396.8528302,2,2252725768.2886257,2152508.789578642,1137617684.933706,6,717502929.8595475,798162.5065490373,252681279.41133538,5,79816250.65490372,375781845.00410795,5922,227851745037.82938,4121030.359839786,3017080936.459539,13,0,4121030.359839786,3490006744.4810095
|,|,|,2022-02-23T00:00:00+00:00,0,2267629.187097249,52227,181890722.07549018,64061,60630240691.830055,554687.1358678609,2322329952.1441717,122,0,554687.1358678609,184895711.9559536,28346,12286.042025820268,667788134.8206149,1,122860420.25820269,526591.8835671392,1013322749.8549023,0,1053183767.1342783,790716.8044364734,1186063506.3616705,5,263572268.14549115,383347.3211999554,260538122.04722354,0,38334732.11999554,371660814.64426816,5909,224361738293.3484,1712942.0512293882,3127712513.084411,6,0,1712942.0512293882,1477951187.6579678
|,|,|,2022-02-22T00:00:00+00:00,0,2992818.7316137995,53860,181336034.9396223,63939,60445344979.8741,704411.9489208753,2297274639.919841,99,0,704411.9489208753,234803982.9736251,32416,13210.563186136409,669216060.6128703,0,132105631.86136408,580370.542404185,1004101129.0909475,0,1160741084.80837,1151872.2236954605,1159085561.6631753,5,383957407.89848685,542953.4534071423,250049696.50794262,3,54295345.34071422,369947872.59303874,5903,222883787105.6904,2288406.782692924,3082452447.874936,8,0,2288406.782692924,1731099469.9089353
|,|,|,2022-02-21T00:00:00+00:00,0,3576734.3622801737,47049,180631622.99070144,63840,60210540996.900475,767746.5159821968,2364457859.743794,74,0,767746.5159821968,255915505.32739893,31317,12827.730632196233,675058711.6189818,0,128277306.32196233,815956.6752690542,1007591230.3798443,1,1631913350.5381086,1454674.8581781383,1199692837.3348916,1,484891619.3927128,525528.5822185881,262480674.9497429,6,52552858.221858814,367659465.8103458,5895,221152687635.78146,2808987.846297977,3144823454.2834606,8,0,2808987.846297977,2297635134.4746423
|,|,|,2022-02-20T00:00:00+00:00,0,2885644.6369910296,52572,179863876.47471923,63766,59954625491.573074,709275.5063784173,2451737452.2972746,61,0,709275.5063784173,236425168.79280573,36124,10891.00528394716,670484667.5630242,0,108910052.8394716,546387.2046179684,1021205408.0048113,1,1092774409.2359366,1086572.845829025,1254252153.0070093,6,362190948.60967493,532518.0748816718,275245509.65175533,2,53251807.48816718,364850477.96404785,5887,218855052501.30682,2176369.1306126122,3221187738.2266,9,0,2176369.1306126122,1617127218.1732504
