project_id,timestamp,active_users,business_type,deposits,gmv,market_cap_circulating,market_cap_fully_diluted,pe_circulating,pe_fully_diluted,price,project,ps_circulating,ps_fully_diluted,revenue_protocol,revenue_supply_side,revenue_total,token_incentives,token_trading_volume,tokenholders,treasury,tvl,volmc_circulating,volmc_fully_diluted
bitcoin,2022-07-17T00:00:00.000Z,,,,,404705642580.89075,445054750210.7358,,,21193.08334336837,Bitcoin,,,,,,,42051101694.797554,,,,0.10390540004984627,0.09448523282784002
bitcoin,2022-07-16T00:00:00.000Z,,transaction,,,397285233065.65533,436691051610.17084,,,20794.811981436706,Bitcoin,3032.561218969021,3333.3540679699786,0.0,380596.1603863376,380596.1603863376,,46542248374.33238,,,,0.11715071314176133,0.10657934986925292
bitcoin,2022-07-15T00:00:00.000Z,,transaction,,,393104346702.71136,432071652421.5093,,,20574.84059150044,Bitcoin,2971.966847477317,3266.569391822528,0.0,538935.9960181015,538935.9960181015,,28732413536.669937,,,,0.07309106037028656,0.06649918682617001
bitcoin,2022-07-14T00:00:00.000Z,,transaction,,,385462566548.9708,424730011950.96906,,,20225.23866433186,Bitcoin,2905.688532883551,3201.6938411077454,0.0,640035.3020920439,640035.3020920439,,28560004360.902916,,,,0.07409280910621066,0.06724272727918246
bitcoin,2022-07-13T00:00:00.000Z,,transaction,,,370191767290.5106,406365484351.6227,,,19350.73735007727,Bitcoin,2809.2885572043288,3083.8014405002455,0.0,479986.64919947094,479986.64919947094,,22074971578.2899,,,,0.05963117910444078,0.05432294923746211
bitcoin,2022-07-12T00:00:00.000Z,,transaction,,,382000290322.39886,419967824631.09265,,,19998.467839575842,Bitcoin,2855.230516790672,3139.015805314896,0.0,331663.0016014863,331663.0016014863,,21319467248.801025,,,,0.05581008127194856,0.0507645252764981
bitcoin,2022-07-11T00:00:00.000Z,,transaction,,,398249545888.6735,438056095672.66327,,,20859.81407965063,Bitcoin,2994.6999447514454,3294.031541408641,0.0,315839.12666925596,315839.12666925596,,25037950754.003357,,,,0.06287000452977906,0.05715695090501132
bitcoin,2022-07-10T00:00:00.000Z,,transaction,,,412459838738.2113,453382190130.653,,,21589.628101459668,Bitcoin,3101.934704787032,3409.6942732677653,0.0,262413.1520054553,262413.1520054553,,26211587451.783283,,,,0.06354942952014246,0.057813447511534985
bitcoin,2022-07-09T00:00:00.000Z,,transaction,,,417690286504.50726,459035193733.56885,,,21858.818749217564,Bitcoin,3103.001485926447,3410.150856434695,0.0,337156.0498263932,337156.0498263932,,46645398900.96298,,,,0.11167460773704067,0.10161617134749955
bitcoin,2022-07-08T00:00:00.000Z,,transaction,,,414055638573.8548,454872533578.57886,,,21660.596837075183,Bitcoin,3085.0233283300545,3389.139639155542,0.0,488565.4583792396,488565.4583792396,,21927087503.433758,,,,0.05295686246166803,0.0482049055169999
bitcoin,2022-07-07T00:00:00.000Z,,transaction,,,392479833070.6018,431900431699.17004,,,20566.68722377,Bitcoin,2968.3174600007405,3266.454692371127,0.0,532864.7358762628,532864.7358762628,,21755499642.28282,,,,0.05543087264402016,0.050371562623109614
bitcoin,2022-07-06T00:00:00.000Z,,transaction,,,385301783065.72974,423964372943.43896,,,20188.779663973284,Bitcoin,2957.9911735943397,3254.8068246837406,0.0,507253.5464174891,507253.5464174891,,23623270105.54542,,,,0.06131108430794741,0.055719941610982954
bitcoin,2022-07-05T00:00:00.000Z,,transaction,,,386425176262.77844,425397258900.4505,,,20257.012328592882,Bitcoin,2996.6888053572748,3298.913429775515,0.0,395394.19792730175,395394.19792730175,,18634860046.37241,,,,0.048223721411206025,0.0438057830803589
bitcoin,2022-07-04T00:00:00.000Z,,transaction,,,368549364135.05225,405514897588.9585,,,19310.233218521833,Bitcoin,2891.23391808618,3181.2249329205433,0.0,289336.82346966234,289336.82346966234,,13976969844.332441,,,,0.03792428153318067,0.03446721668534086
bitcoin,2022-07-03T00:00:00.000Z,,transaction,,,367706689137.568,404632767055.9887,,,19268.227002666128,Bitcoin,2861.7747996638655,3149.1617914132203,0.0,183791.23973516392,183791.23973516392,,15601715000.679424,,,,0.04242978292636511,0.038557715219639216
bitcoin,2022-07-02T00:00:00.000Z,,transaction,,,370916529918.7163,407556396035.51196,,,19407.447430262473,Bitcoin,2793.3122557768,3069.2411476396,0.0,252049.29619901712,252049.29619901712,,28756781114.699898,,,,0.07752898238588002,0.07055902298290569
bitcoin,2022-07-01T00:00:00.000Z,,transaction,,,365984224323.45276,411776347361.88477,,,19608.397493423083,Bitcoin,2673.1236799030376,3007.5862067328367,0.0,351504.4726280907,351504.4726280907,,22816515394.911003,,,,0.06234289315909426,0.05540997082782654
bitcoin,2022-06-30T00:00:00.000Z,,transaction,,,384067866465.5609,422279118930.6854,,,20108.529472889782,Bitcoin,2752.578162736757,3026.434603980467,0.0,328816.28316507925,328816.28316507925,,20744333507.35517,,,,0.05401215597195841,0.049124696385378766
bitcoin,2022-06-29T00:00:00.000Z,,transaction,,,386606940573.39575,425933392064.6636,,,20282.542479269694,Bitcoin,2743.096680165643,3022.130104574412,0.0,259571.43974390044,259571.43974390044,,18161209601.432373,,,,0.04697590160822408,0.04263861425233175
bitcoin,2022-06-28T00:00:00.000Z,,transaction,,,395914576106.05786,435781028146.6061,,,20751.477530790766,Bitcoin,2771.0020914837532,3050.0269838504414,0.0,290039.4157692536,290039.4157692536,,17719011287.9831,,,,0.044754632330678626,0.040660354957036
bitcoin,2022-06-27T00:00:00.000Z,,transaction,,,401645800330.4072,442108913354.55035,,,21052.80539783573,Bitcoin,2811.3399545474076,3094.5635466690283,0.0,302972.3563751821,302972.3563751821,,15392697878.417652,,,,0.038324060318208494,0.03481652917066035
bitcoin,2022-06-26T00:00:00.000Z,,transaction,,,410110791491.05475,452043487606.43915,,,21525.88036221139,Bitcoin,2860.4308641793505,3152.9020224012756,0.0,268783.6246103082,268783.6246103082,,16152442749.306295,,,,0.039385558937818414,0.0357320549729256
bitcoin,2022-06-25T00:00:00.000Z,,transaction,,,407086114490.3726,446516983142.07874,,,21262.71348295613,Bitcoin,2783.890167888088,3053.541240826778,0.0,286964.0797865602,286964.0797865602,,21955656695.748722,,,,0.0539336909666762,0.04917093307683345
bitcoin,2022-06-24T00:00:00.000Z,,transaction,,,402495826231.42053,443105681203.73285,,,21100.270533511088,Bitcoin,2701.749787646806,2974.343091470853,0.0,338809.6584574611,338809.6584574611,,23655104386.978516,,,,0.058771055114935994,0.053384791462653985
bitcoin,2022-06-23T00:00:00.000Z,,transaction,,,381616262301.266,419654896140.1252,,,19983.566482863105,Bitcoin,2514.864189860281,2765.5400847911797,0.0,316414.96517069807,316414.96517069807,,24955466738.110855,,,,0.06539413857161523,0.05946664025046447
