project_id,timestamp,active_users,business_type,deposits,gmv,market_cap_circulating,market_cap_fully_diluted,pe_circulating,pe_fully_diluted,price,project,ps_circulating,ps_fully_diluted,revenue_protocol,revenue_supply_side,revenue_total,token_incentives,token_trading_volume,tokenholders,treasury,tvl,volmc_circulating,volmc_fully_diluted
karura,2022-05-22T00:00:00.000Z,,transaction,,,37509141.11338632,58081498.333171025,13977.402654155714,21643.483824525076,0.5808149833317102,Karura,13977.402654155714,21643.483824525076,2.7284275215659046,0,2.7284275215659046,,355220.51469018805,,,,0.009470238564418006,0.0061158979173117755
karura,2022-05-21T00:00:00.000Z,,transaction,,,36797761.80065944,57113062.16145642,13294.632783375226,20634.330769461056,0.5711306216145642,Karura,13294.632783375226,20634.330769461056,2.9696890151747644,0,2.9696890151747644,,500364.81350546173,,,,0.0135976969527667,0.008760952303536969
karura,2022-05-20T00:00:00.000Z,,transaction,,,38030421.85634712,58653096.03089445,13196.126478674203,20351.961293333137,0.5865309603089445,Karura,13196.126478674203,20351.961293333137,3.5303060573115954,0,3.5303060573115954,,557545.7804125666,,,,0.01466052053060554,0.009505820121053618
karura,2022-05-19T00:00:00.000Z,,transaction,,,36922063.77301429,57075720.59125678,12524.947851154679,19361.60525498721,0.5707572059125678,Karura,12524.947851154679,19361.60525498721,4.990141867347661,0,4.990141867347661,,428474.3021687438,,,,0.01160483078093561,0.007507120325947846
karura,2022-05-18T00:00:00.000Z,,transaction,,,40614712.79115111,63127963.99063701,13731.728888696458,21343.40063593126,0.6312796399063701,Karura,13731.728888696458,21343.40063593126,5.007140742336129,0,5.007140742336129,,472085.23807277303,,,,0.011623503051722384,0.007478226893913315
karura,2022-05-17T00:00:00.000Z,,transaction,,,38924693.02204488,60029304.97795301,12982.35834802648,20021.27410909546,0.6002930497795301,Karura,12982.35834802648,20021.27410909546,5.632947855774763,0,5.632947855774763,,630697.5038135778,,,,0.016203018054795813,0.010506493520876419
karura,2022-05-16T00:00:00.000Z,,transaction,,,42152138.59637847,64980209.7281008,14042.119177116703,21646.82219075889,0.649802097281008,Karura,14042.119177116703,21646.82219075889,9.57272500963323,0,9.57272500963323,,725310.119091775,,,,0.01720695896445194,0.011162015667950567
karura,2022-05-15T00:00:00.000Z,,transaction,,,39480212.1382642,61137527.39039796,13349.691494050625,20672.81519442126,0.6113752739039796,Karura,13349.691494050625,20672.81519442126,5.4384271255839565,0,5.4384271255839565,,543969.1385021799,,,,0.01377827293827951,0.008897467099521819
karura,2022-05-14T00:00:00.000Z,,transaction,,,39465086.534302,60815905.79278405,13293.805728352361,20485.82450466301,0.6081590579278405,Karura,13293.805728352361,20485.82450466301,3.8934645577641342,0,3.8934645577641342,,730448.5607894076,,,,0.01850872821866287,0.012010814461569312
karura,2022-05-13T00:00:00.000Z,,transaction,,,37561913.62242632,58233942.05086132,12513.68229553016,19400.530467268578,0.5823394205086132,Karura,12513.68229553016,19400.530467268578,4.288955167840517,0,4.288955167840517,,1129655.4694598953,,,,0.030074491965857538,0.019398574605738662
karura,2022-05-12T00:00:00.000Z,,transaction,,,40626189.7003666,60751424.12501315,13397.053598945526,20033.630798699516,0.6075142412501315,Karura,13397.053598945526,20033.630798699516,8.037356930513884,0,8.037356930513884,,1820763.0149939891,,,,0.04481746943099513,0.029970705069353714
karura,2022-05-11T00:00:00.000Z,,transaction,,,51800691.63252366,79908782.6118846,17217.044993901574,26559.35784403522,0.799087826118846,Karura,17217.044993901574,26559.35784403522,17.02114763195808,0,17.02114763195808,,997459.8074230006,,,,0.019255723736258647,0.01248248033345275
karura,2022-05-10T00:00:00.000Z,,transaction,,,50685552.373951145,77786216.47554056,17310.864083538265,26566.6754708744,0.7778621647554056,Karura,17310.864083538265,26566.6754708744,7.653060969096559,0,7.653060969096559,,1402489.237613072,,,,0.027670394657351195,0.018030048267665476
karura,2022-05-09T00:00:00.000Z,,transaction,,,58441051.829261295,90698294.88766982,19898.937674184835,30882.39620322713,0.9069829488766982,Karura,19898.937674184835,30882.39620322713,10.073981033090494,0,10.073981033090494,,1267565.0495972438,,,,0.02168963442513841,0.013975621605313836
karura,2022-05-08T00:00:00.000Z,,transaction,,,67872017.2913087,104475269.802818,23038.33070410891,35462.85954324423,1.04475269802818,Karura,23038.33070410891,35462.85954324423,9.45185403277269,0,9.45185403277269,,790383.7195621616,,,,0.011645207422814786,0.007565270911038534
karura,2022-05-07T00:00:00.000Z,,transaction,,,71151902.873467,110008401.446207,23688.7496140219,36625.323737754625,1.10008401446207,Karura,23688.7496140219,36625.323737754625,6.5735149582732175,0,6.5735149582732175,,1248252.0066694135,,,,0.017543480304233645,0.011346878877062823
karura,2022-05-06T00:00:00.000Z,,transaction,,,70921419.56354912,109415665.08577569,23040.982082443217,35547.009553594515,1.094156650857757,Karura,23040.982082443217,35547.009553594515,6.505842451046339,0,6.505842451046339,,1103388.2965621478,,,,0.015557899198188736,0.010084372248682616
karura,2022-05-05T00:00:00.000Z,,transaction,,,76582488.84389673,119886741.60928537,24386.95643102969,38176.778901026264,1.1988674160928536,Karura,24386.95643102969,38176.778901026264,6.688984326276878,0,6.688984326276878,,1561471.9291141806,,,,0.020389412157876385,0.013024558914138031
karura,2022-05-04T00:00:00.000Z,,transaction,,,69084047.65869506,108456587.9159927,21587.35892162904,33890.47645738328,1.084565879159927,Karura,21587.35892162904,33890.47645738328,7.004386701661344,0,7.004386701661344,,890979.825799007,,,,0.012897041444369777,0.008215082577456095
karura,2022-05-03T00:00:00.000Z,,transaction,,,71129359.44384475,111708987.83239166,21873.191574041608,34351.9484851994,1.1170898783239167,Karura,21873.191574041608,34351.9484851994,5.075256804710951,0,5.075256804710951,,980498.7517446304,,,,0.01378472629883185,0.008777259294621595
karura,2022-05-02T00:00:00.000Z,,transaction,,,70948335.98560183,111268366.45916183,21121.704194540773,33125.19581906925,1.1126836645916183,Karura,21121.704194540773,33125.19581906925,5.919411529981397,0,5.919411529981397,,1373970.6463577275,,,,0.019365790998065964,0.012348259348824069
karura,2022-05-01T00:00:00.000Z,,transaction,,,68801388.59809181,108244462.95963563,19300.198268361604,30364.78825706772,1.0824446295963563,Karura,19300.198268361604,30364.78825706772,6.481658323513338,0,6.481658323513338,,1268673.5039312972,,,,0.018439649689955293,0.011720447117968387
karura,2022-04-30T00:00:00.000Z,,transaction,,,75208305.68691464,117745565.71702659,20481.328945745627,32065.41672927114,1.177455657170266,Karura,20481.328945745627,32065.41672927114,7.159707229068625,0,7.159707229068625,,1305504.5705338991,,,,0.017358515906056922,0.011087505186151708
karura,2022-04-29T00:00:00.000Z,,transaction,,,80055639.67718928,125578084.60451221,21579.821196926438,33850.864510549116,1.255780846045122,Karura,21579.821196926438,33850.864510549116,9.702638669947293,0,9.702638669947293,,1258833.4056845861,,,,0.01572448125779292,0.010024308060192808
karura,2022-04-28T00:00:00.000Z,,transaction,,,78689576.10961096,123592633.96497233,21139.101595646553,33201.82132154103,1.2359263396497233,Karura,21139.101595646553,33201.82132154103,7.9167184316952826,0,7.9167184316952826,,1270644.3474905584,,,,0.01614755613527018,0.010280906771925216
karura,2022-04-27T00:00:00.000Z,,transaction,,,79903826.93504201,125595755.5232814,21394.426046720168,33628.5407895323,1.255957555232814,Karura,21394.426046720168,33628.5407895323,9.094700622163236,0,9.094700622163236,,1179300.0357729641,,,,0.01475899316726943,0.009389648805085296
karura,2022-04-26T00:00:00.000Z,,transaction,,,86142464.9484486,135152937.19919214,22969.619351295958,36038.108771705876,1.3515293719919212,Karura,22969.619351295958,36038.108771705876,8.302383743113706,0,8.302383743113706,,1685902.4940958254,,,,0.019571096498164322,0.012474035185865739
karura,2022-04-25T00:00:00.000Z,,transaction,,,83714715.86565325,131430591.29841074,22251.88763574931,34935.061526885416,1.3143059129841075,Karura,22251.88763574931,34935.061526885416,11.33070476840282,0,11.33070476840282,,1105390.1048025205,,,,0.013204250810293243,0.008410447627772993
karura,2022-04-24T00:00:00.000Z,,transaction,,,84648406.9362915,132752849.5888837,22761.01336268973,35695.761949800726,1.327528495888837,Karura,22761.01336268973,35695.761949800726,10.86374410693524,0,10.86374410693524,,1320457.3084954144,,,,0.01559931670644698,0.009946734195044996
karura,2022-04-23T00:00:00.000Z,,transaction,,,86597172.2875272,135710298.9732584,23449.435402817355,36748.65824376129,1.3571029897325841,Karura,23449.435402817355,36748.65824376129,11.656958725936915,0,11.656958725936915,,1318370.1073064804,,,,0.015224170402806193,0.009714591429544077
karura,2022-04-22T00:00:00.000Z,,transaction,,,87551918.84097923,137305210.21075052,23794.61097605597,37316.418705619486,1.3730521021075053,Karura,23794.61097605597,37316.418705619486,9.658024601992487,0,9.658024601992487,,1507320.5961469163,,,,0.017216305662982285,0.010977883460018172
karura,2022-04-21T00:00:00.000Z,,transaction,,,90261832.25180025,141622328.02732787,24401.192727796555,38285.88047175529,1.4162232802732786,Karura,24401.192727796555,38285.88047175529,12.34549329124653,0,12.34549329124653,,1785785.048435654,,,,0.0197844980972014,0.012609488018662308
karura,2022-04-20T00:00:00.000Z,,transaction,,,89813624.16914551,141037561.15235323,24714.513438428592,38810.08847676023,1.4103756115235324,Karura,24714.513438428592,38810.08847676023,8.950309175854578,0,8.950309175854578,,1850846.373757908,,,,0.020607634875887192,0.01312307415581701
karura,2022-04-19T00:00:00.000Z,,transaction,,,86562484.47295761,136150484.53875613,24095.701009261196,37899.11285109648,1.3615048453875613,Karura,24095.701009261196,37899.11285109648,5.7993946906527505,0,5.7993946906527505,,3144495.770983645,,,,0.03632631145153875,0.023095736909320683
karura,2022-04-18T00:00:00.000Z,,transaction,,,90052993.31752335,141140474.16853297,24759.54684343247,38805.75262343951,1.4114047416853297,Karura,24759.54684343247,38805.75262343951,8.339887607247775,0,8.339887607247775,,1322158.659417574,,,,0.014682006790775895,0.00936767902479066
karura,2022-04-17T00:00:00.000Z,,transaction,,,94465468.57510738,147767976.0928164,25409.849651643028,39747.45600145644,1.4776797609281642,Karura,25409.849651643028,39747.45600145644,5.925551801691364,0,5.925551801691364,,1376649.6536161841,,,,0.014573046366902216,0.009316292271279938
karura,2022-04-16T00:00:00.000Z,,transaction,,,88714725.36589892,139628039.04274395,23234.821805992236,36569.26843765369,1.3962803904274395,Karura,23234.821805992236,36569.26843765369,5.919433722056656,0,5.919433722056656,,1458344.273061449,,,,0.016438581836855037,0.0104444944085694
karura,2022-04-15T00:00:00.000Z,,transaction,,,89366746.13467078,140206111.73367926,22915.04936619545,35951.06805139819,1.4020611173367927,Karura,22915.04936619545,35951.06805139819,6.366763078912674,0,6.366763078912674,,1476157.620805861,,,,0.016517974354592395,0.01052848269275033
karura,2022-04-14T00:00:00.000Z,,transaction,,,89704432.71392171,140822045.8536252,22723.287952369796,35672.037614671106,1.408220458536252,Karura,22723.287952369796,35672.037614671106,6.60457325320014,0,6.60457325320014,,1571707.3966838499,,,,0.01752095575584559,0.011160947046015304
karura,2022-04-13T00:00:00.000Z,,transaction,,,86779060.10378486,136389422.52266818,21785.47999141549,34239.931060035844,1.3638942252266817,Karura,21785.47999141549,34239.931060035844,6.820829404139544,0,6.820829404139544,,1448998.5567808752,,,,0.016697559930332517,0.010623980437632902
karura,2022-04-12T00:00:00.000Z,,transaction,,,84209346.10090028,130906425.35205263,21113.52215901956,32821.72158321812,1.3090642535205264,Karura,21113.52215901956,32821.72158321812,6.08238945208911,0,6.08238945208911,,1676212.0641169709,,,,0.019905297235161056,0.012804658439103025
karura,2022-04-11T00:00:00.000Z,,transaction,,,99871000.41098726,156832577.26527762,24925.448462565455,39141.71587137653,1.5683257726527762,Karura,24925.448462565455,39141.71587137653,10.386254165216895,0,10.386254165216895,,1295395.6848573121,,,,0.012970688984054672,0.008259736002847093
karura,2022-04-10T00:00:00.000Z,,transaction,,,93369163.25782837,145601346.30871397,23678.199996070176,36924.158654766004,1.4560134630871397,Karura,23678.199996070176,36924.158654766004,8.38711945571855,0,8.38711945571855,,2149220.6142458,,,,0.023018527094550163,0.014760994102958875
karura,2022-04-09T00:00:00.000Z,,transaction,,,93145561.32448144,146265543.5818897,23804.25135473083,37379.57788273624,1.462655435818897,Karura,23804.25135473083,37379.57788273624,10.826403840903287,0,10.826403840903287,,2099267.0301788,,,,0.022537488639590708,0.014352437209543364
karura,2022-04-08T00:00:00.000Z,,transaction,,,104221819.02403642,163629835.89064738,26974.95747959403,42351.0921885291,1.6362983589064737,Karura,26974.95747959403,42351.0921885291,14.18349344251166,0,14.18349344251166,,1511446.5552759233,,,,0.014502208553156629,0.009236986317617601
karura,2022-04-07T00:00:00.000Z,,transaction,,,105925048.34286818,166386358.6979776,28116.007358568448,44164.43663424318,1.663863586979776,Karura,28116.007358568448,44164.43663424318,12.691838244823678,0,12.691838244823678,,1866312.6827988753,,,,0.01761918178935183,0.01121674094801595
karura,2022-04-06T00:00:00.000Z,,transaction,,,112083929.85367666,175181294.9446195,30368.208837984508,47463.915267173834,1.751812949446195,Karura,30368.208837984508,47463.915267173834,11.622272773622827,0,11.622272773622827,,1821825.7079676788,,,,0.016254120553642577,0.01039965887079221
karura,2022-04-05T00:00:00.000Z,,transaction,,,118421907.85984592,185933628.32571596,32908.812957608374,51669.95792993148,1.8593362832571596,Karura,32908.812957608374,51669.95792993148,11.612526895254245,0,11.612526895254245,,2203521.1825742307,,,,0.018607377827269348,0.01185111699489956
karura,2022-04-04T00:00:00.000Z,,transaction,,,120491645.31391895,189184588.79018244,34453.76511190546,54096.044318986555,1.8918458879018245,Karura,34453.76511190546,54096.044318986555,11.252738765465699,0,11.252738765465699,,2920184.565083468,,,,0.02423557714292523,0.015435636611617108
karura,2022-04-03T00:00:00.000Z,,transaction,,,123499129.88434179,193624740.18682078,36244.86566689863,56825.52342216343,1.9362474018682079,Karura,36244.86566689863,56825.52342216343,13.8803365900033,0,13.8803365900033,,4198993.280524085,,,,0.03400018513860369,0.021686243588875286
karura,2022-04-02T00:00:00.000Z,,transaction,,,111730312.46950643,175312670.6545137,33847.73912021382,53109.468770182146,1.7531267065451368,Karura,33847.73912021382,53109.468770182146,22.832589456977598,0,22.832589456977598,,2048075.2923852664,,,,0.018330525057327032,0.011682414538201753
karura,2022-04-01T00:00:00.000Z,,transaction,,,112620692.22838567,175739485.39577255,36324.015259435975,56681.979331614435,1.7573948539577255,Karura,36324.015259435975,56681.979331614435,15.295913627942966,0,15.295913627942966,,2656829.4818231775,,,,0.023590953218750793,0.0151179996677462
karura,2022-03-31T00:00:00.000Z,,transaction,,,107162456.25770049,168014659.30820066,35392.52526091048,55490.171478235956,1.6801465930820065,Karura,35392.52526091048,55490.171478235956,10.258583976723868,0,10.258583976723868,,2080144.1764989812,,,,0.019411128198636322,0.01238073025927596
karura,2022-03-30T00:00:00.000Z,,transaction,,,106651078.89595634,167313628.266488,36036.08178272102,56533.207671127886,1.67313628266488,Karura,36036.08178272102,56533.207671127886,10.748135687394862,0,10.748135687394862,,1859383.479042424,,,,0.017434267878868332,0.011113162139314197
karura,2022-03-29T00:00:00.000Z,,transaction,,,102540780.47644226,160341984.88883117,35611.53139572088,55685.39270317565,1.6034198488883118,Karura,35611.53139572088,55685.39270317565,8.930224131628094,0,8.930224131628094,,1672259.7514016982,,,,0.016308240912852066,0.010429331734673952
karura,2022-03-28T00:00:00.000Z,,transaction,,,47953228.14375471,167608662.2994388,16939.802261579513,59208.89388653445,1.676086622994388,Karura,16939.802261579513,59208.89388653445,10.367179348207946,0,10.367179348207946,,3623392.4470782815,,,,0.07556097028996746,0.021618169355739878
karura,2022-03-27T00:00:00.000Z,,transaction,,,41491395.715278745,145051904.82855493,15005.099396926795,52457.09892724948,1.4505190482855492,Karura,15005.099396926795,52457.09892724948,9.277315691000176,0,9.277315691000176,,1204989.5026070427,,,,0.029041912951685032,0.008307298715113655
karura,2022-03-26T00:00:00.000Z,,transaction,,,41477468.064329855,145405070.72976518,15297.043158979764,53625.926226691925,1.4540507072976518,Karura,15297.043158979764,53625.926226691925,7.785669732962712,0,7.785669732962712,,1781558.077645074,,,,0.042952430820559016,0.012252379292577036
karura,2022-03-25T00:00:00.000Z,,transaction,,,42762739.12130595,149476623.5657386,15829.364497785597,55331.347031076344,1.4947662356573859,Karura,15829.364497785597,55331.347031076344,8.720459585378494,0,8.720459585378494,,1801696.353505295,,,,0.042132388862986196,0.012053365339182442
karura,2022-03-24T00:00:00.000Z,,transaction,,,39659195.296740904,138761612.96791732,14895.699391288088,52117.83190140059,1.3876161296791731,Karura,14895.699391288088,52117.83190140059,10.55173531085253,0,10.55173531085253,,1282328.7203856448,,,,0.03233370497789761,0.009241235331288117
karura,2022-03-23T00:00:00.000Z,,transaction,,,38373857.86660899,134406588.42701513,14734.974506086686,51610.07425436539,1.3440658842701512,Karura,14734.974506086686,51610.07425436539,11.268112643915437,0,11.268112643915437,,1477486.6261099912,,,,0.038502426085119425,0.01099266519150056
karura,2022-03-22T00:00:00.000Z,,transaction,,,39514037.22258487,138114968.39783832,15558.955966067053,54383.830724552165,1.3811496839783832,Karura,15558.955966067053,54383.830724552165,7.000495416434627,0,7.000495416434627,,1220231.7736133258,,,,0.030880969381581767,0.008834898836587099
karura,2022-03-21T00:00:00.000Z,,transaction,,,40072434.54028555,140647111.6286292,15760.163432797073,55315.36805904917,1.406471116286292,Karura,15760.163432797073,55315.36805904917,5.531243431072428,0,5.531243431072428,,1308718.043184717,,,,0.03265881043162074,0.00930497632002791
karura,2022-03-20T00:00:00.000Z,,transaction,,,42425788.73660845,148616422.2080461,16724.311118535752,58584.82202326929,1.486164222080461,Karura,16724.311118535752,58584.82202326929,9.46980651350418,0,9.46980651350418,,1548961.6417205513,,,,0.0365099079556765,0.010422546975005097
karura,2022-03-19T00:00:00.000Z,,transaction,,,41202269.47349713,145342131.76722232,16575.40224280758,58470.18447414601,1.453421317672223,Karura,16575.40224280758,58470.18447414601,14.962034531793394,0,14.962034531793394,,1444442.5288591448,,,,0.03505735357097903,0.009938223082984234
karura,2022-03-18T00:00:00.000Z,,transaction,,,37763116.5999803,132111476.3729038,15924.585416294802,55710.986787944734,1.321114763729038,Karura,15924.585416294802,55710.986787944734,14.186518332853314,0,14.186518332853314,,1440285.581328226,,,,0.038140008320419645,0.010902047428966815
karura,2022-03-17T00:00:00.000Z,,transaction,,,35533307.07570953,125081357.68601225,15668.834446626219,55156.11259502305,1.2508135768601225,Karura,15668.834446626219,55156.11259502305,12.637407093855712,0,12.637407093855712,,1454828.784098761,,,,0.04094267896312071,0.01163106006372885
karura,2022-03-16T00:00:00.000Z,,transaction,,,34694074.885172874,121564658.00507066,15851.342418950133,55541.55937169733,1.2156465800507066,Karura,15851.342418950133,55541.55937169733,10.293239296478585,0,10.293239296478585,,1414987.9529160552,,,,0.040784714900144965,0.011639797093469665
karura,2022-03-15T00:00:00.000Z,,transaction,,,34742009.31650691,121477587.91187888,16279.873860470603,56923.587523764334,1.2147758791187888,Karura,16279.873860470603,56923.587523764334,9.53526672513744,0,9.53526672513744,,1315615.058108611,,,,0.03786813382389847,0.010830105213012396
karura,2022-03-14T00:00:00.000Z,,transaction,,,35634364.2471779,124962149.1207439,16989.20329585618,59577.52861740889,1.249621491207439,Karura,16989.20329585618,59577.52861740889,7.237073079342225,0,7.237073079342225,,1062955.3388310366,,,,0.02982950197898419,0.008506218453429146
karura,2022-03-13T00:00:00.000Z,,transaction,,,37183863.891928904,130184493.79405402,17639.3140609443,61757.034679680495,1.3018449379405401,Karura,17639.3140609443,61757.034679680495,7.593094912083345,0,7.593094912083345,,1196542.33158958,,,,0.032179074640204364,0.009191127888721186
karura,2022-03-12T00:00:00.000Z,,transaction,,,36737010.362443134,127914725.4036498,17439.78602639101,60723.652214901114,1.279147254036498,Karura,17439.78602639101,60723.652214901114,5.16426221152423,0,5.16426221152423,,667338.6742006735,,,,0.018165296185421367,0.0052170590375330795
karura,2022-03-11T00:00:00.000Z,,transaction,,,37768496.62589639,132707884.11553659,17749.38639779249,62366.35618652249,1.3270788411553658,Karura,17749.38639779249,62366.35618652249,5.898829647780292,0,5.898829647780292,,1220476.7776784203,,,,0.032314677223386934,0.009196716425799263
karura,2022-03-10T00:00:00.000Z,,transaction,,,40117834.31466844,140538220.74506405,18733.32368644306,65625.37645686048,1.4053822074506406,Karura,18733.32368644306,65625.37645686048,6.771951703479167,0,6.771951703479167,,1650307.382835017,,,,0.04113650228201897,0.011742765591352336
karura,2022-03-09T00:00:00.000Z,,transaction,,,36651735.783032395,128732222.92237061,17100.69139555143,60062.912978814915,1.287322229223706,Karura,17100.69139555143,60062.912978814915,6.274804848621727,0,6.274804848621727,,986869.8441714781,,,,0.02692559637593865,0.007666066985937081
karura,2022-03-08T00:00:00.000Z,,transaction,,,37175080.25289942,130326930.89155798,17169.139851747055,60190.89367672888,1.3032693089155798,Karura,17169.139851747055,60190.89367672888,6.396159464579631,0,6.396159464579631,,695456.403162443,,,,0.018707596552080118,0.005336244768482395
karura,2022-03-07T00:00:00.000Z,,transaction,,,38627938.52141276,134371045.42397752,17714.97563777539,61623.26769751505,1.3437104542397753,Karura,17714.97563777539,61623.26769751505,4.0322768261038116,0,4.0322768261038116,,1154733.2105967025,,,,0.02989373119035579,0.008593616332694311
karura,2022-03-06T00:00:00.000Z,,transaction,,,37730175.05693734,132180016.01721643,16974.966070363684,59468.350827591115,1.3218001601721643,Karura,16974.966070363684,59468.350827591115,3.287489317593903,0,3.287489317593903,,947182.4501774154,,,,0.025104109608504448,0.007165852136483665
karura,2022-03-05T00:00:00.000Z,,transaction,,,37137079.27505821,129961851.07357739,16220.882814826215,56765.25989156671,1.2996185107357738,Karura,16220.882814826215,56765.25989156671,3.8683789740696293,0,3.8683789740696293,,1189244.5519326776,,,,0.03202310400137986,0.009150720323761713
karura,2022-03-04T00:00:00.000Z,,transaction,,,39528452.64993985,138611391.3052701,16931.411574102756,59372.081569504786,1.3861139130527012,Karura,16931.411574102756,59372.081569504786,5.13620811183858,0,5.13620811183858,,1342544.8457704668,,,,0.03396401214233995,0.0096856746990853
karura,2022-03-03T00:00:00.000Z,,transaction,,,40838419.32379956,142813976.32885584,17218.37729548899,60213.51874572233,1.4281397632885584,Karura,17218.37729548899,60213.51874572233,6.3514084038270635,0,6.3514084038270635,,1787327.1051212,,,,0.04376582479722942,0.012515071361121868
karura,2022-03-02T00:00:00.000Z,,transaction,,,42512242.708271034,149171670.1048638,17686.69488047451,62061.03573647076,1.4917167010486378,Karura,17686.69488047451,62061.03573647076,9.327157634616647,0,9.327157634616647,,2044870.2766768346,,,,0.04810073866742842,0.013708167745519938
karura,2022-03-01T00:00:00.000Z,,transaction,,,41122582.90190541,144051247.69210202,16775.0759360108,58762.617719718786,1.4405124769210202,Karura,16775.0759360108,58762.617719718786,4.647870894862383,0,4.647870894862383,,1698925.8190955343,,,,0.04131369430631787,0.011793898673664056
karura,2022-02-28T00:00:00.000Z,,transaction,,,38927366.7111473,135837257.05951717,15701.23125039964,54789.53152258061,1.3583725705951717,Karura,15701.23125039964,54789.53152258061,4.161502432564759,0,4.161502432564759,,1250810.834172045,,,,0.03213191489302206,0.009208157329207566
