date,totalLiquidityUSD
2019-05-08 00:00:00,9546.158110882398
2019-05-09 00:00:00,10826.134363920417
2019-05-10 00:00:00,12505.618334479412
2019-05-11 00:00:00,12600.909091287562
2019-05-12 00:00:00,13079.681095310201
2019-05-13 00:00:00,13396.40646849165
2019-05-14 00:00:00,13068.488754937509
2019-05-15 00:00:00,14145.83237898656
2019-05-16 00:00:00,31276.42810573311
2019-05-17 00:00:00,32018.117891056918
2019-05-18 00:00:00,25775.887816072445
2019-05-19 00:00:00,25669.01117683032
2019-05-20 00:00:00,25060.271376191933
2019-05-21 00:00:00,28359.36685324551
2019-05-22 00:00:00,34514.19456899594
2019-05-23 00:00:00,40929.850727031706
2019-05-24 00:00:00,3029180.768750341
2019-05-25 00:00:00,10364458.516261084
2019-05-26 00:00:00,11097084.960131818
2019-05-27 00:00:00,11477315.228843803
2019-05-28 00:00:00,13896105.657121737
2019-05-29 00:00:00,17019520.895797882
2019-05-30 00:00:00,16922904.117829636
2019-05-31 00:00:00,17681470.05545423
2019-06-01 00:00:00,17366037.45193597
2019-06-02 00:00:00,18572920.598393396
2019-06-03 00:00:00,19232265.27210312
2019-06-04 00:00:00,20184022.471777402
2019-06-05 00:00:00,19724035.56111894
2019-06-06 00:00:00,19868167.677319802
2019-06-07 00:00:00,20757443.78877083
2019-06-08 00:00:00,20497246.519451544
2019-06-09 00:00:00,20547630.65854712
2019-06-10 00:00:00,20388305.578373894
2019-06-11 00:00:00,22268511.32431513
2019-06-12 00:00:00,23520650.012499314
2019-06-13 00:00:00,23451984.389901817
2019-06-14 00:00:00,24205028.68421819
2019-06-15 00:00:00,24842120.434574112
2019-06-16 00:00:00,25597292.375174444
2019-06-17 00:00:00,26202651.074415244
2019-06-18 00:00:00,27387441.588181734
2019-06-19 00:00:00,27697961.290528163
2019-06-20 00:00:00,28021183.693880513
2019-06-21 00:00:00,28240636.27558035
2019-06-22 00:00:00,29986415.578462772
2019-06-23 00:00:00,31108534.87433673
2019-06-24 00:00:00,31407567.45477271
2019-06-25 00:00:00,31772555.735457096
2019-06-26 00:00:00,36693409.96476756
2019-06-27 00:00:00,38589573.02945543
2019-06-28 00:00:00,37631526.79217327
2019-06-29 00:00:00,39516052.543228015
2019-06-30 00:00:00,38603484.86467335
2019-07-01 00:00:00,40221369.1286328
2019-07-02 00:00:00,38679699.5730167
2019-07-03 00:00:00,37771863.90945202
2019-07-04 00:00:00,42389542.98227818
2019-07-05 00:00:00,44952882.39547046
2019-07-06 00:00:00,46781650.54002987
2019-07-07 00:00:00,47247798.71783417
2019-07-08 00:00:00,47491123.797600076
2019-07-09 00:00:00,49789045.92803635
2019-07-10 00:00:00,50968808.46023377
2019-07-11 00:00:00,50787606.33053924
2019-07-12 00:00:00,46804821.714996874
2019-07-13 00:00:00,49074995.91194739
2019-07-14 00:00:00,49136806.1269044
2019-07-15 00:00:00,51565318.77000758
2019-07-16 00:00:00,54405435.4066543
2019-07-17 00:00:00,54307943.712953
2019-07-18 00:00:00,55917636.94179047
2019-07-19 00:00:00,60047141.669890694
2019-07-20 00:00:00,65566553.29498682
2019-07-21 00:00:00,71015027.22422226
2019-07-22 00:00:00,73321648.59267741
2019-07-23 00:00:00,77091901.01783168
2019-07-24 00:00:00,77795842.7554302
2019-07-25 00:00:00,79069185.17787771
2019-07-26 00:00:00,85427280.57347825
2019-07-27 00:00:00,90139646.04895644
2019-07-28 00:00:00,92087983.3619199
2019-07-29 00:00:00,88686132.74123955
2019-07-30 00:00:00,87883295.9716342
2019-07-31 00:00:00,88074968.15561596
2019-08-01 00:00:00,90683586.1050125
2019-08-02 00:00:00,93691761.71585038
2019-08-03 00:00:00,97311954.18807322
2019-08-04 00:00:00,99451333.1922967
2019-08-05 00:00:00,98964337.79902604
2019-08-06 00:00:00,101653740.88363366
2019-08-07 00:00:00,105964888.87709588
2019-08-08 00:00:00,105012318.42784551
2019-08-09 00:00:00,103320004.8054018
2019-08-10 00:00:00,98674208.48560365
2019-08-11 00:00:00,100501964.56111093
2019-08-12 00:00:00,99563105.02357863
2019-08-13 00:00:00,101334687.50393647
2019-08-14 00:00:00,102708519.08745317
2019-08-15 00:00:00,102147459.30788253
2019-08-16 00:00:00,94766256.00986123
2019-08-17 00:00:00,98197162.8874276
2019-08-18 00:00:00,100807857.12257701
2019-08-19 00:00:00,100222859.16421646
2019-08-20 00:00:00,106747995.29020925
2019-08-21 00:00:00,109060316.8881651
2019-08-22 00:00:00,105403589.13246682
2019-08-23 00:00:00,104972610.10681926
2019-08-24 00:00:00,107508838.9504638
2019-08-25 00:00:00,107538119.78859216
2019-08-26 00:00:00,109080467.36678527
2019-08-27 00:00:00,108757959.70024401
2019-08-28 00:00:00,107023439.83229592
2019-08-29 00:00:00,106403046.07836348
2019-08-30 00:00:00,100434705.20274459
2019-08-31 00:00:00,107116001.74540746
2019-09-01 00:00:00,106890852.70215897
2019-09-02 00:00:00,108641364.98314947
2019-09-03 00:00:00,109724348.669333
2019-09-04 00:00:00,111985742.16353872
2019-09-05 00:00:00,111948865.2756122
2019-09-06 00:00:00,109644957.78189775
2019-09-07 00:00:00,111470100.43884504
2019-09-08 00:00:00,108249664.85229515
2019-09-09 00:00:00,113140387.08283266
2019-09-10 00:00:00,112191227.18679474
2019-09-11 00:00:00,112859009.14021447
2019-09-12 00:00:00,111584079.99813357
2019-09-13 00:00:00,112278900.17719549
2019-09-14 00:00:00,112862070.843326
2019-09-15 00:00:00,114342771.8844031
2019-09-16 00:00:00,109217890.26777261
